country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1248,519.3,2021-03-14T00:00:00
NO,møre og romsdal,1319,496.7,2021-03-14T00:00:00
NO,troms og finnmark,1394,575.6,2021-03-14T00:00:00
NO,agder,2389,773.5,2021-03-14T00:00:00
NO,innlandet,3570,963.3,2021-03-14T00:00:00
NO,trøndelag,3639,772.4,2021-03-14T00:00:00
NO,rogaland,3776,782.4,2021-03-14T00:00:00
NO,vestfold og telemark,4182,991.3,2021-03-14T00:00:00
NO,vestland,7026,1099.8,2021-03-14T00:00:00
NO,oslo,22252,3192.5,2021-03-14T00:00:00
NO,viken,25883,2066.7,2021-03-14T00:00:00
