country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1010,418.7,2021-02-16T00:00:00
NO,troms og finnmark,1223,502.6,2021-02-16T00:00:00
NO,møre og romsdal,1252,472,2021-02-16T00:00:00
NO,agder,1732,563.7,2021-02-16T00:00:00
NO,vestfold og telemark,3292,784.9,2021-02-16T00:00:00
NO,innlandet,3348,901.5,2021-02-16T00:00:00
NO,rogaland,3466,722.2,2021-02-16T00:00:00
NO,trøndelag,3529,752.9,2021-02-16T00:00:00
NO,vestland,6643,1043.6,2021-02-16T00:00:00
NO,oslo,18209,2625.7,2021-02-16T00:00:00
NO,viken,21953,1768.7,2021-02-16T00:00:00
