country,nuts_3,cases,cases/100k pop.,datetime
NO,møre og romsdal,201,75.8,2020-09-21T00:00:00
NO,nordland,206,85.4,2020-09-21T00:00:00
NO,troms og finnmark,335,137.7,2020-09-21T00:00:00
NO,vestfold og telemark,395,94.2,2020-09-21T00:00:00
NO,agder,445,144.8,2020-09-21T00:00:00
NO,rogaland,604,125.9,2020-09-21T00:00:00
NO,innlandet,623,167.8,2020-09-21T00:00:00
NO,trøndelag,656,140,2020-09-21T00:00:00
NO,vestland,1655,260,2020-09-21T00:00:00
NO,viken,3684,296.8,2020-09-21T00:00:00
NO,oslo,4091,589.9,2020-09-21T00:00:00
