country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1739,723.5,2021-07-21T00:00:00
NO,møre og romsdal,2161,813.8,2021-07-21T00:00:00
NO,troms og finnmark,2506,1034.8,2021-07-21T00:00:00
NO,agder,5339,1728.7,2021-07-21T00:00:00
NO,trøndelag,5530,1173.8,2021-07-21T00:00:00
NO,innlandet,5973,1611.7,2021-07-21T00:00:00
NO,rogaland,7862,1628.9,2021-07-21T00:00:00
NO,vestfold og telemark,8938,2118.6,2021-07-21T00:00:00
NO,vestland,10220,1599.8,2021-07-21T00:00:00
NO,oslo,37643,5400.6,2021-07-21T00:00:00
NO,viken,44349,3541.2,2021-07-21T00:00:00
