country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39329,16363.6,2022-05-02T00:00:00
NO,troms og finnmark,47783,19731.3,2022-05-02T00:00:00
NO,møre og romsdal,53245,20051.3,2022-05-02T00:00:00
NO,innlandet,78295,21126.4,2022-05-02T00:00:00
NO,agder,79439,25721.5,2022-05-02T00:00:00
NO,trøndelag,99656,21152.8,2022-05-02T00:00:00
NO,vestfold og telemark,101918,24157.9,2022-05-02T00:00:00
NO,rogaland,121326,25137.7,2022-05-02T00:00:00
NO,vestland,143308,22433.2,2022-05-02T00:00:00
NO,oslo,257107,36887.1,2022-05-02T00:00:00
NO,viken,383166,30594.9,2022-05-02T00:00:00
