country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3691,1535.7,2021-11-02T00:00:00
NO,møre og romsdal,4729,1780.9,2021-11-02T00:00:00
NO,troms og finnmark,5429,2241.8,2021-11-02T00:00:00
NO,agder,8108,2625.3,2021-11-02T00:00:00
NO,innlandet,8708,2349.7,2021-11-02T00:00:00
NO,trøndelag,10740,2279.7,2021-11-02T00:00:00
NO,rogaland,11457,2373.8,2021-11-02T00:00:00
NO,vestfold og telemark,12025,2850.3,2021-11-02T00:00:00
NO,vestland,16426,2571.3,2021-11-02T00:00:00
NO,oslo,57343,8227,2021-11-02T00:00:00
NO,viken,66037,5272.9,2021-11-02T00:00:00
