country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40921,17025.9,2022-11-15T00:00:00
NO,troms og finnmark,49473,20429.2,2022-11-15T00:00:00
NO,møre og romsdal,55813,21018.4,2022-11-15T00:00:00
NO,innlandet,81016,21860.6,2022-11-15T00:00:00
NO,agder,81144,26273.5,2022-11-15T00:00:00
NO,trøndelag,102762,21812.1,2022-11-15T00:00:00
NO,vestfold og telemark,104917,24868.8,2022-11-15T00:00:00
NO,rogaland,124342,25762.6,2022-11-15T00:00:00
NO,vestland,148447,23237.7,2022-11-15T00:00:00
NO,oslo,262727,37693.4,2022-11-15T00:00:00
NO,viken,392810,31365,2022-11-15T00:00:00
