country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3013,1253.6,2021-10-05T00:00:00
NO,troms og finnmark,4014,1657.5,2021-10-05T00:00:00
NO,møre og romsdal,4161,1567,2021-10-05T00:00:00
NO,agder,7623,2468.2,2021-10-05T00:00:00
NO,innlandet,8138,2195.9,2021-10-05T00:00:00
NO,trøndelag,9015,1913.5,2021-10-05T00:00:00
NO,rogaland,10403,2155.4,2021-10-05T00:00:00
NO,vestfold og telemark,11316,2682.3,2021-10-05T00:00:00
NO,vestland,15123,2367.3,2021-10-05T00:00:00
NO,oslo,53206,7633.5,2021-10-05T00:00:00
NO,viken,61437,4905.6,2021-10-05T00:00:00
