country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40651,16913.6,2022-08-25T00:00:00
NO,troms og finnmark,49196,20314.8,2022-08-25T00:00:00
NO,møre og romsdal,55356,20846.3,2022-08-25T00:00:00
NO,innlandet,80402,21694.9,2022-08-25T00:00:00
NO,agder,80895,26192.9,2022-08-25T00:00:00
NO,trøndelag,102204,21693.7,2022-08-25T00:00:00
NO,vestfold og telemark,104392,24744.4,2022-08-25T00:00:00
NO,rogaland,123916,25674.4,2022-08-25T00:00:00
NO,vestland,147540,23095.7,2022-08-25T00:00:00
NO,oslo,261385,37500.9,2022-08-25T00:00:00
NO,viken,391317,31245.8,2022-08-25T00:00:00
