country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,35148,14624,2022-03-10T00:00:00
NO,troms og finnmark,43550,17983.4,2022-03-10T00:00:00
NO,møre og romsdal,46639,17563.6,2022-03-10T00:00:00
NO,innlandet,72847,19656.3,2022-03-10T00:00:00
NO,agder,73352,23750.6,2022-03-10T00:00:00
NO,vestfold og telemark,92442,21911.8,2022-03-10T00:00:00
NO,trøndelag,94545,20068,2022-03-10T00:00:00
NO,rogaland,112573,23324.2,2022-03-10T00:00:00
NO,vestland,132676,20768.9,2022-03-10T00:00:00
NO,oslo,242488,34789.7,2022-03-10T00:00:00
NO,viken,360086,28752,2022-03-10T00:00:00
