country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,997,414.9,2021-02-14T00:00:00
NO,troms og finnmark,1221,502.6,2021-02-14T00:00:00
NO,møre og romsdal,1246,470.5,2021-02-14T00:00:00
NO,agder,1676,551.7,2021-02-14T00:00:00
NO,vestfold og telemark,3246,777.5,2021-02-14T00:00:00
NO,innlandet,3335,900.1,2021-02-14T00:00:00
NO,rogaland,3457,720.8,2021-02-14T00:00:00
NO,trøndelag,3522,752.1,2021-02-14T00:00:00
NO,vestland,6584,1039.1,2021-02-14T00:00:00
NO,oslo,17830,2598.4,2021-02-14T00:00:00
NO,viken,21520,1745.8,2021-02-14T00:00:00
