country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1281,533,2021-03-16T00:00:00
NO,møre og romsdal,1328,500.1,2021-03-16T00:00:00
NO,troms og finnmark,1416,584.7,2021-03-16T00:00:00
NO,agder,2445,791.7,2021-03-16T00:00:00
NO,innlandet,3629,979.2,2021-03-16T00:00:00
NO,trøndelag,3654,775.6,2021-03-16T00:00:00
NO,rogaland,3968,822.1,2021-03-16T00:00:00
NO,vestfold og telemark,4473,1060.2,2021-03-16T00:00:00
NO,vestland,7113,1113.5,2021-03-16T00:00:00
NO,oslo,23357,3351,2021-03-16T00:00:00
NO,viken,27218,2173.3,2021-03-16T00:00:00
