country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,496,205.6,2020-11-22T00:00:00
NO,møre og romsdal,578,217.9,2020-11-22T00:00:00
NO,troms og finnmark,812,333.7,2020-11-22T00:00:00
NO,agder,973,316.7,2020-11-22T00:00:00
NO,vestfold og telemark,1058,252.3,2020-11-22T00:00:00
NO,trøndelag,1167,249,2020-11-22T00:00:00
NO,rogaland,1459,304,2020-11-22T00:00:00
NO,innlandet,1531,412.2,2020-11-22T00:00:00
NO,vestland,4757,747.3,2020-11-22T00:00:00
NO,viken,8918,718.5,2020-11-22T00:00:00
NO,oslo,9375,1351.9,2020-11-22T00:00:00
