country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39746,16537.1,2022-06-13T00:00:00
NO,troms og finnmark,48192,19900.2,2022-06-13T00:00:00
NO,møre og romsdal,53989,20331.5,2022-06-13T00:00:00
NO,innlandet,79066,21334.4,2022-06-13T00:00:00
NO,agder,79821,25845.2,2022-06-13T00:00:00
NO,trøndelag,100346,21299.3,2022-06-13T00:00:00
NO,vestfold og telemark,102726,24349.5,2022-06-13T00:00:00
NO,rogaland,122276,25334.6,2022-06-13T00:00:00
NO,vestland,144666,22645.8,2022-06-13T00:00:00
NO,oslo,258530,37091.3,2022-06-13T00:00:00
NO,viken,386215,30838.4,2022-06-13T00:00:00
