country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,609,253.7,2020-12-17T00:00:00
NO,møre og romsdal,748,283.9,2020-12-17T00:00:00
NO,troms og finnmark,911,378.1,2020-12-17T00:00:00
NO,agder,1128,368.8,2020-12-17T00:00:00
NO,trøndelag,1484,321.5,2020-12-17T00:00:00
NO,vestfold og telemark,1571,387.5,2020-12-17T00:00:00
NO,rogaland,1679,353.6,2020-12-17T00:00:00
NO,innlandet,2234,613.1,2020-12-17T00:00:00
NO,vestland,5337,841.3,2020-12-17T00:00:00
NO,oslo,12271,1785.2,2020-12-17T00:00:00
NO,viken,13425,1095.7,2020-12-17T00:00:00
