country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,25660,10676.3,2022-02-18T00:00:00
NO,møre og romsdal,30777,11590.2,2022-02-18T00:00:00
NO,troms og finnmark,30936,12774.6,2022-02-18T00:00:00
NO,innlandet,56777,15320.2,2022-02-18T00:00:00
NO,agder,58758,19025.2,2022-02-18T00:00:00
NO,vestfold og telemark,74219,17592.4,2022-02-18T00:00:00
NO,trøndelag,77820,16517.9,2022-02-18T00:00:00
NO,rogaland,85011,17613.6,2022-02-18T00:00:00
NO,vestland,99281,15541.3,2022-02-18T00:00:00
NO,oslo,215609,30933.4,2022-02-18T00:00:00
NO,viken,314661,25125,2022-02-18T00:00:00
