country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2041,849.2,2021-08-12T00:00:00
NO,møre og romsdal,2674,1007,2021-08-12T00:00:00
NO,troms og finnmark,2852,1177.7,2021-08-12T00:00:00
NO,agder,5725,1853.7,2021-08-12T00:00:00
NO,trøndelag,5902,1252.7,2021-08-12T00:00:00
NO,innlandet,6238,1683.2,2021-08-12T00:00:00
NO,rogaland,8392,1738.8,2021-08-12T00:00:00
NO,vestfold og telemark,9291,2202.3,2021-08-12T00:00:00
NO,vestland,11907,1863.9,2021-08-12T00:00:00
NO,oslo,38949,5588,2021-08-12T00:00:00
NO,viken,45925,3667,2021-08-12T00:00:00
