country,nuts_3,cases,cases/100k pop.,datetime
NO,møre og romsdal,205,77.3,2020-09-27T00:00:00
NO,nordland,208,86.2,2020-09-27T00:00:00
NO,troms og finnmark,335,137.7,2020-09-27T00:00:00
NO,vestfold og telemark,406,96.8,2020-09-27T00:00:00
NO,agder,456,148.4,2020-09-27T00:00:00
NO,innlandet,639,172.1,2020-09-27T00:00:00
NO,trøndelag,664,141.7,2020-09-27T00:00:00
NO,rogaland,682,142.1,2020-09-27T00:00:00
NO,vestland,1750,274.9,2020-09-27T00:00:00
NO,viken,3791,305.4,2020-09-27T00:00:00
NO,oslo,4269,615.6,2020-09-27T00:00:00
