country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2936,1221.6,2021-09-30T00:00:00
NO,troms og finnmark,3922,1619.5,2021-09-30T00:00:00
NO,møre og romsdal,4094,1541.7,2021-09-30T00:00:00
NO,agder,7579,2454,2021-09-30T00:00:00
NO,innlandet,8054,2173.2,2021-09-30T00:00:00
NO,trøndelag,8855,1879.5,2021-09-30T00:00:00
NO,rogaland,10339,2142.2,2021-09-30T00:00:00
NO,vestfold og telemark,11220,2659.5,2021-09-30T00:00:00
NO,vestland,15041,2354.5,2021-09-30T00:00:00
NO,oslo,52490,7530.7,2021-09-30T00:00:00
NO,viken,60805,4855.1,2021-09-30T00:00:00
