country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1651,686.9,2021-06-23T00:00:00
NO,møre og romsdal,2098,790.1,2021-06-23T00:00:00
NO,troms og finnmark,2251,929.5,2021-06-23T00:00:00
NO,agder,4853,1571.3,2021-06-23T00:00:00
NO,trøndelag,5111,1084.9,2021-06-23T00:00:00
NO,innlandet,5754,1552.6,2021-06-23T00:00:00
NO,rogaland,7106,1472.3,2021-06-23T00:00:00
NO,vestfold og telemark,8617,2042.5,2021-06-23T00:00:00
NO,vestland,9899,1549.6,2021-06-23T00:00:00
NO,oslo,36895,5293.3,2021-06-23T00:00:00
NO,viken,43180,3447.8,2021-06-23T00:00:00
