country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,516,213.9,2020-11-24T00:00:00
NO,møre og romsdal,614,231.5,2020-11-24T00:00:00
NO,troms og finnmark,834,342.8,2020-11-24T00:00:00
NO,agder,1000,325.5,2020-11-24T00:00:00
NO,vestfold og telemark,1119,266.8,2020-11-24T00:00:00
NO,trøndelag,1192,254.3,2020-11-24T00:00:00
NO,rogaland,1501,312.8,2020-11-24T00:00:00
NO,innlandet,1581,425.7,2020-11-24T00:00:00
NO,vestland,4912,771.7,2020-11-24T00:00:00
NO,viken,9615,774.7,2020-11-24T00:00:00
NO,oslo,9934,1432.5,2020-11-24T00:00:00
