country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1443,600.4,2021-04-19T00:00:00
NO,troms og finnmark,1530,631.8,2021-04-19T00:00:00
NO,møre og romsdal,1623,611.2,2021-04-19T00:00:00
NO,agder,2772,897.5,2021-04-19T00:00:00
NO,trøndelag,3910,829.9,2021-04-19T00:00:00
NO,innlandet,4279,1154.6,2021-04-19T00:00:00
NO,rogaland,5602,1160.7,2021-04-19T00:00:00
NO,vestfold og telemark,5757,1364.6,2021-04-19T00:00:00
NO,vestland,8418,1317.7,2021-04-19T00:00:00
NO,oslo,31518,4521.9,2021-04-19T00:00:00
NO,viken,37520,2995.9,2021-04-19T00:00:00
