country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3915,1628.9,2021-11-06T00:00:00
NO,møre og romsdal,4884,1839.2,2021-11-06T00:00:00
NO,troms og finnmark,5849,2415.3,2021-11-06T00:00:00
NO,agder,8208,2657.7,2021-11-06T00:00:00
NO,innlandet,8947,2414.2,2021-11-06T00:00:00
NO,trøndelag,11350,2409.1,2021-11-06T00:00:00
NO,rogaland,11858,2456.9,2021-11-06T00:00:00
NO,vestfold og telemark,12229,2898.7,2021-11-06T00:00:00
NO,vestland,16773,2625.6,2021-11-06T00:00:00
NO,oslo,58215,8352.1,2021-11-06T00:00:00
NO,viken,67047,5353.5,2021-11-06T00:00:00
