country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1053,436.5,2021-02-25T00:00:00
NO,troms og finnmark,1227,504.3,2021-02-25T00:00:00
NO,møre og romsdal,1268,478.1,2021-02-25T00:00:00
NO,agder,1974,642.5,2021-02-25T00:00:00
NO,innlandet,3395,914.1,2021-02-25T00:00:00
NO,vestfold og telemark,3444,821.2,2021-02-25T00:00:00
NO,rogaland,3515,732.5,2021-02-25T00:00:00
NO,trøndelag,3555,758.5,2021-02-25T00:00:00
NO,vestland,6747,1060,2021-02-25T00:00:00
NO,oslo,19056,2747.8,2021-02-25T00:00:00
NO,viken,22694,1828.4,2021-02-25T00:00:00
