country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,888,368.1,2021-01-23T00:00:00
NO,møre og romsdal,1165,439.2,2021-01-23T00:00:00
NO,troms og finnmark,1228,504.7,2021-01-23T00:00:00
NO,agder,1420,462.2,2021-01-23T00:00:00
NO,vestfold og telemark,2940,701,2021-01-23T00:00:00
NO,innlandet,3181,856.5,2021-01-23T00:00:00
NO,rogaland,3374,703.1,2021-01-23T00:00:00
NO,trøndelag,3380,721.1,2021-01-23T00:00:00
NO,vestland,6107,959.4,2021-01-23T00:00:00
NO,oslo,16526,2383,2021-01-23T00:00:00
NO,viken,19422,1564.8,2021-01-23T00:00:00
