country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,186,77.1,2020-09-09T00:00:00
NO,møre og romsdal,190,71.6,2020-09-09T00:00:00
NO,troms og finnmark,328,134.8,2020-09-09T00:00:00
NO,vestfold og telemark,370,88.2,2020-09-09T00:00:00
NO,agder,421,137,2020-09-09T00:00:00
NO,rogaland,565,117.7,2020-09-09T00:00:00
NO,innlandet,598,161,2020-09-09T00:00:00
NO,trøndelag,636,135.7,2020-09-09T00:00:00
NO,vestland,1305,205,2020-09-09T00:00:00
NO,viken,3386,272.8,2020-09-09T00:00:00
NO,oslo,3638,524.6,2020-09-09T00:00:00
