country,nuts_3,cases,cases/100k pop.,datetime
NO,Nordland,114,47.3,2020-04-30T00:00:00
NO,Møre og Romsdal,123,46.4,2020-04-30T00:00:00
NO,Troms og Finnmark,240,98.6,2020-04-30T00:00:00
NO,Vestfold og Telemark,272,64.9,2020-04-30T00:00:00
NO,Agder,325,105.8,2020-04-30T00:00:00
NO,Rogaland,431,89.8,2020-04-30T00:00:00
NO,Innlandet,437,117.7,2020-04-30T00:00:00
NO,Trøndelag,477,101.8,2020-04-30T00:00:00
NO,Vestland,856,134.5,2020-04-30T00:00:00
NO,Viken,2071,166.9,2020-04-30T00:00:00
NO,Oslo,2364,340.9,2020-04-30T00:00:00
