country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,130,53.9,2020-07-18T00:00:00
NO,møre og romsdal,160,60.3,2020-07-18T00:00:00
NO,troms og finnmark,258,106,2020-07-18T00:00:00
NO,vestfold og telemark,301,71.8,2020-07-18T00:00:00
NO,agder,351,114.2,2020-07-18T00:00:00
NO,rogaland,450,93.8,2020-07-18T00:00:00
NO,innlandet,509,137.1,2020-07-18T00:00:00
NO,trøndelag,542,115.6,2020-07-18T00:00:00
NO,vestland,895,140.6,2020-07-18T00:00:00
NO,viken,2501,201.5,2020-07-18T00:00:00
NO,oslo,2918,420.8,2020-07-18T00:00:00
