country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40748,16954,2022-09-15T00:00:00
NO,troms og finnmark,49279,20349.1,2022-09-15T00:00:00
NO,møre og romsdal,55518,20907.3,2022-09-15T00:00:00
NO,innlandet,80540,21732.2,2022-09-15T00:00:00
NO,agder,80991,26224,2022-09-15T00:00:00
NO,trøndelag,102391,21733.3,2022-09-15T00:00:00
NO,vestfold og telemark,104518,24774.2,2022-09-15T00:00:00
NO,rogaland,124022,25696.3,2022-09-15T00:00:00
NO,vestland,147849,23144,2022-09-15T00:00:00
NO,oslo,261669,37541.6,2022-09-15T00:00:00
NO,viken,391675,31274.4,2022-09-15T00:00:00
