"DATE","PROVINCE","REGION","AGEGROUP","SEX","CASES"
"2020-06-02","Limburg","Flanders","30-39","F",2
"2020-06-02","Limburg","Flanders","40-49","F",1
"2020-06-02","Limburg","Flanders","40-49","M",1
"2020-06-02","Limburg","Flanders","50-59","F",3
"2020-06-02","Limburg","Flanders","60-69","F",1
"2020-06-02","Limburg","Flanders","60-69","M",1
"2020-06-02","Limburg","Flanders","70-79","F",1
"2020-06-02","Limburg","Flanders","70-79","M",4
"2020-06-02","Limburg","Flanders","80-89","F",1
"2020-06-02","Limburg","Flanders","80-89","M",1
"2020-06-02","Limburg","Flanders","90+","F",1
"2020-06-02","Limburg","Flanders",NA,"F",1
"2020-06-02","Luxembourg","Wallonia","30-39","F",1
"2020-06-02","Luxembourg","Wallonia","30-39","M",1
"2020-06-02","Luxembourg","Wallonia","50-59","M",1
"2020-06-02","Luxembourg","Wallonia","60-69","M",1
"2020-06-02","Luxembourg","Wallonia","70-79","M",1
"2020-06-02","Namur","Wallonia","10-19","M",1
"2020-06-02","Namur","Wallonia","20-29","F",1
"2020-06-02","Namur","Wallonia","30-39","F",1
"2020-06-02","Namur","Wallonia","60-69","F",1
"2020-06-02","Namur","Wallonia","60-69","M",2
"2020-06-02","OostVlaanderen","Flanders","0-9","M",1
"2020-06-02","OostVlaanderen","Flanders","20-29","F",2
"2020-06-02","OostVlaanderen","Flanders","20-29","M",2
"2020-06-02","OostVlaanderen","Flanders","30-39","F",2
"2020-06-02","OostVlaanderen","Flanders","30-39","M",1
"2020-06-02","OostVlaanderen","Flanders","40-49","F",1
"2020-06-02","OostVlaanderen","Flanders","40-49","M",2
"2020-06-02","OostVlaanderen","Flanders","50-59","F",2
"2020-06-02","OostVlaanderen","Flanders","50-59","M",2
"2020-06-02","OostVlaanderen","Flanders","70-79","M",1
"2020-06-02","OostVlaanderen","Flanders","80-89","F",2
"2020-06-02","OostVlaanderen","Flanders","80-89","M",2
"2020-06-02","OostVlaanderen","Flanders","90+","F",1
"2020-06-02","VlaamsBrabant","Flanders","0-9","F",2
"2020-06-02","VlaamsBrabant","Flanders","20-29","F",1
"2020-06-02","VlaamsBrabant","Flanders","20-29","M",2
"2020-06-02","VlaamsBrabant","Flanders","40-49","F",2
"2020-06-02","VlaamsBrabant","Flanders","50-59","F",1
"2020-06-02","VlaamsBrabant","Flanders","60-69","M",1
"2020-06-02","VlaamsBrabant","Flanders","70-79","F",1
"2020-06-02","VlaamsBrabant","Flanders","80-89","M",2
"2020-06-02","WestVlaanderen","Flanders","10-19","F",1
"2020-06-02","WestVlaanderen","Flanders","20-29","F",1
"2020-06-02","WestVlaanderen","Flanders","30-39","M",2
"2020-06-02","WestVlaanderen","Flanders","40-49","F",1
"2020-06-02","WestVlaanderen","Flanders","40-49","M",2
"2020-06-02","WestVlaanderen","Flanders","50-59","F",2
"2020-06-02","WestVlaanderen","Flanders","70-79","M",3
"2020-06-02","WestVlaanderen","Flanders","80-89","F",1
"2020-06-02","WestVlaanderen","Flanders","90+","F",1
"2020-06-02",NA,NA,"20-29","F",3
"2020-06-02",NA,NA,"20-29","M",1
"2020-06-02",NA,NA,"30-39","F",1
"2020-06-02",NA,NA,"40-49","F",1
"2020-06-02",NA,NA,"40-49","M",3
"2020-06-02",NA,NA,"50-59","F",3
"2020-06-02",NA,NA,"50-59","M",3
"2020-06-02",NA,NA,"60-69","F",1
"2020-06-02",NA,NA,"80-89","F",1
"2020-06-02",NA,NA,"80-89","M",1
"2020-06-02",NA,NA,"90+","F",1
"2020-06-03","Antwerpen","Flanders","0-9","F",3
"2020-06-03","Antwerpen","Flanders","10-19","F",1
"2020-06-03","Antwerpen","Flanders","10-19","M",1
"2020-06-03","Antwerpen","Flanders","20-29","F",3
"2020-06-03","Antwerpen","Flanders","20-29","M",4
"2020-06-03","Antwerpen","Flanders","30-39","F",4
"2020-06-03","Antwerpen","Flanders","30-39","M",4
"2020-06-03","Antwerpen","Flanders","40-49","F",1
"2020-06-03","Antwerpen","Flanders","40-49","M",1
"2020-06-03","Antwerpen","Flanders","50-59","F",2
"2020-06-03","Antwerpen","Flanders","60-69","F",2
"2020-06-03","Antwerpen","Flanders","70-79","F",2
"2020-06-03","Antwerpen","Flanders","80-89","F",1
"2020-06-03","Antwerpen","Flanders","80-89","M",1
"2020-06-03","BrabantWallon","Wallonia","10-19","M",1
"2020-06-03","BrabantWallon","Wallonia","10-19",NA,1
"2020-06-03","BrabantWallon","Wallonia","40-49","F",1
"2020-06-03","BrabantWallon","Wallonia","60-69","F",1
"2020-06-03","BrabantWallon","Wallonia","70-79","F",1
"2020-06-03","BrabantWallon","Wallonia","80-89","F",2
"2020-06-03","Brussels","Brussels","10-19","M",1
"2020-06-03","Brussels","Brussels","20-29","F",3
"2020-06-03","Brussels","Brussels","20-29","M",4
"2020-06-03","Brussels","Brussels","30-39","F",2
"2020-06-03","Brussels","Brussels","30-39","M",2
"2020-06-03","Brussels","Brussels","40-49","F",5
"2020-06-03","Brussels","Brussels","40-49","M",1
"2020-06-03","Brussels","Brussels","50-59","F",1
"2020-06-03","Brussels","Brussels","50-59","M",2
"2020-06-03","Brussels","Brussels","60-69","M",1
"2020-06-03","Brussels","Brussels","70-79","F",1
"2020-06-03","Hainaut","Wallonia","0-9","F",1
"2020-06-03","Hainaut","Wallonia","10-19","M",1
"2020-06-03","Hainaut","Wallonia","20-29","F",3
"2020-06-03","Hainaut","Wallonia","20-29","M",1
"2020-06-03","Hainaut","Wallonia","30-39","F",1
"2020-06-03","Hainaut","Wallonia","50-59","F",2
"2020-06-03","Hainaut","Wallonia","60-69","F",2
"2020-06-03","Hainaut","Wallonia","60-69","M",1
"2020-06-03","Hainaut","Wallonia","70-79","M",2
"2020-06-03","Hainaut","Wallonia","90+","F",1
"2020-06-03","Liège","Wallonia","0-9","F",1
"2020-06-03","Liège","Wallonia","10-19","F",1
"2020-06-03","Liège","Wallonia","20-29","M",1
"2020-06-03","Liège","Wallonia","50-59","M",1
"2020-06-03","Liège","Wallonia","60-69","F",1
"2020-06-03","Liège","Wallonia","70-79","F",1
"2020-06-03","Liège","Wallonia","80-89","M",1
"2020-06-03","Limburg","Flanders","20-29","F",3
"2020-06-03","Limburg","Flanders","20-29","M",1
"2020-06-03","Limburg","Flanders","30-39","F",2
"2020-06-03","Limburg","Flanders","30-39","M",2
"2020-06-03","Limburg","Flanders","40-49","M",3
"2020-06-03","Limburg","Flanders","50-59","F",3
"2020-06-03","Limburg","Flanders","50-59","M",1
"2020-06-03","Limburg","Flanders","60-69","M",1
"2020-06-03","Limburg","Flanders","70-79","F",1
"2020-06-03","Limburg","Flanders","70-79","M",1
"2020-06-03","Limburg","Flanders","80-89","F",2
"2020-06-03","Limburg","Flanders","90+","F",1
"2020-06-03","Luxembourg","Wallonia","20-29","F",1
"2020-06-03","Namur","Wallonia","20-29","M",2
"2020-06-03","OostVlaanderen","Flanders","0-9","M",1
"2020-06-03","OostVlaanderen","Flanders","10-19","M",1
"2020-06-03","OostVlaanderen","Flanders","30-39","F",1
"2020-06-03","OostVlaanderen","Flanders","30-39","M",2
"2020-06-03","OostVlaanderen","Flanders","40-49","F",1
"2020-06-03","OostVlaanderen","Flanders","50-59","F",1
"2020-06-03","OostVlaanderen","Flanders","50-59","M",1
"2020-06-03","OostVlaanderen","Flanders","60-69","F",1
"2020-06-03","OostVlaanderen","Flanders","70-79","F",1
"2020-06-03","OostVlaanderen","Flanders","70-79","M",1
"2020-06-03","OostVlaanderen","Flanders","80-89","M",1
"2020-06-03","OostVlaanderen","Flanders",NA,"M",1
"2020-06-03","VlaamsBrabant","Flanders","0-9","M",1
"2020-06-03","VlaamsBrabant","Flanders","10-19","F",1
"2020-06-03","VlaamsBrabant","Flanders","30-39","F",2
"2020-06-03","VlaamsBrabant","Flanders","30-39","M",1
"2020-06-03","VlaamsBrabant","Flanders","40-49","F",2
"2020-06-03","VlaamsBrabant","Flanders","40-49","M",1
"2020-06-03","VlaamsBrabant","Flanders","50-59","M",2
"2020-06-03","VlaamsBrabant","Flanders","60-69","M",1
"2020-06-03","VlaamsBrabant","Flanders","70-79","M",1
"2020-06-03","VlaamsBrabant","Flanders","80-89","F",1
"2020-06-03","VlaamsBrabant","Flanders",NA,"F",1
"2020-06-03","WestVlaanderen","Flanders","10-19","M",1
"2020-06-03","WestVlaanderen","Flanders","20-29","F",1
"2020-06-03","WestVlaanderen","Flanders","30-39","M",2
"2020-06-03","WestVlaanderen","Flanders","40-49","F",4
"2020-06-03","WestVlaanderen","Flanders","40-49","M",1
"2020-06-03","WestVlaanderen","Flanders","60-69","M",1
"2020-06-03","WestVlaanderen","Flanders","70-79","F",3
"2020-06-03","WestVlaanderen","Flanders","70-79","M",1
"2020-06-03","WestVlaanderen","Flanders","80-89","M",2
"2020-06-03",NA,NA,"20-29","F",3
"2020-06-03",NA,NA,"40-49","F",1
"2020-06-03",NA,NA,"40-49","M",1
"2020-06-03",NA,NA,"50-59","F",1
"2020-06-03",NA,NA,"50-59","M",1
"2020-06-03",NA,NA,"60-69","F",1
"2020-06-03",NA,NA,"60-69","M",1
"2020-06-03",NA,NA,"90+","F",1
"2020-06-04","Antwerpen","Flanders","10-19","M",2
"2020-06-04","Antwerpen","Flanders","20-29","F",2
"2020-06-04","Antwerpen","Flanders","20-29","M",2
"2020-06-04","Antwerpen","Flanders","30-39","F",2
"2020-06-04","Antwerpen","Flanders","30-39","M",1
"2020-06-04","Antwerpen","Flanders","40-49","F",3
"2020-06-04","Antwerpen","Flanders","50-59","F",2
"2020-06-04","Antwerpen","Flanders","50-59","M",2
"2020-06-04","Antwerpen","Flanders","60-69","F",2
"2020-06-04","Antwerpen","Flanders","60-69","M",2
"2020-06-04","Antwerpen","Flanders","70-79","F",1
"2020-06-04","Antwerpen","Flanders","70-79","M",2
"2020-06-04","Antwerpen","Flanders","80-89","F",3
"2020-06-04","Antwerpen","Flanders","80-89","M",2
"2020-06-04","Antwerpen","Flanders","90+","F",1
"2020-06-04","BrabantWallon","Wallonia","20-29","M",2
"2020-06-04","BrabantWallon","Wallonia","40-49","F",2
"2020-06-04","BrabantWallon","Wallonia","50-59","F",1
"2020-06-04","BrabantWallon","Wallonia","50-59","M",1
"2020-06-04","BrabantWallon","Wallonia","90+","F",1
"2020-06-04","Brussels","Brussels","0-9","F",2
"2020-06-04","Brussels","Brussels","10-19","F",1
"2020-06-04","Brussels","Brussels","10-19","M",1
"2020-06-04","Brussels","Brussels","20-29","F",2
"2020-06-04","Brussels","Brussels","20-29","M",2
"2020-06-04","Brussels","Brussels","30-39","F",1
"2020-06-04","Brussels","Brussels","30-39","M",1
"2020-06-04","Brussels","Brussels","40-49","F",3
"2020-06-04","Brussels","Brussels","40-49","M",2
"2020-06-04","Brussels","Brussels","60-69","F",1
"2020-06-04","Brussels","Brussels","60-69","M",3
"2020-06-04","Brussels","Brussels","70-79","F",1
"2020-06-04","Brussels","Brussels","80-89","F",1
"2020-06-04","Brussels","Brussels","80-89","M",1
"2020-06-04","Brussels","Brussels","90+","F",1
"2020-06-04","Hainaut","Wallonia","10-19","M",1
"2020-06-04","Hainaut","Wallonia","40-49","F",1
"2020-06-04","Hainaut","Wallonia","50-59","M",1
"2020-06-04","Hainaut","Wallonia","60-69","F",1
"2020-06-04","Hainaut","Wallonia","60-69","M",2
"2020-06-04","Hainaut","Wallonia","70-79","F",1
"2020-06-04","Hainaut","Wallonia","80-89","F",3
"2020-06-04","Hainaut","Wallonia","90+","F",1
"2020-06-04","Liège","Wallonia","20-29","M",2
"2020-06-04","Liège","Wallonia","30-39","F",2
"2020-06-04","Liège","Wallonia","30-39","M",1
"2020-06-04","Liège","Wallonia","50-59","F",1
"2020-06-04","Liège","Wallonia","80-89","F",1
"2020-06-04","Limburg","Flanders","10-19","M",1
"2020-06-04","Limburg","Flanders","20-29","F",1
"2020-06-04","Limburg","Flanders","30-39","F",5
"2020-06-04","Limburg","Flanders","30-39","M",1
"2020-06-04","Limburg","Flanders","40-49","M",3
"2020-06-04","Limburg","Flanders","50-59","F",2
"2020-06-04","Limburg","Flanders","60-69","F",3
"2020-06-04","Limburg","Flanders","60-69","M",1
"2020-06-04","Limburg","Flanders","70-79","F",1
"2020-06-04","Limburg","Flanders","70-79","M",1
"2020-06-04","Limburg","Flanders","80-89","M",2
"2020-06-04","Luxembourg","Wallonia","40-49","F",1
"2020-06-04","Namur","Wallonia","40-49","F",2
"2020-06-04","Namur","Wallonia","50-59","F",1
"2020-06-04","Namur","Wallonia","60-69","M",1
"2020-06-04","Namur","Wallonia","70-79","F",1
"2020-06-04","Namur","Wallonia","80-89","F",2
"2020-06-04","OostVlaanderen","Flanders","20-29","F",2
"2020-06-04","OostVlaanderen","Flanders","20-29","M",2
"2020-06-04","OostVlaanderen","Flanders","30-39","M",2
"2020-06-04","OostVlaanderen","Flanders","40-49","F",3
"2020-06-04","OostVlaanderen","Flanders","40-49","M",1
"2020-06-04","OostVlaanderen","Flanders","50-59","F",1
"2020-06-04","OostVlaanderen","Flanders","50-59","M",2
"2020-06-04","OostVlaanderen","Flanders","70-79","M",2
"2020-06-04","OostVlaanderen","Flanders","80-89","F",1
"2020-06-04","OostVlaanderen","Flanders","80-89","M",1
"2020-06-04","OostVlaanderen","Flanders","90+","F",1
"2020-06-04","VlaamsBrabant","Flanders","0-9","M",1
"2020-06-04","VlaamsBrabant","Flanders","10-19","F",1
"2020-06-04","VlaamsBrabant","Flanders","20-29","M",1
"2020-06-04","VlaamsBrabant","Flanders","30-39","F",2
"2020-06-04","VlaamsBrabant","Flanders","40-49","F",2
"2020-06-04","VlaamsBrabant","Flanders","40-49","M",1
"2020-06-04","VlaamsBrabant","Flanders","50-59","F",1
"2020-06-04","VlaamsBrabant","Flanders","70-79","F",3
"2020-06-04","VlaamsBrabant","Flanders","80-89","F",3
"2020-06-04","WestVlaanderen","Flanders","0-9","F",1
"2020-06-04","WestVlaanderen","Flanders","0-9","M",2
"2020-06-04","WestVlaanderen","Flanders","10-19","F",2
"2020-06-04","WestVlaanderen","Flanders","20-29","F",1
"2020-06-04","WestVlaanderen","Flanders","30-39","M",1
"2020-06-04","WestVlaanderen","Flanders","40-49","F",1
"2020-06-04","WestVlaanderen","Flanders","40-49","M",1
"2020-06-04","WestVlaanderen","Flanders","50-59","F",1
"2020-06-04","WestVlaanderen","Flanders","50-59","M",1
"2020-06-04","WestVlaanderen","Flanders","60-69","M",2
"2020-06-04","WestVlaanderen","Flanders","80-89","F",6
"2020-06-04","WestVlaanderen","Flanders","80-89","M",1
"2020-06-04","WestVlaanderen","Flanders","90+","F",3
"2020-06-04","WestVlaanderen","Flanders","90+","M",1
"2020-06-04",NA,NA,"30-39","F",1
"2020-06-04",NA,NA,"30-39","M",1
"2020-06-04",NA,NA,"40-49","M",2
"2020-06-04",NA,NA,"40-49",NA,1
"2020-06-04",NA,NA,"50-59","M",1
"2020-06-04",NA,NA,"80-89","F",1
"2020-06-04",NA,NA,"90+",NA,2
"2020-06-05","Antwerpen","Flanders","0-9","F",1
"2020-06-05","Antwerpen","Flanders","10-19","F",1
"2020-06-05","Antwerpen","Flanders","20-29","F",5
"2020-06-05","Antwerpen","Flanders","20-29","M",3
"2020-06-05","Antwerpen","Flanders","30-39","F",3
"2020-06-05","Antwerpen","Flanders","30-39","M",1
"2020-06-05","Antwerpen","Flanders","40-49","F",2
"2020-06-05","Antwerpen","Flanders","40-49","M",2
"2020-06-05","Antwerpen","Flanders","50-59","M",2
"2020-06-05","Antwerpen","Flanders","60-69","F",1
"2020-06-05","BrabantWallon","Wallonia","40-49","F",1
"2020-06-05","BrabantWallon","Wallonia","50-59","M",1
"2020-06-05","BrabantWallon","Wallonia","70-79","M",1
"2020-06-05","Brussels","Brussels","10-19","F",1
"2020-06-05","Brussels","Brussels","20-29","F",1
"2020-06-05","Brussels","Brussels","20-29","M",1
"2020-06-05","Brussels","Brussels","30-39","F",1
"2020-06-05","Brussels","Brussels","30-39","M",3
"2020-06-05","Brussels","Brussels","40-49","F",1
"2020-06-05","Brussels","Brussels","40-49","M",2
"2020-06-05","Brussels","Brussels","50-59","F",1
"2020-06-05","Brussels","Brussels","50-59","M",2
"2020-06-05","Brussels","Brussels","60-69","F",1
"2020-06-05","Brussels","Brussels","60-69","M",1
"2020-06-05","Brussels","Brussels","70-79","M",2
"2020-06-05","Brussels","Brussels","80-89","F",1
"2020-06-05","Brussels","Brussels","80-89","M",3
"2020-06-05","Brussels","Brussels","90+","F",3
"2020-06-05","Hainaut","Wallonia","0-9","M",1
"2020-06-05","Hainaut","Wallonia","20-29","F",1
"2020-06-05","Hainaut","Wallonia","20-29","M",1
"2020-06-05","Hainaut","Wallonia","30-39","F",1
"2020-06-05","Hainaut","Wallonia","30-39","M",1
"2020-06-05","Hainaut","Wallonia","40-49","F",4
"2020-06-05","Hainaut","Wallonia","40-49","M",2
"2020-06-05","Hainaut","Wallonia","50-59","M",2
"2020-06-05","Hainaut","Wallonia","60-69","F",2
"2020-06-05","Hainaut","Wallonia","60-69","M",1
"2020-06-05","Hainaut","Wallonia","70-79","F",1
"2020-06-05","Hainaut","Wallonia","80-89","M",1
"2020-06-05","Hainaut","Wallonia","90+","F",1
"2020-06-05","Liège","Wallonia","10-19","F",1
"2020-06-05","Liège","Wallonia","20-29","F",1
"2020-06-05","Liège","Wallonia","20-29","M",4
"2020-06-05","Liège","Wallonia","30-39","M",4
"2020-06-05","Liège","Wallonia","40-49","M",2
"2020-06-05","Liège","Wallonia","50-59","M",1
"2020-06-05","Liège","Wallonia","60-69","M",2
"2020-06-05","Liège","Wallonia","70-79","F",2
"2020-06-05","Liège","Wallonia","70-79","M",1
"2020-06-05","Limburg","Flanders","10-19","F",1
"2020-06-05","Limburg","Flanders","20-29","F",5
"2020-06-05","Limburg","Flanders","20-29","M",2
"2020-06-05","Limburg","Flanders","30-39","F",1
"2020-06-05","Limburg","Flanders","40-49","F",2
"2020-06-05","Limburg","Flanders","40-49","M",1
"2020-06-05","Limburg","Flanders","50-59","F",3
"2020-06-05","Limburg","Flanders","50-59","M",2
"2020-06-05","Limburg","Flanders","60-69","F",1
"2020-06-05","Limburg","Flanders","70-79","F",1
"2020-06-05","Limburg","Flanders","70-79","M",1
"2020-06-05","Limburg","Flanders","80-89","F",2
"2020-06-05","Limburg","Flanders","90+","F",1
"2020-06-05","Luxembourg","Wallonia","30-39","F",2
"2020-06-05","Namur","Wallonia","20-29","F",1
"2020-06-05","Namur","Wallonia","30-39","F",1
"2020-06-05","Namur","Wallonia","30-39","M",1
"2020-06-05","Namur","Wallonia","50-59","F",1
"2020-06-05","Namur","Wallonia","70-79","M",1
"2020-06-05","Namur","Wallonia","80-89","M",1
"2020-06-05","OostVlaanderen","Flanders","10-19","F",1
"2020-06-05","OostVlaanderen","Flanders","20-29","M",2
"2020-06-05","OostVlaanderen","Flanders","30-39","F",1
"2020-06-05","OostVlaanderen","Flanders","30-39","M",2
"2020-06-05","OostVlaanderen","Flanders","40-49","F",1
"2020-06-05","OostVlaanderen","Flanders","50-59","F",1
"2020-06-05","OostVlaanderen","Flanders","50-59","M",1
"2020-06-05","OostVlaanderen","Flanders","70-79","F",1
"2020-06-05","OostVlaanderen","Flanders","80-89","F",1
"2020-06-05","OostVlaanderen","Flanders","80-89","M",1
"2020-06-05","VlaamsBrabant","Flanders","10-19","F",2
"2020-06-05","VlaamsBrabant","Flanders","20-29","F",1
"2020-06-05","VlaamsBrabant","Flanders","30-39","F",1
"2020-06-05","VlaamsBrabant","Flanders","40-49","F",2
"2020-06-05","VlaamsBrabant","Flanders","40-49","M",1
"2020-06-05","VlaamsBrabant","Flanders","50-59","F",1
"2020-06-05","VlaamsBrabant","Flanders","60-69","F",2
"2020-06-05","VlaamsBrabant","Flanders","70-79","F",1
"2020-06-05","VlaamsBrabant","Flanders","70-79","M",1
"2020-06-05","VlaamsBrabant","Flanders","80-89","F",2
"2020-06-05","WestVlaanderen","Flanders","10-19","M",1
"2020-06-05","WestVlaanderen","Flanders","20-29","M",1
"2020-06-05","WestVlaanderen","Flanders","30-39","F",1
"2020-06-05","WestVlaanderen","Flanders","50-59","M",2
"2020-06-05","WestVlaanderen","Flanders","60-69","F",1
"2020-06-05","WestVlaanderen","Flanders","70-79","F",1
"2020-06-05","WestVlaanderen","Flanders","80-89","M",1
"2020-06-05",NA,NA,"10-19","M",1
"2020-06-05",NA,NA,"20-29","F",1
"2020-06-05",NA,NA,"30-39","M",1
"2020-06-05",NA,NA,"40-49","M",1
"2020-06-06","Antwerpen","Flanders","10-19","F",1
"2020-06-06","Antwerpen","Flanders","20-29","F",2
"2020-06-06","Antwerpen","Flanders","20-29","M",1
"2020-06-06","Antwerpen","Flanders","30-39","F",3
"2020-06-06","Antwerpen","Flanders","30-39","M",1
"2020-06-06","Antwerpen","Flanders","70-79","F",1
"2020-06-06","Antwerpen","Flanders","80-89","F",1
"2020-06-06","BrabantWallon","Wallonia","30-39","F",1
"2020-06-06","BrabantWallon","Wallonia","40-49","M",1
"2020-06-06","BrabantWallon","Wallonia","80-89","M",1
"2020-06-06","BrabantWallon","Wallonia","90+","F",1
"2020-06-06","Brussels","Brussels","20-29","F",1
"2020-06-06","Brussels","Brussels","40-49","M",1
"2020-06-06","Brussels","Brussels","60-69","F",1
"2020-06-06","Brussels","Brussels","70-79","F",1
"2020-06-06","Hainaut","Wallonia","20-29","F",1
"2020-06-06","Hainaut","Wallonia","50-59","F",1
"2020-06-06","Hainaut","Wallonia","50-59","M",1
"2020-06-06","Hainaut","Wallonia","60-69","F",1
"2020-06-06","Hainaut","Wallonia","90+","F",1
"2020-06-06","Liège","Wallonia","0-9","F",1
"2020-06-06","Liège","Wallonia","0-9","M",1
"2020-06-06","Liège","Wallonia","20-29","F",1
"2020-06-06","Liège","Wallonia","50-59","F",1
"2020-06-06","Liège","Wallonia","60-69","F",1
"2020-06-06","Liège","Wallonia","80-89","F",2
"2020-06-06","Liège","Wallonia","80-89","M",1
"2020-06-06","Limburg","Flanders","10-19","F",1
"2020-06-06","Limburg","Flanders","20-29","F",4
"2020-06-06","Limburg","Flanders","30-39","F",2
"2020-06-06","Limburg","Flanders","40-49","M",2
"2020-06-06","Limburg","Flanders","50-59","F",2
"2020-06-06","Limburg","Flanders","50-59","M",2
"2020-06-06","Limburg","Flanders","60-69","F",1
"2020-06-06","Limburg","Flanders","60-69","M",2
"2020-06-06","Limburg","Flanders","70-79","F",1
"2020-06-06","Limburg","Flanders",NA,"F",1
"2020-06-06","Luxembourg","Wallonia","70-79","F",1
"2020-06-06","OostVlaanderen","Flanders","30-39","F",1
"2020-06-06","OostVlaanderen","Flanders","30-39","M",1
"2020-06-06","OostVlaanderen","Flanders","40-49","F",1
"2020-06-06","OostVlaanderen","Flanders","40-49","M",1
"2020-06-06","OostVlaanderen","Flanders","50-59","F",1
"2020-06-06","OostVlaanderen","Flanders","80-89","M",2
"2020-06-06","VlaamsBrabant","Flanders","30-39","M",3
"2020-06-06","VlaamsBrabant","Flanders","40-49","M",1
"2020-06-06","VlaamsBrabant","Flanders","60-69","M",1
"2020-06-06","VlaamsBrabant","Flanders","80-89","M",1
"2020-06-06","WestVlaanderen","Flanders","0-9","F",1
"2020-06-06","WestVlaanderen","Flanders","10-19","F",1
"2020-06-06","WestVlaanderen","Flanders","10-19","M",1
"2020-06-06","WestVlaanderen","Flanders","30-39","F",1
"2020-06-06","WestVlaanderen","Flanders","40-49","F",1
"2020-06-06","WestVlaanderen","Flanders","90+","F",1
"2020-06-07","Antwerpen","Flanders","20-29","F",1
"2020-06-07","Antwerpen","Flanders","20-29","M",1
"2020-06-07","Antwerpen","Flanders","30-39","F",1
"2020-06-07","Antwerpen","Flanders","30-39","M",2
"2020-06-07","BrabantWallon","Wallonia","90+","F",1
"2020-06-07","Brussels","Brussels","10-19","M",1
"2020-06-07","Brussels","Brussels","20-29","F",1
"2020-06-07","Brussels","Brussels","50-59","M",1
"2020-06-07","Brussels","Brussels","60-69","F",1
"2020-06-07","Brussels","Brussels","70-79","M",1
"2020-06-07","Hainaut","Wallonia","0-9","M",1
"2020-06-07","Hainaut","Wallonia","10-19","F",2
"2020-06-07","Hainaut","Wallonia","50-59","F",1
"2020-06-07","Hainaut","Wallonia","80-89","F",1
"2020-06-07","Hainaut","Wallonia","80-89","M",1
"2020-06-07","Hainaut","Wallonia","90+","F",1
"2020-06-07","Liège","Wallonia","40-49","M",1
"2020-06-07","Liège","Wallonia","50-59","F",2
"2020-06-07","Liège","Wallonia","60-69","F",2
"2020-06-07","Liège","Wallonia","60-69","M",1
"2020-06-07","Liège","Wallonia","70-79","M",1
"2020-06-07","Liège","Wallonia","80-89","M",1
"2020-06-07","Limburg","Flanders","0-9","F",1
"2020-06-07","Limburg","Flanders","30-39","F",2
"2020-06-07","Limburg","Flanders","30-39","M",2
"2020-06-07","Limburg","Flanders","40-49","F",1
"2020-06-07","Limburg","Flanders","40-49","M",1
"2020-06-07","Limburg","Flanders","50-59","F",1
"2020-06-07","Limburg","Flanders","50-59","M",2
"2020-06-07","Limburg","Flanders","60-69","F",1
"2020-06-07","Limburg","Flanders","60-69","M",2
"2020-06-07","Limburg","Flanders","70-79","M",1
"2020-06-07","Limburg","Flanders","80-89","M",1
"2020-06-07","OostVlaanderen","Flanders","0-9","M",1
"2020-06-07","OostVlaanderen","Flanders","20-29","F",1
"2020-06-07","OostVlaanderen","Flanders","30-39","F",1
"2020-06-07","OostVlaanderen","Flanders","30-39","M",1
"2020-06-07","OostVlaanderen","Flanders","60-69","M",1
"2020-06-07","OostVlaanderen","Flanders",NA,"F",1
"2020-06-07","VlaamsBrabant","Flanders","20-29","M",1
"2020-06-07","VlaamsBrabant","Flanders","40-49","M",1
"2020-06-07","VlaamsBrabant","Flanders","60-69","F",1
"2020-06-07","VlaamsBrabant","Flanders","90+","F",1
"2020-06-07","WestVlaanderen","Flanders","30-39","F",1
"2020-06-07","WestVlaanderen","Flanders","40-49","F",1
"2020-06-08","Antwerpen","Flanders","10-19","F",1
"2020-06-08","Antwerpen","Flanders","10-19","M",1
"2020-06-08","Antwerpen","Flanders","20-29","F",2
"2020-06-08","Antwerpen","Flanders","20-29","M",3
"2020-06-08","Antwerpen","Flanders","30-39","F",1
"2020-06-08","Antwerpen","Flanders","40-49","F",2
"2020-06-08","Antwerpen","Flanders","40-49","M",2
"2020-06-08","Antwerpen","Flanders","50-59","F",2
"2020-06-08","Antwerpen","Flanders","50-59","M",1
"2020-06-08","Antwerpen","Flanders","60-69","M",3
"2020-06-08","Antwerpen","Flanders","70-79","F",1
"2020-06-08","Antwerpen","Flanders","70-79","M",3
"2020-06-08","Antwerpen","Flanders",NA,"M",1
"2020-06-08","BrabantWallon","Wallonia","30-39","F",1
"2020-06-08","Brussels","Brussels","0-9","F",1
"2020-06-08","Brussels","Brussels","10-19","F",1
"2020-06-08","Brussels","Brussels","20-29","F",2
"2020-06-08","Brussels","Brussels","20-29","M",1
"2020-06-08","Brussels","Brussels","20-29",NA,1
"2020-06-08","Brussels","Brussels","30-39","F",5
"2020-06-08","Brussels","Brussels","30-39","M",2
"2020-06-08","Brussels","Brussels","40-49","F",1
"2020-06-08","Brussels","Brussels","40-49","M",1
"2020-06-08","Brussels","Brussels","50-59","F",1
"2020-06-08","Brussels","Brussels","50-59","M",1
"2020-06-08","Brussels","Brussels","60-69","M",1
"2020-06-08","Brussels","Brussels","70-79","F",1
"2020-06-08","Brussels","Brussels","80-89",NA,1
"2020-06-08","Brussels","Brussels","90+","F",2
"2020-06-08","Hainaut","Wallonia","0-9","F",1
"2020-06-08","Hainaut","Wallonia","10-19","F",1
"2020-06-08","Hainaut","Wallonia","10-19","M",1
