"YEAR_WEEK","NIS5","AGEGROUP","DOSE","CUMUL"
"21W08",57018,"55-64","B","38"
"21W08",57018,"65-74","A","22"
"21W08",57018,"65-74","B","15"
"21W08",57018,"75-84","A","33"
"21W08",57018,"75-84","B","31"
"21W08",57018,"85+","A","46"
"21W08",57018,"85+","B","40"
"21W08",57027,"0-17","A","<10"
"21W08",57027,"0-17","B","<10"
"21W08",57027,"18-34","A","76"
"21W08",57027,"18-34","B","49"
"21W08",57027,"35-44","A","50"
"21W08",57027,"35-44","B","34"
"21W08",57027,"45-54","A","79"
"21W08",57027,"45-54","B","42"
"21W08",57027,"55-64","A","81"
"21W08",57027,"55-64","B","51"
"21W08",57027,"65-74","A","38"
"21W08",57027,"65-74","B","31"
"21W08",57027,"75-84","A","48"
"21W08",57027,"75-84","B","33"
"21W08",57027,"85+","A","122"
"21W08",57027,"85+","B","97"
"21W08",57062,"18-34","A","61"
"21W08",57062,"18-34","B","38"
"21W08",57062,"35-44","A","53"
"21W08",57062,"35-44","B","35"
"21W08",57062,"45-54","A","64"
"21W08",57062,"45-54","B","39"
"21W08",57062,"55-64","A","50"
"21W08",57062,"55-64","B","36"
"21W08",57062,"65-74","A","14"
"21W08",57062,"65-74","B","<10"
"21W08",57062,"75-84","A","26"
"21W08",57062,"75-84","B","23"
"21W08",57062,"85+","A","42"
"21W08",57062,"85+","B","40"
"21W08",57064,"18-34","A","148"
"21W08",57064,"18-34","B","86"
"21W08",57064,"35-44","A","114"
"21W08",57064,"35-44","B","63"
"21W08",57064,"45-54","A","159"
"21W08",57064,"45-54","B","83"
"21W08",57064,"55-64","A","104"
"21W08",57064,"55-64","B","57"
"21W08",57064,"65-74","A","61"
"21W08",57064,"65-74","B","52"
"21W08",57064,"75-84","A","73"
"21W08",57064,"75-84","B","68"
"21W08",57064,"85+","A","155"
"21W08",57064,"85+","B","138"
"21W08",57072,"18-34","A","41"
"21W08",57072,"18-34","B","21"
"21W08",57072,"35-44","A","52"
"21W08",57072,"35-44","B","30"
"21W08",57072,"45-54","A","53"
"21W08",57072,"45-54","B","33"
"21W08",57072,"55-64","A","47"
"21W08",57072,"55-64","B","27"
"21W08",57072,"65-74","A","10"
"21W08",57072,"65-74","B","<10"
"21W08",57072,"75-84","A","<10"
"21W08",57072,"75-84","B","<10"
"21W08",57072,"85+","A","16"
"21W08",57072,"85+","B","15"
"21W08",57081,"0-17","A","<10"
"21W08",57081,"0-17","B","<10"
"21W08",57081,"18-34","A","563"
"21W08",57081,"18-34","B","315"
"21W08",57081,"35-44","A","567"
"21W08",57081,"35-44","B","286"
"21W08",57081,"45-54","A","753"
"21W08",57081,"45-54","B","376"
"21W08",57081,"55-64","A","621"
"21W08",57081,"55-64","B","320"
"21W08",57081,"65-74","A","345"
"21W08",57081,"65-74","B","234"
"21W08",57081,"75-84","A","398"
"21W08",57081,"75-84","B","343"
"21W08",57081,"85+","A","723"
"21W08",57081,"85+","B","641"
"21W08",57093,"18-34","A","74"
"21W08",57093,"18-34","B","48"
"21W08",57093,"35-44","A","99"
"21W08",57093,"35-44","B","53"
"21W08",57093,"45-54","A","102"
"21W08",57093,"45-54","B","50"
"21W08",57093,"55-64","A","79"
"21W08",57093,"55-64","B","39"
"21W08",57093,"65-74","A","49"
"21W08",57093,"65-74","B","38"
"21W08",57093,"75-84","A","40"
"21W08",57093,"75-84","B","34"
"21W08",57093,"85+","A","67"
"21W08",57093,"85+","B","63"
"21W08",57094,"0-17","A","<10"
"21W08",57094,"0-17","B","<10"
"21W08",57094,"18-34","A","103"
"21W08",57094,"18-34","B","62"
"21W08",57094,"35-44","A","125"
"21W08",57094,"35-44","B","57"
"21W08",57094,"45-54","A","144"
"21W08",57094,"45-54","B","66"
"21W08",57094,"55-64","A","125"
"21W08",57094,"55-64","B","71"
"21W08",57094,"65-74","A","55"
"21W08",57094,"65-74","B","27"
"21W08",57094,"75-84","A","62"
"21W08",57094,"75-84","B","35"
"21W08",57094,"85+","A","128"
"21W08",57094,"85+","B","82"
"21W08",57095,"18-34","A","33"
"21W08",57095,"18-34","B","17"
"21W08",57095,"35-44","A","46"
"21W08",57095,"35-44","B","29"
"21W08",57095,"45-54","A","46"
"21W08",57095,"45-54","B","25"
"21W08",57095,"55-64","A","23"
"21W08",57095,"55-64","B","17"
"21W08",57095,"65-74","A","14"
"21W08",57095,"65-74","B","11"
"21W08",57095,"75-84","A","14"
"21W08",57095,"75-84","B","14"
"21W08",57095,"85+","A","37"
"21W08",57095,"85+","B","37"
"21W08",57096,"0-17","A","<10"
"21W08",57096,"0-17","B","<10"
"21W08",57096,"18-34","A","467"
"21W08",57096,"18-34","B","339"
"21W08",57096,"35-44","A","402"
"21W08",57096,"35-44","B","302"
"21W08",57096,"45-54","A","584"
"21W08",57096,"45-54","B","354"
"21W08",57096,"55-64","A","417"
"21W08",57096,"55-64","B","278"
"21W08",57096,"65-74","A","241"
"21W08",57096,"65-74","B","169"
"21W08",57096,"75-84","A","316"
"21W08",57096,"75-84","B","253"
"21W08",57096,"85+","A","624"
"21W08",57096,"85+","B","548"
"21W08",57097,"0-17","A","<10"
"21W08",57097,"0-17","B","<10"
"21W08",57097,"18-34","A","134"
"21W08",57097,"18-34","B","106"
"21W08",57097,"35-44","A","109"
"21W08",57097,"35-44","B","89"
"21W08",57097,"45-54","A","160"
"21W08",57097,"45-54","B","118"
"21W08",57097,"55-64","A","114"
"21W08",57097,"55-64","B","90"
"21W08",57097,"65-74","A","88"
"21W08",57097,"65-74","B","78"
"21W08",57097,"75-84","A","161"
"21W08",57097,"75-84","B","140"
"21W08",57097,"85+","A","320"
"21W08",57097,"85+","B","292"
"21W08",58001,"0-17","A","<10"
"21W08",58001,"18-34","A","571"
"21W08",58001,"18-34","B","320"
"21W08",58001,"35-44","A","521"
"21W08",58001,"35-44","B","306"
"21W08",58001,"45-54","A","602"
"21W08",58001,"45-54","B","351"
"21W08",58001,"55-64","A","468"
"21W08",58001,"55-64","B","318"
"21W08",58001,"65-74","A","191"
"21W08",58001,"65-74","B","154"
"21W08",58001,"75-84","A","240"
"21W08",58001,"75-84","B","212"
"21W08",58001,"85+","A","458"
"21W08",58001,"85+","B","415"
"21W08",58002,"0-17","A","<10"
"21W08",58002,"0-17","B","<10"
"21W08",58002,"18-34","A","324"
"21W08",58002,"18-34","B","192"
"21W08",58002,"35-44","A","275"
"21W08",58002,"35-44","B","180"
"21W08",58002,"45-54","A","289"
"21W08",58002,"45-54","B","176"
"21W08",58002,"55-64","A","209"
"21W08",58002,"55-64","B","144"
"21W08",58002,"65-74","A","101"
"21W08",58002,"65-74","B","91"
"21W08",58002,"75-84","A","145"
"21W08",58002,"75-84","B","135"
"21W08",58002,"85+","A","209"
"21W08",58002,"85+","B","196"
"21W08",58003,"18-34","A","59"
"21W08",58003,"18-34","B","32"
"21W08",58003,"35-44","A","70"
"21W08",58003,"35-44","B","36"
"21W08",58003,"45-54","A","80"
"21W08",58003,"45-54","B","46"
"21W08",58003,"55-64","A","51"
"21W08",58003,"55-64","B","33"
"21W08",58003,"65-74","A","34"
"21W08",58003,"65-74","B","29"
"21W08",58003,"75-84","A","29"
"21W08",58003,"75-84","B","28"
"21W08",58003,"85+","A","30"
"21W08",58003,"85+","B","28"
"21W08",58004,"18-34","A","128"
"21W08",58004,"18-34","B","71"
"21W08",58004,"35-44","A","120"
"21W08",58004,"35-44","B","72"
"21W08",58004,"45-54","A","141"
"21W08",58004,"45-54","B","91"
"21W08",58004,"55-64","A","136"
"21W08",58004,"55-64","B","88"
"21W08",58004,"65-74","A","75"
"21W08",58004,"65-74","B","69"
"21W08",58004,"75-84","A","121"
"21W08",58004,"75-84","B","116"
"21W08",58004,"85+","A","234"
"21W08",58004,"85+","B","230"
"21W08",61003,"0-17","A","<10"
"21W08",61003,"0-17","B","<10"
"21W08",61003,"18-34","A","132"
"21W08",61003,"18-34","B","81"
"21W08",61003,"35-44","A","125"
"21W08",61003,"35-44","B","80"
"21W08",61003,"45-54","A","125"
"21W08",61003,"45-54","B","86"
"21W08",61003,"55-64","A","89"
"21W08",61003,"55-64","B","65"
"21W08",61003,"65-74","A","35"
"21W08",61003,"65-74","B","31"
"21W08",61003,"75-84","A","67"
"21W08",61003,"75-84","B","61"
"21W08",61003,"85+","A","83"
"21W08",61003,"85+","B","82"
"21W08",61010,"18-34","A","23"
"21W08",61010,"18-34","B","13"
"21W08",61010,"35-44","A","18"
"21W08",61010,"35-44","B","10"
"21W08",61010,"45-54","A","28"
"21W08",61010,"45-54","B","17"
"21W08",61010,"55-64","A","26"
"21W08",61010,"55-64","B","18"
"21W08",61010,"65-74","A","<10"
"21W08",61010,"65-74","B","<10"
"21W08",61010,"75-84","A","<10"
"21W08",61010,"75-84","B","<10"
"21W08",61010,"85+","A","<10"
"21W08",61010,"85+","B","<10"
"21W08",61012,"18-34","A","54"
"21W08",61012,"18-34","B","30"
"21W08",61012,"35-44","A","55"
"21W08",61012,"35-44","B","37"
"21W08",61012,"45-54","A","33"
"21W08",61012,"45-54","B","19"
"21W08",61012,"55-64","A","34"
"21W08",61012,"55-64","B","16"
"21W08",61012,"65-74","A","18"
"21W08",61012,"65-74","B","15"
"21W08",61012,"75-84","A","30"
"21W08",61012,"75-84","B","27"
"21W08",61012,"85+","A","31"
"21W08",61012,"85+","B","31"
"21W08",61019,"18-34","A","35"
"21W08",61019,"18-34","B","22"
"21W08",61019,"35-44","A","38"
"21W08",61019,"35-44","B","24"
"21W08",61019,"45-54","A","36"
"21W08",61019,"45-54","B","19"
"21W08",61019,"55-64","A","31"
"21W08",61019,"55-64","B","16"
"21W08",61019,"65-74","A","11"
"21W08",61019,"65-74","B","11"
"21W08",61019,"75-84","A","14"
"21W08",61019,"75-84","B","14"
"21W08",61019,"85+","A","21"
"21W08",61019,"85+","B","18"
"21W08",61024,"0-17","A","<10"
"21W08",61024,"0-17","B","<10"
"21W08",61024,"18-34","A","22"
"21W08",61024,"18-34","B","10"
"21W08",61024,"35-44","A","26"
"21W08",61024,"35-44","B","<10"
"21W08",61024,"45-54","A","30"
"21W08",61024,"45-54","B","22"
"21W08",61024,"55-64","A","20"
"21W08",61024,"55-64","B","11"
"21W08",61024,"65-74","A","11"
"21W08",61024,"65-74","B","<10"
"21W08",61024,"75-84","A","<10"
"21W08",61024,"75-84","B","<10"
"21W08",61024,"85+","A","11"
"21W08",61024,"85+","B","<10"
"21W08",61028,"0-17","A","<10"
"21W08",61028,"0-17","B","<10"
"21W08",61028,"18-34","A","56"
"21W08",61028,"18-34","B","36"
"21W08",61028,"35-44","A","56"
"21W08",61028,"35-44","B","35"
"21W08",61028,"45-54","A","52"
"21W08",61028,"45-54","B","28"
"21W08",61028,"55-64","A","25"
"21W08",61028,"55-64","B","13"
"21W08",61028,"65-74","A","<10"
"21W08",61028,"65-74","B","<10"
"21W08",61028,"75-84","A","<10"
"21W08",61028,"75-84","B","<10"
"21W08",61028,"85+","A","12"
"21W08",61028,"85+","B","12"
"21W08",61031,"0-17","A","<10"
"21W08",61031,"0-17","B","<10"
"21W08",61031,"18-34","A","149"
"21W08",61031,"18-34","B","81"
"21W08",61031,"35-44","A","135"
"21W08",61031,"35-44","B","80"
"21W08",61031,"45-54","A","199"
"21W08",61031,"45-54","B","130"
"21W08",61031,"55-64","A","198"
"21W08",61031,"55-64","B","135"
"21W08",61031,"65-74","A","139"
"21W08",61031,"65-74","B","115"
"21W08",61031,"75-84","A","180"
"21W08",61031,"75-84","B","173"
"21W08",61031,"85+","A","291"
"21W08",61031,"85+","B","286"
"21W08",61039,"18-34","A","51"
"21W08",61039,"18-34","B","31"
"21W08",61039,"35-44","A","60"
"21W08",61039,"35-44","B","33"
"21W08",61039,"45-54","A","43"
"21W08",61039,"45-54","B","33"
"21W08",61039,"55-64","A","36"
"21W08",61039,"55-64","B","22"
"21W08",61039,"65-74","A","10"
"21W08",61039,"65-74","B","<10"
"21W08",61039,"75-84","A","<10"
"21W08",61039,"75-84","B","<10"
"21W08",61039,"85+","A","10"
"21W08",61039,"85+","B","10"
"21W08",61041,"0-17","A","<10"
"21W08",61041,"0-17","B","<10"
"21W08",61041,"18-34","A","36"
"21W08",61041,"18-34","B","22"
"21W08",61041,"35-44","A","40"
"21W08",61041,"35-44","B","18"
"21W08",61041,"45-54","A","38"
"21W08",61041,"45-54","B","22"
"21W08",61041,"55-64","A","43"
"21W08",61041,"55-64","B","23"
"21W08",61041,"65-74","A","<10"
"21W08",61041,"65-74","B","<10"
"21W08",61041,"75-84","A","<10"
"21W08",61041,"75-84","B","<10"
"21W08",61041,"85+","A","<10"
"21W08",61041,"85+","B","<10"
"21W08",61043,"0-17","A","<10"
"21W08",61043,"0-17","B","<10"
"21W08",61043,"18-34","A","66"
"21W08",61043,"18-34","B","30"
"21W08",61043,"35-44","A","60"
"21W08",61043,"35-44","B","30"
"21W08",61043,"45-54","A","96"
"21W08",61043,"45-54","B","50"
"21W08",61043,"55-64","A","66"
"21W08",61043,"55-64","B","39"
"21W08",61043,"65-74","A","31"
"21W08",61043,"65-74","B","26"
"21W08",61043,"75-84","A","33"
"21W08",61043,"75-84","B","29"
"21W08",61043,"85+","A","64"
"21W08",61043,"85+","B","63"
"21W08",61048,"18-34","A","21"
"21W08",61048,"18-34","B","15"
"21W08",61048,"35-44","A","26"
"21W08",61048,"35-44","B","15"
"21W08",61048,"45-54","A","18"
"21W08",61048,"45-54","B","10"
"21W08",61048,"55-64","A","34"
"21W08",61048,"55-64","B","21"
"21W08",61048,"65-74","A","<10"
"21W08",61048,"65-74","B","<10"
"21W08",61048,"75-84","A","<10"
"21W08",61048,"75-84","B","<10"
"21W08",61048,"85+","A","<10"
"21W08",61048,"85+","B","<10"
"21W08",61063,"18-34","A","45"
"21W08",61063,"18-34","B","25"
"21W08",61063,"35-44","A","44"
"21W08",61063,"35-44","B","28"
"21W08",61063,"45-54","A","49"
"21W08",61063,"45-54","B","22"
"21W08",61063,"55-64","A","35"
"21W08",61063,"55-64","B","16"
"21W08",61063,"65-74","A","10"
"21W08",61063,"65-74","B","<10"
"21W08",61063,"75-84","A","<10"
"21W08",61063,"75-84","B","<10"
"21W08",61063,"85+","A","11"
"21W08",61063,"85+","B","<10"
"21W08",61068,"0-17","A","<10"
"21W08",61068,"0-17","B","<10"
"21W08",61068,"18-34","A","60"
"21W08",61068,"18-34","B","28"
"21W08",61068,"35-44","A","55"
"21W08",61068,"35-44","B","36"
"21W08",61068,"45-54","A","67"
"21W08",61068,"45-54","B","36"
"21W08",61068,"55-64","A","54"
"21W08",61068,"55-64","B","38"
"21W08",61068,"65-74","A","15"
"21W08",61068,"65-74","B","12"
"21W08",61068,"75-84","A","27"
"21W08",61068,"75-84","B","25"
"21W08",61068,"85+","A","41"
"21W08",61068,"85+","B","44"
"21W08",61072,"0-17","A","<10"
"21W08",61072,"0-17","B","<10"
"21W08",61072,"18-34","A","102"
"21W08",61072,"18-34","B","59"
"21W08",61072,"35-44","A","97"
"21W08",61072,"35-44","B","56"
"21W08",61072,"45-54","A","130"
"21W08",61072,"45-54","B","85"
"21W08",61072,"55-64","A","117"
"21W08",61072,"55-64","B","70"
"21W08",61072,"65-74","A","51"
"21W08",61072,"65-74","B","38"
"21W08",61072,"75-84","A","78"
"21W08",61072,"75-84","B","73"
"21W08",61072,"85+","A","117"
"21W08",61072,"85+","B","115"
"21W08",61079,"18-34","A","37"
"21W08",61079,"18-34","B","18"
"21W08",61079,"35-44","A","46"
"21W08",61079,"35-44","B","24"
"21W08",61079,"45-54","A","50"
"21W08",61079,"45-54","B","24"
"21W08",61079,"55-64","A","38"
"21W08",61079,"55-64","B","15"
"21W08",61079,"65-74","A","<10"
"21W08",61079,"65-74","B","<10"
"21W08",61079,"75-84","A","<10"
"21W08",61079,"75-84","B","<10"
"21W08",61079,"85+","A","11"
"21W08",61079,"85+","B","12"
"21W08",61080,"18-34","A","61"
"21W08",61080,"18-34","B","33"
"21W08",61080,"35-44","A","57"
"21W08",61080,"35-44","B","33"
"21W08",61080,"45-54","A","46"
"21W08",61080,"45-54","B","31"
"21W08",61080,"55-64","A","28"
"21W08",61080,"55-64","B","17"
"21W08",61080,"65-74","A","<10"
"21W08",61080,"65-74","B","<10"
"21W08",61080,"75-84","A","<10"
"21W08",61080,"75-84","B","<10"
"21W08",61080,"85+","A","12"
"21W08",61080,"85+","B","12"
"21W08",61081,"18-34","A","43"
"21W08",61081,"18-34","B","20"
"21W08",61081,"35-44","A","22"
"21W08",61081,"35-44","B","10"
"21W08",61081,"45-54","A","31"
"21W08",61081,"45-54","B","15"
"21W08",61081,"55-64","A","36"
"21W08",61081,"55-64","B","21"
"21W08",61081,"65-74","A","15"
"21W08",61081,"65-74","B","12"
"21W08",61081,"75-84","A","19"
"21W08",61081,"75-84","B","16"
"21W08",61081,"85+","A","45"
"21W08",61081,"85+","B","46"
"21W08",62003,"18-34","A","193"
"21W08",62003,"18-34","B","108"
"21W08",62003,"35-44","A","175"
"21W08",62003,"35-44","B","94"
"21W08",62003,"45-54","A","203"
"21W08",62003,"45-54","B","107"
"21W08",62003,"55-64","A","165"
"21W08",62003,"55-64","B","107"
"21W08",62003,"65-74","A","67"
"21W08",62003,"65-74","B","48"
"21W08",62003,"75-84","A","75"
"21W08",62003,"75-84","B","68"
"21W08",62003,"85+","A","158"
"21W08",62003,"85+","B","148"
"21W08",62006,"0-17","A","<10"
"21W08",62006,"0-17","B","<10"
"21W08",62006,"18-34","A","74"
"21W08",62006,"18-34","B","42"
"21W08",62006,"35-44","A","66"
"21W08",62006,"35-44","B","36"
"21W08",62006,"45-54","A","81"
"21W08",62006,"45-54","B","41"
"21W08",62006,"55-64","A","73"
"21W08",62006,"55-64","B","48"
"21W08",62006,"65-74","A","42"
"21W08",62006,"65-74","B","27"
"21W08",62006,"75-84","A","76"
"21W08",62006,"75-84","B","62"
"21W08",62006,"85+","A","128"
"21W08",62006,"85+","B","110"
"21W08",62009,"0-17","A","<10"
"21W08",62009,"0-17","B","<10"
"21W08",62009,"18-34","A","120"
"21W08",62009,"18-34","B","78"
"21W08",62009,"35-44","A","104"
"21W08",62009,"35-44","B","64"
"21W08",62009,"45-54","A","92"
"21W08",62009,"45-54","B","57"
"21W08",62009,"55-64","A","68"
"21W08",62009,"55-64","B","40"
"21W08",62009,"65-74","A","29"
"21W08",62009,"65-74","B","19"
"21W08",62009,"75-84","A","33"
"21W08",62009,"75-84","B","29"
"21W08",62009,"85+","A","78"
"21W08",62009,"85+","B","71"
"21W08",62011,"18-34","A","79"
"21W08",62011,"18-34","B","46"
"21W08",62011,"35-44","A","98"
"21W08",62011,"35-44","B","53"
"21W08",62011,"45-54","A","90"
"21W08",62011,"45-54","B","48"
"21W08",62011,"55-64","A","62"
"21W08",62011,"55-64","B","36"
"21W08",62011,"65-74","A","31"
"21W08",62011,"65-74","B","22"
"21W08",62011,"75-84","A","30"
"21W08",62011,"75-84","B","22"
"21W08",62011,"85+","A","51"
"21W08",62011,"85+","B","43"
"21W08",62015,"18-34","A","83"
"21W08",62015,"18-34","B","50"
"21W08",62015,"35-44","A","92"
"21W08",62015,"35-44","B","53"
"21W08",62015,"45-54","A","106"
"21W08",62015,"45-54","B","70"
"21W08",62015,"55-64","A","96"
"21W08",62015,"55-64","B","56"
"21W08",62015,"65-74","A","32"
"21W08",62015,"65-74","B","24"
"21W08",62015,"75-84","A","32"
"21W08",62015,"75-84","B","29"
"21W08",62015,"85+","A","30"
"21W08",62015,"85+","B","26"
"21W08",62022,"0-17","A","<10"
"21W08",62022,"0-17","B","<10"
"21W08",62022,"18-34","A","229"
"21W08",62022,"18-34","B","129"
"21W08",62022,"35-44","A","192"
"21W08",62022,"35-44","B","117"
"21W08",62022,"45-54","A","235"
"21W08",62022,"45-54","B","145"
"21W08",62022,"55-64","A","225"
"21W08",62022,"55-64","B","148"
"21W08",62022,"65-74","A","124"
"21W08",62022,"65-74","B","88"
"21W08",62022,"75-84","A","182"
"21W08",62022,"75-84","B","180"
"21W08",62022,"85+","A","327"
"21W08",62022,"85+","B","371"
"21W08",62026,"18-34","A","49"
"21W08",62026,"18-34","B","25"
"21W08",62026,"35-44","A","34"
"21W08",62026,"35-44","B","17"
"21W08",62026,"45-54","A","44"
"21W08",62026,"45-54","B","23"
"21W08",62026,"55-64","A","31"
"21W08",62026,"55-64","B","17"
"21W08",62026,"65-74","A","17"
"21W08",62026,"65-74","B","12"
"21W08",62026,"75-84","A","28"
"21W08",62026,"75-84","B","28"
"21W08",62026,"85+","A","40"
"21W08",62026,"85+","B","35"
"21W08",62027,"18-34","A","69"
"21W08",62027,"18-34","B","43"
"21W08",62027,"35-44","A","67"
"21W08",62027,"35-44","B","44"
"21W08",62027,"45-54","A","59"
"21W08",62027,"45-54","B","36"
"21W08",62027,"55-64","A","47"
"21W08",62027,"55-64","B","37"
"21W08",62027,"65-74","A","15"
"21W08",62027,"65-74","B","10"
"21W08",62027,"75-84","A","<10"
"21W08",62027,"75-84","B","<10"
"21W08",62027,"85+","A","14"
"21W08",62027,"85+","B","11"
"21W08",62032,"18-34","A","149"
"21W08",62032,"18-34","B","83"
"21W08",62032,"35-44","A","114"
"21W08",62032,"35-44","B","66"
"21W08",62032,"45-54","A","123"
"21W08",62032,"45-54","B","67"
"21W08",62032,"55-64","A","138"
"21W08",62032,"55-64","B","79"
"21W08",62032,"65-74","A","63"
"21W08",62032,"65-74","B","48"
"21W08",62032,"75-84","A","36"
"21W08",62032,"75-84","B","29"
"21W08",62032,"85+","A","80"
"21W08",62032,"85+","B","77"
"21W08",62038,"18-34","A","101"
"21W08",62038,"18-34","B","58"
"21W08",62038,"35-44","A","111"
"21W08",62038,"35-44","B","66"
"21W08",62038,"45-54","A","125"
"21W08",62038,"45-54","B","72"
"21W08",62038,"55-64","A","95"
"21W08",62038,"55-64","B","60"
"21W08",62038,"65-74","A","53"
"21W08",62038,"65-74","B","33"
"21W08",62038,"75-84","A","64"
"21W08",62038,"75-84","B","51"
"21W08",62038,"85+","A","110"
"21W08",62038,"85+","B","101"
"21W08",62051,"0-17","A","<10"
"21W08",62051,"0-17","B","<10"
"21W08",62051,"18-34","A","260"
"21W08",62051,"18-34","B","146"
"21W08",62051,"35-44","A","258"
"21W08",62051,"35-44","B","171"
"21W08",62051,"45-54","A","273"
"21W08",62051,"45-54","B","195"
"21W08",62051,"55-64","A","265"
"21W08",62051,"55-64","B","167"
"21W08",62051,"65-74","A","134"
"21W08",62051,"65-74","B","109"
"21W08",62051,"75-84","A","177"
"21W08",62051,"75-84","B","161"
"21W08",62051,"85+","A","383"
"21W08",62051,"85+","B","370"
"21W08",62060,"18-34","A","69"
"21W08",62060,"18-34","B","42"
"21W08",62060,"35-44","A","97"
"21W08",62060,"35-44","B","49"
"21W08",62060,"45-54","A","107"
"21W08",62060,"45-54","B","54"
"21W08",62060,"55-64","A","73"
"21W08",62060,"55-64","B","42"
"21W08",62060,"65-74","A","31"
"21W08",62060,"65-74","B","19"
"21W08",62060,"75-84","A","31"
"21W08",62060,"75-84","B","23"
"21W08",62060,"85+","A","44"
"21W08",62060,"85+","B","36"
"21W08",62063,"0-17","A","<10"
"21W08",62063,"0-17","B","<10"
"21W08",62063,"18-34","A","1686"
"21W08",62063,"18-34","B","890"
"21W08",62063,"35-44","A","1190"
"21W08",62063,"35-44","B","641"
"21W08",62063,"45-54","A","1165"
"21W08",62063,"45-54","B","598"
"21W08",62063,"55-64","A","1170"
"21W08",62063,"55-64","B","682"
"21W08",62063,"65-74","A","667"
"21W08",62063,"65-74","B","553"
"21W08",62063,"75-84","A","746"
"21W08",62063,"75-84","B","687"
"21W08",62063,"85+","A","1168"
"21W08",62063,"85+","B","1105"
"21W08",62079,"0-17","A","<10"
"21W08",62079,"18-34","A","166"
"21W08",62079,"18-34","B","101"
"21W08",62079,"35-44","A","205"
"21W08",62079,"35-44","B","122"
"21W08",62079,"45-54","A","212"
"21W08",62079,"45-54","B","104"
"21W08",62079,"55-64","A","167"
"21W08",62079,"55-64","B","113"
"21W08",62079,"65-74","A","66"
"21W08",62079,"65-74","B","46"
"21W08",62079,"75-84","A","109"
"21W08",62079,"75-84","B","83"
"21W08",62079,"85+","A","174"
"21W08",62079,"85+","B","166"
"21W08",62093,"18-34","A","156"
"21W08",62093,"18-34","B","72"
"21W08",62093,"35-44","A","172"
"21W08",62093,"35-44","B","89"
"21W08",62093,"45-54","A","138"
"21W08",62093,"45-54","B","72"
"21W08",62093,"55-64","A","122"
"21W08",62093,"55-64","B","68"
"21W08",62093,"65-74","A","43"
"21W08",62093,"65-74","B","33"
"21W08",62093,"75-84","A","70"
"21W08",62093,"75-84","B","61"
"21W08",62093,"85+","A","111"
"21W08",62093,"85+","B","100"
"21W08",62096,"0-17","A","<10"
"21W08",62096,"18-34","A","383"
"21W08",62096,"18-34","B","189"
"21W08",62096,"35-44","A","351"
"21W08",62096,"35-44","B","190"
"21W08",62096,"45-54","A","404"
"21W08",62096,"45-54","B","203"
"21W08",62096,"55-64","A","326"
"21W08",62096,"55-64","B","187"
"21W08",62096,"65-74","A","138"
"21W08",62096,"65-74","B","112"
"21W08",62096,"75-84","A","170"
"21W08",62096,"75-84","B","153"
"21W08",62096,"85+","A","288"
"21W08",62096,"85+","B","275"
"21W08",62099,"0-17","A","<10"
"21W08",62099,"0-17","B","<10"
"21W08",62099,"18-34","A","147"
"21W08",62099,"18-34","B","94"
"21W08",62099,"35-44","A","134"
"21W08",62099,"35-44","B","89"
"21W08",62099,"45-54","A","157"
"21W08",62099,"45-54","B","93"
"21W08",62099,"55-64","A","111"
"21W08",62099,"55-64","B","71"
"21W08",62099,"65-74","A","62"
"21W08",62099,"65-74","B","42"
"21W08",62099,"75-84","A","61"
"21W08",62099,"75-84","B","54"
"21W08",62099,"85+","A","103"
"21W08",62099,"85+","B","103"
"21W08",62100,"0-17","A","<10"
"21W08",62100,"0-17","B","<10"
"21W08",62100,"18-34","A","182"
"21W08",62100,"18-34","B","88"
"21W08",62100,"35-44","A","190"
"21W08",62100,"35-44","B","105"
"21W08",62100,"45-54","A","189"
"21W08",62100,"45-54","B","106"
"21W08",62100,"55-64","A","134"
"21W08",62100,"55-64","B","69"
"21W08",62100,"65-74","A","49"
"21W08",62100,"65-74","B","39"
"21W08",62100,"75-84","A","81"
"21W08",62100,"75-84","B","72"
"21W08",62100,"85+","A","143"
"21W08",62100,"85+","B","138"
"21W08",62108,"18-34","A","130"
"21W08",62108,"18-34","B","76"
"21W08",62108,"35-44","A","113"
"21W08",62108,"35-44","B","71"
"21W08",62108,"45-54","A","114"
"21W08",62108,"45-54","B","68"
"21W08",62108,"55-64","A","121"
"21W08",62108,"55-64","B","83"
"21W08",62108,"65-74","A","49"
"21W08",62108,"65-74","B","32"
"21W08",62108,"75-84","A","66"
"21W08",62108,"75-84","B","53"
"21W08",62108,"85+","A","84"
"21W08",62108,"85+","B","63"
"21W08",62118,"0-17","A","<10"
"21W08",62118,"18-34","A","163"
"21W08",62118,"18-34","B","78"
"21W08",62118,"35-44","A","185"
"21W08",62118,"35-44","B","106"
"21W08",62118,"45-54","A","152"
"21W08",62118,"45-54","B","89"
"21W08",62118,"55-64","A","107"
"21W08",62118,"55-64","B","77"
"21W08",62118,"65-74","A","33"
"21W08",62118,"65-74","B","29"
"21W08",62118,"75-84","A","44"
"21W08",62118,"75-84","B","40"
"21W08",62118,"85+","A","72"
"21W08",62118,"85+","B","67"
"21W08",62119,"0-17","A","<10"
"21W08",62119,"0-17","B","<10"
"21W08",62119,"18-34","A","123"
"21W08",62119,"18-34","B","73"
"21W08",62119,"35-44","A","106"
"21W08",62119,"35-44","B","61"
"21W08",62119,"45-54","A","130"
"21W08",62119,"45-54","B","86"
