"YEAR_WEEK","NIS5","AGEGROUP","DOSE","CUMUL"
"21W01",85007,"45-54","A","<10"
"21W01",85007,"65-74","A","<10"
"21W01",85007,"85+","A","<10"
"21W01",85009,"18-34","A","<10"
"21W01",85009,"35-44","A","<10"
"21W01",85009,"45-54","A","<10"
"21W01",85009,"55-64","A","<10"
"21W01",85009,"65-74","A","<10"
"21W01",85009,"75-84","A","10"
"21W01",85009,"85+","A","15"
"21W01",85011,"35-44","A","<10"
"21W01",85011,"45-54","A","<10"
"21W01",85011,"65-74","A","<10"
"21W01",85011,"75-84","A","<10"
"21W01",85011,"85+","A","<10"
"21W01",85024,"18-34","A","<10"
"21W01",85024,"35-44","A","<10"
"21W01",85024,"45-54","A","<10"
"21W01",85024,"55-64","A","<10"
"21W01",85024,"65-74","A","<10"
"21W01",85024,"75-84","A","<10"
"21W01",85024,"85+","A","<10"
"21W01",85026,"18-34","A","<10"
"21W01",85026,"35-44","A","<10"
"21W01",85026,"45-54","A","<10"
"21W01",85026,"55-64","A","<10"
"21W01",85026,"65-74","A","<10"
"21W01",85026,"75-84","A","<10"
"21W01",85026,"85+","A","<10"
"21W01",85034,"35-44","A","<10"
"21W01",85034,"45-54","A","<10"
"21W01",85034,"65-74","A","<10"
"21W01",85034,"75-84","A","<10"
"21W01",85034,"85+","A","<10"
"21W01",85039,"18-34","A","<10"
"21W01",85039,"35-44","A","<10"
"21W01",85039,"45-54","A","<10"
"21W01",85039,"55-64","A","<10"
"21W01",85039,"65-74","A","<10"
"21W01",85039,"75-84","A","<10"
"21W01",85039,"85+","A","<10"
"21W01",85045,"18-34","A","<10"
"21W01",85045,"35-44","A","<10"
"21W01",85045,"45-54","A","<10"
"21W01",85045,"55-64","A","<10"
"21W01",85045,"65-74","A","<10"
"21W01",85045,"75-84","A","<10"
"21W01",85045,"85+","A","12"
"21W01",85046,"18-34","A","<10"
"21W01",85046,"35-44","A","<10"
"21W01",85046,"45-54","A","<10"
"21W01",85046,"55-64","A","<10"
"21W01",85046,"65-74","A","<10"
"21W01",85046,"75-84","A","11"
"21W01",85046,"85+","A","20"
"21W01",85047,"18-34","A","<10"
"21W01",85047,"35-44","A","<10"
"21W01",85047,"45-54","A","<10"
"21W01",85047,"55-64","A","<10"
"21W01",85047,"65-74","A","<10"
"21W01",85047,"75-84","A","19"
"21W01",85047,"85+","A","39"
"21W01",91005,"18-34","A","<10"
"21W01",91005,"35-44","A","<10"
"21W01",91005,"45-54","A","<10"
"21W01",91005,"65-74","A","<10"
"21W01",91005,"75-84","A","<10"
"21W01",91005,"85+","A","<10"
"21W01",91013,"18-34","A","<10"
"21W01",91013,"35-44","A","<10"
"21W01",91013,"45-54","A","<10"
"21W01",91013,"55-64","A","<10"
"21W01",91013,"75-84","A","<10"
"21W01",91013,"85+","A","<10"
"21W01",91015,"18-34","A","<10"
"21W01",91015,"35-44","A","<10"
"21W01",91015,"45-54","A","<10"
"21W01",91015,"55-64","A","<10"
"21W01",91015,"75-84","A","<10"
"21W01",91030,"18-34","A","<10"
"21W01",91030,"35-44","A","<10"
"21W01",91030,"45-54","A","13"
"21W01",91030,"55-64","A","16"
"21W01",91030,"65-74","A","15"
"21W01",91030,"75-84","A","27"
"21W01",91030,"85+","A","69"
"21W01",91034,"18-34","A","<10"
"21W01",91034,"35-44","A","<10"
"21W01",91034,"45-54","A","<10"
"21W01",91034,"55-64","A","<10"
"21W01",91034,"65-74","A","13"
"21W01",91034,"75-84","A","25"
"21W01",91034,"85+","A","44"
"21W01",91054,"18-34","A","<10"
"21W01",91054,"35-44","A","<10"
"21W01",91054,"65-74","A","<10"
"21W01",91054,"75-84","A","<10"
"21W01",91054,"85+","A","<10"
"21W01",91059,"18-34","A","<10"
"21W01",91059,"35-44","A","<10"
"21W01",91059,"45-54","A","<10"
"21W01",91059,"55-64","A","<10"
"21W01",91059,"75-84","A","<10"
"21W01",91059,"85+","A","<10"
"21W01",91064,"18-34","A","<10"
"21W01",91064,"45-54","A","<10"
"21W01",91064,"65-74","A","<10"
"21W01",91064,"85+","A","<10"
"21W01",91072,"18-34","A","<10"
"21W01",91072,"55-64","A","<10"
"21W01",91072,"65-74","A","<10"
"21W01",91072,"75-84","A","<10"
"21W01",91072,"85+","A","<10"
"21W01",91103,"45-54","A","<10"
"21W01",91103,"55-64","A","<10"
"21W01",91103,"65-74","A","<10"
"21W01",91103,"75-84","A","<10"
"21W01",91103,"85+","A","<10"
"21W01",91114,"18-34","A","<10"
"21W01",91114,"35-44","A","<10"
"21W01",91114,"45-54","A","<10"
"21W01",91114,"55-64","A","<10"
"21W01",91114,"65-74","A","<10"
"21W01",91114,"75-84","A","<10"
"21W01",91114,"85+","A","<10"
"21W01",91120,"18-34","A","<10"
"21W01",91120,"35-44","A","<10"
"21W01",91120,"45-54","A","<10"
"21W01",91120,"55-64","A","<10"
"21W01",91120,"75-84","A","<10"
"21W01",91120,"85+","A","<10"
"21W01",91141,"18-34","A","<10"
"21W01",91141,"35-44","A","<10"
"21W01",91141,"45-54","A","<10"
"21W01",91141,"55-64","A","<10"
"21W01",91141,"75-84","A","<10"
"21W01",91141,"85+","A","<10"
"21W01",91142,"18-34","A","<10"
"21W01",91142,"35-44","A","<10"
"21W01",91142,"45-54","A","<10"
"21W01",91142,"55-64","A","<10"
"21W01",91142,"75-84","A","<10"
"21W01",91142,"85+","A","<10"
"21W01",91143,"75-84","A","<10"
"21W01",91143,"85+","A","<10"
"21W01",92003,"18-34","A","<10"
"21W01",92003,"35-44","A","<10"
"21W01",92003,"45-54","A","<10"
"21W01",92003,"55-64","A","<10"
"21W01",92003,"65-74","A","<10"
"21W01",92003,"75-84","A","24"
"21W01",92003,"85+","A","52"
"21W01",92006,"18-34","A","<10"
"21W01",92006,"35-44","A","<10"
"21W01",92006,"45-54","A","<10"
"21W01",92006,"55-64","A","<10"
"21W01",92006,"85+","A","<10"
"21W01",92035,"18-34","A","<10"
"21W01",92035,"35-44","A","10"
"21W01",92035,"45-54","A","15"
"21W01",92035,"55-64","A","13"
"21W01",92035,"65-74","A","<10"
"21W01",92035,"75-84","A","22"
"21W01",92035,"85+","A","44"
"21W01",92045,"18-34","A","<10"
"21W01",92045,"35-44","A","<10"
"21W01",92045,"45-54","A","<10"
"21W01",92045,"55-64","A","<10"
"21W01",92045,"65-74","A","<10"
"21W01",92045,"85+","A","<10"
"21W01",92048,"35-44","A","<10"
"21W01",92048,"45-54","A","<10"
"21W01",92048,"55-64","A","<10"
"21W01",92054,"45-54","A","<10"
"21W01",92054,"55-64","A","<10"
"21W01",92054,"85+","A","<10"
"21W01",92087,"18-34","A","<10"
"21W01",92087,"35-44","A","<10"
"21W01",92087,"45-54","A","<10"
"21W01",92087,"55-64","A","<10"
"21W01",92087,"65-74","A","<10"
"21W01",92087,"75-84","A","<10"
"21W01",92087,"85+","A","<10"
"21W01",92094,"18-34","A","13"
"21W01",92094,"35-44","A","22"
"21W01",92094,"45-54","A","31"
"21W01",92094,"55-64","A","38"
"21W01",92094,"65-74","A","42"
"21W01",92094,"75-84","A","76"
"21W01",92094,"85+","A","134"
"21W01",92097,"18-34","A","<10"
"21W01",92097,"75-84","A","<10"
"21W01",92101,"18-34","A","<10"
"21W01",92101,"35-44","A","<10"
"21W01",92101,"45-54","A","<10"
"21W01",92101,"55-64","A","<10"
"21W01",92101,"65-74","A","<10"
"21W01",92101,"75-84","A","<10"
"21W01",92101,"85+","A","<10"
"21W01",92114,"18-34","A","<10"
"21W01",92114,"35-44","A","<10"
"21W01",92114,"45-54","A","<10"
"21W01",92114,"55-64","A","<10"
"21W01",92114,"75-84","A","<10"
"21W01",92114,"85+","A","<10"
"21W01",92137,"18-34","A","<10"
"21W01",92137,"35-44","A","<10"
"21W01",92137,"45-54","A","<10"
"21W01",92137,"55-64","A","<10"
"21W01",92137,"65-74","A","<10"
"21W01",92137,"75-84","A","<10"
"21W01",92137,"85+","A","<10"
"21W01",92138,"18-34","A","<10"
"21W01",92138,"35-44","A","<10"
"21W01",92138,"45-54","A","<10"
"21W01",92138,"55-64","A","<10"
"21W01",92138,"65-74","A","<10"
"21W01",92138,"75-84","A","<10"
"21W01",92138,"85+","A","<10"
"21W01",92140,"18-34","A","<10"
"21W01",92140,"35-44","A","<10"
"21W01",92140,"45-54","A","<10"
"21W01",92140,"55-64","A","<10"
"21W01",92140,"65-74","A","<10"
"21W01",92140,"75-84","A","<10"
"21W01",92140,"85+","A","<10"
"21W01",92141,"18-34","A","<10"
"21W01",92141,"45-54","A","<10"
"21W01",92141,"55-64","A","<10"
"21W01",92141,"65-74","A","<10"
"21W01",92141,"75-84","A","<10"
"21W01",92141,"85+","A","<10"
"21W01",92142,"18-34","A","<10"
"21W01",92142,"35-44","A","<10"
"21W01",92142,"45-54","A","<10"
"21W01",92142,"55-64","A","<10"
"21W01",92142,"65-74","A","<10"
"21W01",92142,"75-84","A","<10"
"21W01",92142,"85+","A","<10"
"21W01",93010,"18-34","A","<10"
"21W01",93010,"45-54","A","<10"
"21W01",93010,"55-64","A","<10"
"21W01",93010,"85+","A","<10"
"21W01",93014,"18-34","A","<10"
"21W01",93014,"35-44","A","<10"
"21W01",93014,"45-54","A","<10"
"21W01",93014,"65-74","A","<10"
"21W01",93014,"75-84","A","<10"
"21W01",93014,"85+","A","<10"
"21W01",93018,"18-34","A","<10"
"21W01",93018,"35-44","A","<10"
"21W01",93018,"45-54","A","<10"
"21W01",93018,"55-64","A","<10"
"21W01",93018,"65-74","A","<10"
"21W01",93018,"75-84","A","16"
"21W01",93018,"85+","A","18"
"21W01",93022,"35-44","A","<10"
"21W01",93022,"45-54","A","<10"
"21W01",93022,"55-64","A","<10"
"21W01",93022,"65-74","A","<10"
"21W01",93022,"75-84","A","<10"
"21W01",93056,"18-34","A","<10"
"21W01",93056,"35-44","A","<10"
"21W01",93056,"45-54","A","11"
"21W01",93056,"55-64","A","16"
"21W01",93056,"65-74","A","<10"
"21W01",93056,"75-84","A","16"
"21W01",93056,"85+","A","27"
"21W01",93088,"18-34","A","<10"
"21W01",93088,"35-44","A","<10"
"21W01",93088,"45-54","A","<10"
"21W01",93088,"55-64","A","<10"
"21W01",93088,"65-74","A","<10"
"21W01",93088,"85+","A","<10"
"21W01",93090,"18-34","A","<10"
"21W01",93090,"35-44","A","<10"
"21W01",93090,"65-74","A","<10"
"21W01",93090,"75-84","A","<10"
"21W01",93090,"85+","A","<10"
"21W01",NA,"18-34","A","17"
"21W01",NA,"35-44","A","34"
"21W01",NA,"45-54","A","28"
"21W01",NA,"55-64","A","11"
"21W01",NA,"65-74","A","<10"
"21W01",NA,"75-84","A","<10"
"21W01",NA,"85+","A","<10"
"21W02",11001,"0-17","A","<10"
"21W02",11001,"18-34","A","10"
"21W02",11001,"35-44","A","<10"
"21W02",11001,"45-54","A","<10"
"21W02",11001,"55-64","A","16"
"21W02",11001,"65-74","A","11"
"21W02",11001,"75-84","A","30"
"21W02",11001,"85+","A","93"
"21W02",11002,"18-34","A","139"
"21W02",11002,"35-44","A","134"
"21W02",11002,"45-54","A","173"
"21W02",11002,"55-64","A","259"
"21W02",11002,"65-74","A","288"
"21W02",11002,"75-84","A","654"
"21W02",11002,"85+","A","1543"
"21W02",11004,"18-34","A","<10"
"21W02",11004,"35-44","A","<10"
"21W02",11004,"45-54","A","14"
"21W02",11004,"55-64","A","<10"
"21W02",11004,"65-74","A","<10"
"21W02",11004,"75-84","A","45"
"21W02",11004,"85+","A","101"
"21W02",11005,"18-34","A","18"
"21W02",11005,"35-44","A","10"
"21W02",11005,"45-54","A","14"
"21W02",11005,"55-64","A","16"
"21W02",11005,"65-74","A","<10"
"21W02",11005,"75-84","A","43"
"21W02",11005,"85+","A","115"
"21W02",11007,"18-34","A","<10"
"21W02",11007,"35-44","A","<10"
"21W02",11007,"45-54","A","<10"
"21W02",11007,"55-64","A","10"
"21W02",11007,"65-74","A","15"
"21W02",11007,"75-84","A","16"
"21W02",11007,"85+","A","54"
"21W02",11008,"18-34","A","22"
"21W02",11008,"35-44","A","16"
"21W02",11008,"45-54","A","13"
"21W02",11008,"55-64","A","25"
"21W02",11008,"65-74","A","13"
"21W02",11008,"75-84","A","53"
"21W02",11008,"85+","A","144"
"21W02",11009,"18-34","A","19"
"21W02",11009,"35-44","A","13"
"21W02",11009,"45-54","A","28"
"21W02",11009,"55-64","A","33"
"21W02",11009,"65-74","A","20"
"21W02",11009,"75-84","A","75"
"21W02",11009,"85+","A","136"
"21W02",11013,"18-34","A","<10"
"21W02",11013,"35-44","A","<10"
"21W02",11013,"45-54","A","<10"
"21W02",11013,"55-64","A","18"
"21W02",11013,"65-74","A","15"
"21W02",11013,"75-84","A","46"
"21W02",11013,"85+","A","164"
"21W02",11016,"18-34","A","<10"
"21W02",11016,"35-44","A","<10"
"21W02",11016,"45-54","A","<10"
"21W02",11016,"55-64","A","<10"
"21W02",11016,"65-74","A","15"
"21W02",11016,"75-84","A","31"
"21W02",11016,"85+","A","56"
"21W02",11018,"18-34","A","<10"
"21W02",11018,"35-44","A","<10"
"21W02",11018,"45-54","A","<10"
"21W02",11018,"55-64","A","<10"
"21W02",11018,"75-84","A","<10"
"21W02",11018,"85+","A","<10"
"21W02",11021,"18-34","A","<10"
"21W02",11021,"35-44","A","<10"
"21W02",11021,"45-54","A","<10"
"21W02",11021,"55-64","A","<10"
"21W02",11021,"65-74","A","<10"
"21W02",11021,"75-84","A","<10"
"21W02",11021,"85+","A","15"
"21W02",11022,"18-34","A","<10"
"21W02",11022,"35-44","A","<10"
"21W02",11022,"45-54","A","<10"
"21W02",11022,"55-64","A","<10"
"21W02",11022,"65-74","A","<10"
"21W02",11022,"75-84","A","<10"
"21W02",11022,"85+","A","<10"
"21W02",11023,"18-34","A","18"
"21W02",11023,"35-44","A","<10"
"21W02",11023,"45-54","A","17"
"21W02",11023,"55-64","A","21"
"21W02",11023,"65-74","A","24"
"21W02",11023,"75-84","A","103"
"21W02",11023,"85+","A","197"
"21W02",11024,"18-34","A","<10"
"21W02",11024,"35-44","A","<10"
"21W02",11024,"45-54","A","12"
"21W02",11024,"55-64","A","25"
"21W02",11024,"65-74","A","20"
"21W02",11024,"75-84","A","40"
"21W02",11024,"85+","A","88"
"21W02",11025,"18-34","A","<10"
"21W02",11025,"35-44","A","<10"
"21W02",11025,"45-54","A","<10"
"21W02",11025,"55-64","A","<10"
"21W02",11025,"65-74","A","<10"
"21W02",11025,"85+","A","<10"
"21W02",11029,"18-34","A","17"
"21W02",11029,"35-44","A","16"
"21W02",11029,"45-54","A","24"
"21W02",11029,"55-64","A","23"
"21W02",11029,"65-74","A","11"
"21W02",11029,"75-84","A","45"
"21W02",11029,"85+","A","178"
"21W02",11030,"18-34","A","10"
"21W02",11030,"35-44","A","<10"
"21W02",11030,"45-54","A","<10"
"21W02",11030,"55-64","A","<10"
"21W02",11030,"65-74","A","<10"
"21W02",11030,"75-84","A","<10"
"21W02",11030,"85+","A","<10"
"21W02",11035,"18-34","A","14"
"21W02",11035,"35-44","A","13"
"21W02",11035,"45-54","A","16"
"21W02",11035,"55-64","A","21"
"21W02",11035,"65-74","A","30"
"21W02",11035,"75-84","A","90"
"21W02",11035,"85+","A","155"
"21W02",11037,"18-34","A","17"
"21W02",11037,"35-44","A","<10"
"21W02",11037,"45-54","A","<10"
"21W02",11037,"55-64","A","14"
"21W02",11037,"65-74","A","<10"
"21W02",11037,"75-84","A","20"
"21W02",11037,"85+","A","60"
"21W02",11038,"18-34","A","<10"
"21W02",11038,"35-44","A","<10"
"21W02",11038,"45-54","A","<10"
"21W02",11038,"55-64","A","<10"
"21W02",11038,"65-74","A","10"
"21W02",11038,"75-84","A","13"
"21W02",11038,"85+","A","41"
"21W02",11039,"18-34","A","<10"
"21W02",11039,"35-44","A","<10"
"21W02",11039,"45-54","A","15"
"21W02",11039,"55-64","A","12"
"21W02",11039,"65-74","A","10"
"21W02",11039,"75-84","A","42"
"21W02",11039,"85+","A","143"
"21W02",11040,"18-34","A","18"
"21W02",11040,"35-44","A","14"
"21W02",11040,"45-54","A","18"
"21W02",11040,"55-64","A","20"
"21W02",11040,"65-74","A","17"
"21W02",11040,"75-84","A","38"
"21W02",11040,"85+","A","119"
"21W02",11044,"0-17","A","<10"
"21W02",11044,"18-34","A","20"
"21W02",11044,"35-44","A","12"
"21W02",11044,"45-54","A","22"
"21W02",11044,"55-64","A","18"
"21W02",11044,"65-74","A","13"
"21W02",11044,"75-84","A","64"
"21W02",11044,"85+","A","128"
"21W02",11050,"18-34","A","<10"
"21W02",11050,"35-44","A","<10"
"21W02",11050,"45-54","A","<10"
"21W02",11050,"55-64","A","<10"
"21W02",11050,"75-84","A","<10"
"21W02",11050,"85+","A","<10"
"21W02",11052,"18-34","A","10"
"21W02",11052,"35-44","A","<10"
"21W02",11052,"45-54","A","<10"
"21W02",11052,"55-64","A","10"
"21W02",11052,"65-74","A","13"
"21W02",11052,"75-84","A","38"
"21W02",11052,"85+","A","113"
"21W02",11053,"18-34","A","21"
"21W02",11053,"35-44","A","19"
"21W02",11053,"45-54","A","11"
"21W02",11053,"55-64","A","24"
"21W02",11053,"65-74","A","16"
"21W02",11053,"75-84","A","58"
"21W02",11053,"85+","A","114"
"21W02",11054,"18-34","A","10"
"21W02",11054,"35-44","A","<10"
"21W02",11054,"45-54","A","13"
"21W02",11054,"55-64","A","12"
"21W02",11054,"65-74","A","<10"
"21W02",11054,"75-84","A","18"
"21W02",11054,"85+","A","56"
"21W02",11055,"18-34","A","12"
"21W02",11055,"35-44","A","17"
"21W02",11055,"45-54","A","14"
"21W02",11055,"55-64","A","35"
"21W02",11055,"65-74","A","27"
"21W02",11055,"75-84","A","108"
"21W02",11055,"85+","A","177"
"21W02",11056,"18-34","A","14"
"21W02",11056,"35-44","A","14"
"21W02",11056,"45-54","A","16"
"21W02",11056,"55-64","A","31"
"21W02",11056,"65-74","A","31"
"21W02",11056,"75-84","A","60"
"21W02",11056,"85+","A","107"
"21W02",11057,"18-34","A","11"
"21W02",11057,"35-44","A","11"
"21W02",11057,"45-54","A","10"
"21W02",11057,"55-64","A","<10"
"21W02",11057,"65-74","A","<10"
"21W02",11057,"75-84","A","52"
"21W02",11057,"85+","A","152"
"21W02",12002,"18-34","A","11"
"21W02",12002,"35-44","A","11"
"21W02",12002,"45-54","A","14"
"21W02",12002,"55-64","A","25"
"21W02",12002,"65-74","A","15"
"21W02",12002,"75-84","A","72"
"21W02",12002,"85+","A","166"
"21W02",12005,"18-34","A","<10"
"21W02",12005,"35-44","A","<10"
"21W02",12005,"45-54","A","14"
"21W02",12005,"55-64","A","21"
"21W02",12005,"65-74","A","16"
"21W02",12005,"75-84","A","65"
"21W02",12005,"85+","A","185"
"21W02",12007,"18-34","A","24"
"21W02",12007,"35-44","A","12"
"21W02",12007,"45-54","A","27"
"21W02",12007,"55-64","A","27"
"21W02",12007,"65-74","A","16"
"21W02",12007,"75-84","A","56"
"21W02",12007,"85+","A","153"
"21W02",12009,"18-34","A","11"
"21W02",12009,"35-44","A","<10"
"21W02",12009,"45-54","A","<10"
"21W02",12009,"55-64","A","17"
"21W02",12009,"65-74","A","12"
"21W02",12009,"75-84","A","35"
"21W02",12009,"85+","A","74"
"21W02",12014,"18-34","A","40"
"21W02",12014,"35-44","A","42"
"21W02",12014,"45-54","A","56"
"21W02",12014,"55-64","A","47"
"21W02",12014,"65-74","A","30"
"21W02",12014,"75-84","A","129"
"21W02",12014,"85+","A","232"
"21W02",12021,"18-34","A","27"
"21W02",12021,"35-44","A","24"
"21W02",12021,"45-54","A","29"
"21W02",12021,"55-64","A","30"
"21W02",12021,"65-74","A","15"
"21W02",12021,"75-84","A","82"
"21W02",12021,"85+","A","143"
"21W02",12025,"18-34","A","46"
"21W02",12025,"35-44","A","50"
"21W02",12025,"45-54","A","58"
"21W02",12025,"55-64","A","92"
"21W02",12025,"65-74","A","66"
"21W02",12025,"75-84","A","207"
"21W02",12025,"85+","A","459"
"21W02",12026,"0-17","A","<10"
"21W02",12026,"18-34","A","21"
"21W02",12026,"35-44","A","16"
"21W02",12026,"45-54","A","24"
"21W02",12026,"55-64","A","34"
"21W02",12026,"65-74","A","16"
"21W02",12026,"75-84","A","58"
"21W02",12026,"85+","A","108"
"21W02",12029,"18-34","A","15"
"21W02",12029,"35-44","A","<10"
"21W02",12029,"45-54","A","15"
"21W02",12029,"55-64","A","14"
"21W02",12029,"65-74","A","<10"
"21W02",12029,"75-84","A","28"
"21W02",12029,"85+","A","68"
"21W02",12035,"18-34","A","<10"
"21W02",12035,"35-44","A","15"
"21W02",12035,"45-54","A","17"
"21W02",12035,"55-64","A","14"
"21W02",12035,"65-74","A","<10"
"21W02",12035,"75-84","A","14"
"21W02",12035,"85+","A","51"
"21W02",12040,"18-34","A","22"
"21W02",12040,"35-44","A","33"
"21W02",12040,"45-54","A","33"
"21W02",12040,"55-64","A","31"
"21W02",12040,"65-74","A","25"
"21W02",12040,"75-84","A","95"
"21W02",12040,"85+","A","215"
"21W02",12041,"18-34","A","17"
"21W02",12041,"35-44","A","19"
"21W02",12041,"45-54","A","38"
"21W02",12041,"55-64","A","34"
"21W02",12041,"65-74","A","23"
"21W02",12041,"75-84","A","69"
"21W02",12041,"85+","A","175"
"21W02",13001,"18-34","A","<10"
"21W02",13001,"35-44","A","<10"
"21W02",13001,"45-54","A","<10"
"21W02",13001,"55-64","A","<10"
"21W02",13001,"65-74","A","<10"
"21W02",13001,"75-84","A","<10"
"21W02",13001,"85+","A","<10"
"21W02",13002,"55-64","A","<10"
"21W02",13002,"65-74","A","<10"
"21W02",13002,"75-84","A","<10"
"21W02",13002,"85+","A","<10"
"21W02",13003,"18-34","A","25"
"21W02",13003,"35-44","A","18"
"21W02",13003,"45-54","A","17"
"21W02",13003,"55-64","A","28"
"21W02",13003,"65-74","A","12"
"21W02",13003,"75-84","A","49"
"21W02",13003,"85+","A","127"
"21W02",13004,"18-34","A","<10"
"21W02",13004,"35-44","A","<10"
"21W02",13004,"45-54","A","<10"
"21W02",13004,"55-64","A","<10"
"21W02",13004,"65-74","A","<10"
"21W02",13004,"75-84","A","<10"
"21W02",13004,"85+","A","<10"
"21W02",13006,"18-34","A","15"
"21W02",13006,"35-44","A","13"
"21W02",13006,"45-54","A","11"
"21W02",13006,"55-64","A","10"
"21W02",13006,"65-74","A","<10"
"21W02",13006,"75-84","A","22"
"21W02",13006,"85+","A","55"
"21W02",13008,"18-34","A","16"
"21W02",13008,"35-44","A","24"
"21W02",13008,"45-54","A","37"
"21W02",13008,"55-64","A","69"
"21W02",13008,"65-74","A","55"
"21W02",13008,"75-84","A","130"
"21W02",13008,"85+","A","261"
"21W02",13010,"18-34","A","<10"
"21W02",13010,"35-44","A","<10"
"21W02",13010,"45-54","A","13"
"21W02",13010,"55-64","A","<10"
"21W02",13010,"65-74","A","<10"
"21W02",13010,"75-84","A","<10"
"21W02",13010,"85+","A","<10"
"21W02",13011,"0-17","A","<10"
"21W02",13011,"18-34","A","37"
"21W02",13011,"35-44","A","25"
"21W02",13011,"45-54","A","18"
"21W02",13011,"55-64","A","27"
"21W02",13011,"65-74","A","23"
"21W02",13011,"75-84","A","77"
"21W02",13011,"85+","A","147"
"21W02",13012,"18-34","A","10"
"21W02",13012,"35-44","A","<10"
"21W02",13012,"45-54","A","10"
"21W02",13012,"55-64","A","12"
"21W02",13012,"65-74","A","12"
"21W02",13012,"75-84","A","31"
"21W02",13012,"85+","A","78"
"21W02",13013,"18-34","A","11"
"21W02",13013,"35-44","A","11"
"21W02",13013,"45-54","A","24"
"21W02",13013,"55-64","A","18"
"21W02",13013,"65-74","A","17"
"21W02",13013,"75-84","A","94"
"21W02",13013,"85+","A","149"
"21W02",13014,"18-34","A","13"
"21W02",13014,"35-44","A","11"
"21W02",13014,"45-54","A","<10"
"21W02",13014,"55-64","A","14"
"21W02",13014,"65-74","A","15"
"21W02",13014,"75-84","A","46"
"21W02",13014,"85+","A","88"
"21W02",13016,"0-17","A","<10"
"21W02",13016,"18-34","A","20"
"21W02",13016,"35-44","A","12"
"21W02",13016,"45-54","A","14"
"21W02",13016,"55-64","A","10"
"21W02",13016,"65-74","A","<10"
"21W02",13016,"75-84","A","25"
"21W02",13016,"85+","A","62"
"21W02",13017,"0-17","A","<10"
"21W02",13017,"18-34","A","16"
"21W02",13017,"35-44","A","14"
"21W02",13017,"45-54","A","28"
"21W02",13017,"55-64","A","31"
"21W02",13017,"65-74","A","21"
"21W02",13017,"75-84","A","80"
"21W02",13017,"85+","A","177"
"21W02",13019,"18-34","A","12"
"21W02",13019,"35-44","A","15"
"21W02",13019,"45-54","A","15"
"21W02",13019,"55-64","A","17"
"21W02",13019,"65-74","A","10"
"21W02",13019,"75-84","A","46"
"21W02",13019,"85+","A","93"
"21W02",13021,"18-34","A","<10"
"21W02",13021,"35-44","A","<10"
"21W02",13021,"45-54","A","<10"
"21W02",13021,"55-64","A","<10"
"21W02",13021,"65-74","A","15"
"21W02",13021,"75-84","A","24"
"21W02",13021,"85+","A","18"
"21W02",13023,"18-34","A","<10"
"21W02",13023,"35-44","A","<10"
"21W02",13023,"45-54","A","<10"
"21W02",13023,"55-64","A","<10"
"21W02",13023,"65-74","A","<10"
"21W02",13023,"75-84","A","25"
"21W02",13023,"85+","A","34"
"21W02",13025,"18-34","A","27"
"21W02",13025,"35-44","A","27"
"21W02",13025,"45-54","A","30"
"21W02",13025,"55-64","A","37"
"21W02",13025,"65-74","A","26"
"21W02",13025,"75-84","A","125"
"21W02",13025,"85+","A","181"
"21W02",13029,"18-34","A","15"
"21W02",13029,"35-44","A","13"
"21W02",13029,"45-54","A","14"
"21W02",13029,"55-64","A","18"
"21W02",13029,"65-74","A","16"
"21W02",13029,"75-84","A","42"
"21W02",13029,"85+","A","75"
"21W02",13031,"18-34","A","<10"
"21W02",13031,"35-44","A","<10"
"21W02",13031,"45-54","A","<10"
"21W02",13031,"55-64","A","14"
"21W02",13031,"65-74","A","12"
"21W02",13031,"75-84","A","56"
"21W02",13031,"85+","A","105"
"21W02",13035,"18-34","A","<10"
"21W02",13035,"35-44","A","<10"
"21W02",13035,"45-54","A","10"
"21W02",13035,"55-64","A","13"
"21W02",13035,"65-74","A","13"
"21W02",13035,"75-84","A","24"
"21W02",13035,"85+","A","56"
"21W02",13036,"18-34","A","<10"
"21W02",13036,"35-44","A","<10"
"21W02",13036,"45-54","A","11"
"21W02",13036,"55-64","A","14"
"21W02",13036,"65-74","A","13"
"21W02",13036,"75-84","A","41"
"21W02",13036,"85+","A","47"
"21W02",13037,"18-34","A","15"
"21W02",13037,"35-44","A","12"
"21W02",13037,"45-54","A","10"
"21W02",13037,"55-64","A","11"
"21W02",13037,"65-74","A","15"
"21W02",13037,"75-84","A","72"
"21W02",13037,"85+","A","103"
"21W02",13040,"18-34","A","21"
"21W02",13040,"35-44","A","<10"
"21W02",13040,"45-54","A","24"
"21W02",13040,"55-64","A","29"
"21W02",13040,"65-74","A","30"
"21W02",13040,"75-84","A","117"
"21W02",13040,"85+","A","226"
"21W02",13044,"18-34","A","<10"
"21W02",13044,"35-44","A","<10"
"21W02",13044,"45-54","A","<10"
"21W02",13044,"55-64","A","<10"
"21W02",13044,"65-74","A","<10"
"21W02",13044,"75-84","A","14"
"21W02",13044,"85+","A","18"
"21W02",13046,"18-34","A","<10"
"21W02",13046,"35-44","A","<10"
"21W02",13046,"45-54","A","<10"
"21W02",13046,"55-64","A","<10"
"21W02",13046,"65-74","A","12"
"21W02",13046,"75-84","A","33"
"21W02",13046,"85+","A","28"
"21W02",13049,"18-34","A","29"
"21W02",13049,"35-44","A","20"
"21W02",13049,"45-54","A","25"
"21W02",13049,"55-64","A","38"
"21W02",13049,"65-74","A","15"
