country,lau,cases,population,deaths,hospitalized,datetime
NL,Loppersum,2,9533,,0,2020-04-13T13:58:00
NL,Achtkarspelen,5,27836,,0,2020-04-13T13:58:00
NL,Schiermonnikoog,0,947,,0,2020-04-13T13:58:00
NL,Terschelling,1,4889,,0,2020-04-13T13:58:00
NL,Vlieland,0,1152,,0,2020-04-13T13:58:00
NL,Ameland,0,3718,,0,2020-04-13T13:58:00
NL,Rozendaal,2,1705,,1,2020-04-13T13:58:00
NL,Eemnes,10,9247,,1,2020-04-13T13:58:00
NL,Noord-Beveland,5,7395,,1,2020-04-13T13:58:00
NL,Ooststellingwerf,2,25472,,1,2020-04-13T13:58:00
NL,Opmeer,5,11837,,1,2020-04-13T13:58:00
NL,Baarle-Nassau,4,6860,,1,2020-04-13T13:58:00
NL,Hardinxveld-Giessendam,25,18295,,1,2020-04-13T13:58:00
NL,Aa en Hunze,9,25453,,1,2020-04-13T13:58:00
NL,Dantumadiel,6,18916,,2,2020-04-13T13:58:00
NL,Stadskanaal,4,31688,,2,2020-04-13T13:58:00
NL,Veendam,7,27387,,2,2020-04-13T13:58:00
NL,Drechterland,33,19717,,2,2020-04-13T13:58:00
NL,Oldambt,6,38213,,2,2020-04-13T13:58:00
NL,Noordenveld,12,31242,,2,2020-04-13T13:58:00
NL,Aalten,27,27117,,2,2020-04-13T13:58:00
NL,Borger-Odoorn,4,25558,,2,2020-04-13T13:58:00
NL,Appingedam,2,11644,,2,2020-04-13T13:58:00
NL,Weststellingwerf,13,25916,,2,2020-04-13T13:58:00
NL,Zoeterwoude,7,8611,,2,2020-04-13T13:58:00
NL,Kapelle,15,12691,,2,2020-04-13T13:58:00
NL,Midden-Delfland,11,19344,,3,2020-04-13T13:58:00
NL,Texel,11,13573,,3,2020-04-13T13:58:00
NL,Berkelland,31,43748,,3,2020-04-13T13:58:00
NL,Scherpenzeel,17,9880,,3,2020-04-13T13:58:00
NL,Harlingen,11,15720,,3,2020-04-13T13:58:00
NL,Rhenen,15,20125,,3,2020-04-13T13:58:00
NL,Winterswijk,19,28865,,3,2020-04-13T13:58:00
NL,Landsmeer,17,11492,,3,2020-04-13T13:58:00
NL,Putten,16,24113,,3,2020-04-13T13:58:00
NL,Reimerswaal,20,22728,,4,2020-04-13T13:58:00
NL,Bunschoten,26,21867,,4,2020-04-13T13:58:00
NL,Pekela,4,12199,,4,2020-04-13T13:58:00
NL,Woensdrecht,20,21883,,4,2020-04-13T13:58:00
NL,Borsele,18,22738,,4,2020-04-13T13:58:00
NL,Diemen,20,30781,,4,2020-04-13T13:58:00
NL,Renswoude,12,5448,,4,2020-04-13T13:58:00
NL,Wierden,30,24440,,4,2020-04-13T13:58:00
NL,Uitgeest,18,13649,,4,2020-04-13T13:58:00
NL,Tytsjerksteradiel,14,32046,,4,2020-04-13T13:58:00
NL,Beemster,8,10025,,4,2020-04-13T13:58:00
NL,Bloemendaal,37,23570,,5,2020-04-13T13:58:00
NL,Meppel,25,33902,,5,2020-04-13T13:58:00
NL,Lisse,13,22957,,5,2020-04-13T13:58:00
NL,Westerwolde,5,25796,,5,2020-04-13T13:58:00
NL,Bronckhorst,28,36052,,5,2020-04-13T13:58:00
NL,Mook en Middelaar,23,7847,,5,2020-04-13T13:58:00
NL,Delfzijl,13,24666,,5,2020-04-13T13:58:00
NL,Opsterland,16,29742,,5,2020-04-13T13:58:00
NL,Noardeast-Fryslân,22,45251,,5,2020-04-13T13:58:00
NL,Doesburg,16,11078,,5,2020-04-13T13:58:00
NL,Hendrik-Ido-Ambacht,22,31204,,5,2020-04-13T13:58:00
NL,Blaricum,17,11536,,5,2020-04-13T13:58:00
NL,Waalre,20,17454,,5,2020-04-13T13:58:00
NL,Ouder-Amstel,23,14029,,5,2020-04-13T13:58:00
NL,Veere,19,21885,,5,2020-04-13T13:58:00
NL,Midden-Groningen,22,60804,,6,2020-04-13T13:58:00
NL,Midden-Drenthe,17,33182,,6,2020-04-13T13:58:00
NL,Westvoorne,21,14728,,6,2020-04-13T13:58:00
NL,Losser,15,22685,,6,2020-04-13T13:58:00
NL,Westerveld,23,19460,,6,2020-04-13T13:58:00
NL,Bergen (L.),10,13085,,6,2020-04-13T13:58:00
NL,Koggenland,26,22752,,6,2020-04-13T13:58:00
NL,Kaag en Braassem,14,27300,,6,2020-04-13T13:58:00
NL,Hilvarenbeek,28,15514,,6,2020-04-13T13:58:00
NL,Sliedrecht,30,25217,,6,2020-04-13T13:58:00
NL,Oegstgeest,27,24843,,6,2020-04-13T13:58:00
NL,Hillegom,20,22208,,6,2020-04-13T13:58:00
NL,Smallingerland,25,56154,,6,2020-04-13T13:58:00
NL,Wijdemeren,16,24360,,7,2020-04-13T13:58:00
NL,Hellendoorn,41,35923,,7,2020-04-13T13:58:00
NL,Het Hogeland,22,47834,,7,2020-04-13T13:58:00
NL,Wassenaar,31,26214,,7,2020-04-13T13:58:00
NL,Nieuwkoop,33,28809,,7,2020-04-13T13:58:00
NL,Leusden,30,30399,,7,2020-04-13T13:58:00
NL,Aalsmeer,29,31857,,7,2020-04-13T13:58:00
NL,Bodegraven-Reeuwijk,28,34869,,7,2020-04-13T13:58:00
NL,Waadhoeke,58,46079,,7,2020-04-13T13:58:00
NL,Staphorst,41,17144,,7,2020-04-13T13:58:00
NL,Sluis,15,23217,,7,2020-04-13T13:58:00
NL,Tynaarlo,32,33879,,7,2020-04-13T13:58:00
NL,Bunnik,19,15191,,7,2020-04-13T13:58:00
NL,Buren,22,26742,,7,2020-04-13T13:58:00
NL,Rucphen,35,22873,,7,2020-04-13T13:58:00
NL,Ommen,32,18007,,7,2020-04-13T13:58:00
NL,Wijk bij Duurstede,23,23910,,7,2020-04-13T13:58:00
NL,Papendrecht,38,32133,,7,2020-04-13T13:58:00
NL,Reusel-De Mierden,14,13110,,8,2020-04-13T13:58:00
NL,Hulst,25,27556,,8,2020-04-13T13:58:00
NL,Krimpen aan den IJssel,40,29533,,8,2020-04-13T13:58:00
NL,Laren,20,11274,,8,2020-04-13T13:58:00
NL,Zeewolde,20,22656,,8,2020-04-13T13:58:00
