country,lau,cases,population,deaths,hospitalized,datetime
NL,Schiermonnikoog,0,947,,0,2020-04-22T14:03:00
NL,Achtkarspelen,8,27836,,0,2020-04-22T14:03:00
NL,Loppersum,2,9533,,0,2020-04-22T14:03:00
NL,Terschelling,2,4889,,0,2020-04-22T14:03:00
NL,Vlieland,0,1152,,0,2020-04-22T14:03:00
NL,Ameland,0,3718,,0,2020-04-22T14:03:00
NL,Opmeer,7,11837,,1,2020-04-22T14:03:00
NL,Aa en Hunze,13,25453,,1,2020-04-22T14:03:00
NL,Rozendaal,3,1705,,1,2020-04-22T14:03:00
NL,Hardinxveld-Giessendam,27,18295,,1,2020-04-22T14:03:00
NL,Noord-Beveland,5,7395,,1,2020-04-22T14:03:00
NL,Baarle-Nassau,5,6860,,1,2020-04-22T14:03:00
NL,Kapelle,18,12691,,2,2020-04-22T14:03:00
NL,Veendam,8,27387,,2,2020-04-22T14:03:00
NL,Zoeterwoude,7,8611,,2,2020-04-22T14:03:00
NL,Dantumadiel,6,18916,,2,2020-04-22T14:03:00
NL,Weststellingwerf,23,25916,,2,2020-04-22T14:03:00
NL,Eemnes,14,9247,,2,2020-04-22T14:03:00
NL,Stadskanaal,5,31688,,2,2020-04-22T14:03:00
NL,Borger-Odoorn,7,25558,,2,2020-04-22T14:03:00
NL,Putten,17,24113,,3,2020-04-22T14:03:00
NL,Noordenveld,17,31242,,3,2020-04-22T14:03:00
NL,Drechterland,41,19717,,3,2020-04-22T14:03:00
NL,Landsmeer,21,11492,,3,2020-04-22T14:03:00
NL,Scherpenzeel,19,9880,,3,2020-04-22T14:03:00
NL,Winterswijk,29,28865,,3,2020-04-22T14:03:00
NL,Appingedam,4,11644,,3,2020-04-22T14:03:00
NL,Ooststellingwerf,6,25472,,3,2020-04-22T14:03:00
NL,Reimerswaal,25,22728,,4,2020-04-22T14:03:00
NL,Pekela,5,12199,,4,2020-04-22T14:03:00
NL,Renswoude,16,5448,,4,2020-04-22T14:03:00
