country,lau,cases,datetime
NL,Rozendaal,1,2020-03-16T14:00:00
NL,Harlingen,1,2020-03-16T14:00:00
NL,Valkenburg aan de Geul,1,2020-03-16T14:00:00
NL,Veenendaal,1,2020-03-16T14:00:00
NL,Haaksbergen,1,2020-03-16T14:00:00
NL,Veere,1,2020-03-16T14:00:00
NL,Nieuwegein,1,2020-03-16T14:00:00
NL,Nieuwkoop,1,2020-03-16T14:00:00
NL,Veldhoven,1,2020-03-16T14:00:00
NL,Nijkerk,1,2020-03-16T14:00:00
NL,Gilze en Rijen,1,2020-03-16T14:00:00
NL,Tytsjerksteradiel,1,2020-03-16T14:00:00
NL,Gennep,1,2020-03-16T14:00:00
NL,Noordenveld,1,2020-03-16T14:00:00
NL,Vlaardingen,1,2020-03-16T14:00:00
NL,Enkhuizen,1,2020-03-16T14:00:00
NL,Emmen,1,2020-03-16T14:00:00
NL,"Nuenen, Gerwen en Nederwetten",1,2020-03-16T14:00:00
NL,Duiven,1,2020-03-16T14:00:00
NL,Voorst,1,2020-03-16T14:00:00
NL,Oirschot,1,2020-03-16T14:00:00
NL,Waalre,1,2020-03-16T14:00:00
NL,Dordrecht,1,2020-03-16T14:00:00
NL,Nissewaard,1,2020-03-16T14:00:00
NL,Waddinxveen,1,2020-03-16T14:00:00
NL,Heerhugowaard,1,2020-03-16T14:00:00
NL,Hellevoetsluis,1,2020-03-16T14:00:00
NL,Leusden,1,2020-03-16T14:00:00
NL,Leiderdorp,1,2020-03-16T14:00:00
NL,Súdwest-Fryslân,1,2020-03-16T14:00:00
NL,Staphorst,1,2020-03-16T14:00:00
NL,Lopik,1,2020-03-16T14:00:00
NL,Terneuzen,1,2020-03-16T14:00:00
NL,Laarbeek,1,2020-03-16T14:00:00
NL,Maassluis,1,2020-03-16T14:00:00
NL,Krimpen aan den IJssel,1,2020-03-16T14:00:00
NL,Koggenland,1,2020-03-16T14:00:00
NL,Tubbergen,1,2020-03-16T14:00:00
NL,Katwijk,1,2020-03-16T14:00:00
NL,Huizen,1,2020-03-16T14:00:00
NL,Teylingen,1,2020-03-16T14:00:00
NL,Tholen,1,2020-03-16T14:00:00
NL,Hoorn,1,2020-03-16T14:00:00
NL,Hof van Twente,1,2020-03-16T14:00:00
NL,Someren,1,2020-03-16T14:00:00
NL,Middelburg,1,2020-03-16T14:00:00
NL,Midden-Groningen,1,2020-03-16T14:00:00
NL,Mill en Sint Hubert,1,2020-03-16T14:00:00
NL,Moerdijk,1,2020-03-16T14:00:00
NL,Meerssen,1,2020-03-16T14:00:00
NL,Doesburg,1,2020-03-16T14:00:00
NL,Elburg,1,2020-03-16T14:00:00
NL,Blaricum,1,2020-03-16T14:00:00
NL,Oude IJsselstreek,1,2020-03-16T14:00:00
NL,Oudewater,1,2020-03-16T14:00:00
NL,Bodegraven-Reeuwijk,1,2020-03-16T14:00:00
NL,Bloemendaal,1,2020-03-16T14:00:00
NL,Bladel,1,2020-03-16T14:00:00
NL,Schiedam,1,2020-03-16T14:00:00
NL,Pekela,1,2020-03-16T14:00:00
NL,Bergen (NH.),1,2020-03-16T14:00:00
NL,Boxmeer,1,2020-03-16T14:00:00
NL,Bergeijk,1,2020-03-16T14:00:00
NL,Asten,1,2020-03-16T14:00:00
NL,Zaltbommel,1,2020-03-16T14:00:00
NL,Zandvoort,1,2020-03-16T14:00:00
NL,Rucphen,1,2020-03-16T14:00:00
NL,Rheden,1,2020-03-16T14:00:00
NL,Ridderkerk,1,2020-03-16T14:00:00
NL,Rijswijk,1,2020-03-16T14:00:00
NL,Almelo,1,2020-03-16T14:00:00
NL,Woudenberg,1,2020-03-16T14:00:00
NL,Westland,1,2020-03-16T14:00:00
NL,Stede Broec,1,2020-03-16T14:00:00
NL,Westerkwartier,1,2020-03-16T14:00:00
NL,Den Helder,1,2020-03-16T14:00:00
NL,De Wolden,1,2020-03-16T14:00:00
NL,Ommen,1,2020-03-16T14:00:00
NL,Dalfsen,1,2020-03-16T14:00:00
NL,Oldenzaal,1,2020-03-16T14:00:00
NL,Heumen,2,2020-03-16T14:00:00
NL,Nunspeet,2,2020-03-16T14:00:00
NL,Eersel,2,2020-03-16T14:00:00
NL,Ede,2,2020-03-16T14:00:00
NL,Zaanstad,2,2020-03-16T14:00:00
NL,Hoogeveen,2,2020-03-16T14:00:00
NL,Putten,2,2020-03-16T14:00:00
NL,Raalte,2,2020-03-16T14:00:00
NL,Reimerswaal,2,2020-03-16T14:00:00
NL,Purmerend,2,2020-03-16T14:00:00
