country,lau,cases,datetime
NL,Velsen,1,2020-03-15T14:00:00
NL,Katwijk,1,2020-03-15T14:00:00
NL,Huizen,1,2020-03-15T14:00:00
NL,Hof van Twente,1,2020-03-15T14:00:00
NL,Súdwest-Fryslân,1,2020-03-15T14:00:00
NL,Terneuzen,1,2020-03-15T14:00:00
NL,Tholen,1,2020-03-15T14:00:00
NL,Hellevoetsluis,1,2020-03-15T14:00:00
NL,Heeze-Leende,1,2020-03-15T14:00:00
NL,Heerhugowaard,1,2020-03-15T14:00:00
NL,Heemskerk,1,2020-03-15T14:00:00
NL,Tubbergen,1,2020-03-15T14:00:00
NL,Koggenland,1,2020-03-15T14:00:00
NL,Haarlemmermeer,1,2020-03-15T14:00:00
NL,Haaksbergen,1,2020-03-15T14:00:00
NL,Gulpen-Wittem,1,2020-03-15T14:00:00
NL,Veere,1,2020-03-15T14:00:00
NL,Veldhoven,1,2020-03-15T14:00:00
NL,Gilze en Rijen,1,2020-03-15T14:00:00
NL,Gennep,1,2020-03-15T14:00:00
NL,Geertruidenberg,1,2020-03-15T14:00:00
NL,Vlaardingen,1,2020-03-15T14:00:00
NL,Emmen,1,2020-03-15T14:00:00
NL,Elburg,1,2020-03-15T14:00:00
NL,Ede,1,2020-03-15T14:00:00
NL,Veenendaal,1,2020-03-15T14:00:00
NL,Krimpen aan den IJssel,1,2020-03-15T14:00:00
NL,Steenbergen,1,2020-03-15T14:00:00
NL,Laarbeek,1,2020-03-15T14:00:00
NL,Raalte,1,2020-03-15T14:00:00
NL,Oudewater,1,2020-03-15T14:00:00
NL,Reimerswaal,1,2020-03-15T14:00:00
NL,Rheden,1,2020-03-15T14:00:00
NL,Ommen,1,2020-03-15T14:00:00
NL,Oldenzaal,1,2020-03-15T14:00:00
NL,Oldebroek,1,2020-03-15T14:00:00
NL,Ridderkerk,1,2020-03-15T14:00:00
NL,Nunspeet,1,2020-03-15T14:00:00
NL,"Nuenen, Gerwen en Nederwetten",1,2020-03-15T14:00:00
NL,Nissewaard,1,2020-03-15T14:00:00
NL,Rozendaal,1,2020-03-15T14:00:00
NL,Nieuwkoop,1,2020-03-15T14:00:00
