country,lau,cases,population,deaths,hospitalized,datetime
NL,Loppersum,2,9533,,0,2020-04-21T21:24:00
NL,Achtkarspelen,8,27836,,0,2020-04-21T21:24:00
NL,Schiermonnikoog,0,947,,0,2020-04-21T21:24:00
NL,Terschelling,2,4889,,0,2020-04-21T21:24:00
NL,Vlieland,0,1152,,0,2020-04-21T21:24:00
NL,Ameland,0,3718,,0,2020-04-21T21:24:00
NL,Rozendaal,3,1705,,1,2020-04-21T21:24:00
NL,Noord-Beveland,5,7395,,1,2020-04-21T21:24:00
NL,Opmeer,7,11837,,1,2020-04-21T21:24:00
NL,Baarle-Nassau,5,6860,,1,2020-04-21T21:24:00
NL,Hardinxveld-Giessendam,27,18295,,1,2020-04-21T21:24:00
NL,Aa en Hunze,13,25453,,1,2020-04-21T21:24:00
NL,Kapelle,17,12691,,2,2020-04-21T21:24:00
NL,Stadskanaal,5,31688,,2,2020-04-21T21:24:00
NL,Weststellingwerf,22,25916,,2,2020-04-21T21:24:00
NL,Eemnes,14,9247,,2,2020-04-21T21:24:00
NL,Appingedam,3,11644,,2,2020-04-21T21:24:00
NL,Veendam,8,27387,,2,2020-04-21T21:24:00
NL,Dantumadiel,6,18916,,2,2020-04-21T21:24:00
NL,Zoeterwoude,7,8611,,2,2020-04-21T21:24:00
NL,Borger-Odoorn,6,25558,,2,2020-04-21T21:24:00
NL,Putten,17,24113,,3,2020-04-21T21:24:00
NL,Scherpenzeel,18,9880,,3,2020-04-21T21:24:00
NL,Ooststellingwerf,5,25472,,3,2020-04-21T21:24:00
NL,Drechterland,39,19717,,3,2020-04-21T21:24:00
NL,Noordenveld,17,31242,,3,2020-04-21T21:24:00
NL,Landsmeer,20,11492,,3,2020-04-21T21:24:00
NL,Winterswijk,28,28865,,3,2020-04-21T21:24:00
NL,Aalten,46,27117,,4,2020-04-21T21:24:00
NL,Oldambt,8,38213,,4,2020-04-21T21:24:00
NL,Pekela,5,12199,,4,2020-04-21T21:24:00
NL,Reimerswaal,24,22728,,4,2020-04-21T21:24:00
NL,Renswoude,16,5448,,4,2020-04-21T21:24:00
NL,Harlingen,15,15720,,4,2020-04-21T21:24:00
NL,Midden-Delfland,14,19344,,4,2020-04-21T21:24:00
NL,Texel,11,13573,,4,2020-04-21T21:24:00
NL,Wierden,37,24440,,4,2020-04-21T21:24:00
NL,Beemster,8,10025,,4,2020-04-21T21:24:00
NL,Woensdrecht,50,21883,,4,2020-04-21T21:24:00
NL,Tytsjerksteradiel,15,32046,,4,2020-04-21T21:24:00
NL,Borsele,21,22738,,5,2020-04-21T21:24:00
NL,Westerwolde,6,25796,,5,2020-04-21T21:24:00
NL,Ouder-Amstel,25,14029,,5,2020-04-21T21:24:00
NL,Delfzijl,15,24666,,5,2020-04-21T21:24:00
NL,Bunschoten,48,21867,,5,2020-04-21T21:24:00
NL,Uitgeest,21,13649,,5,2020-04-21T21:24:00
NL,Veere,24,21885,,6,2020-04-21T21:24:00
NL,Koggenland,30,22752,,6,2020-04-21T21:24:00
NL,Waalre,25,17454,,6,2020-04-21T21:24:00
NL,Opsterland,21,29742,,6,2020-04-21T21:24:00
