country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Drenthe,,117,,0,0,2021-12-18T10:00:00
NL,Groningen,,151,,0,1,2021-12-18T10:00:00
NL,Gelderland,Rozendaal,204,,0,1,2021-12-18T10:00:00
NL,Fryslân,Vlieland,119,,1,1,2021-12-18T10:00:00
NL,Fryslân,,240,,0,1,2021-12-18T10:00:00
NL,Fryslân,Schiermonnikoog,67,,2,1,2021-12-18T10:00:00
NL,Flevoland,,141,,0,2,2021-12-18T10:00:00
NL,Fryslân,Ameland,343,,1,3,2021-12-18T10:00:00
NL,Fryslân,Terschelling,567,,2,3,2021-12-18T10:00:00
NL,Zeeland,,258,,1,5,2021-12-18T10:00:00
NL,Overijssel,,901,,4,6,2021-12-18T10:00:00
NL,Noord-Holland,Texel,1175,,4,7,2021-12-18T10:00:00
NL,Gelderland,Scherpenzeel,2202,,12,7,2021-12-18T10:00:00
NL,Limburg,,1027,,3,7,2021-12-18T10:00:00
NL,Noord-Holland,Beemster,1637,,3,9,2021-12-18T10:00:00
NL,Drenthe,Aa en Hunze,2439,,21,10,2021-12-18T10:00:00
NL,Gelderland,,1262,,3,10,2021-12-18T10:00:00
NL,Utrecht,Renswoude,1201,,5,10,2021-12-18T10:00:00
NL,Zuid-Holland,Zoeterwoude,1486,,1,11,2021-12-18T10:00:00
NL,Noord-Holland,Opmeer,2191,,6,13,2021-12-18T10:00:00
NL,Limburg,Mook en Middelaar,1044,,13,13,2021-12-18T10:00:00
NL,Fryslân,Harlingen,1678,,8,13,2021-12-18T10:00:00
NL,Noord-Holland,Uitgeest,2220,,12,14,2021-12-18T10:00:00
NL,Noord-Holland,Landsmeer,2043,,8,16,2021-12-18T10:00:00
NL,Groningen,Veendam,3124,,17,16,2021-12-18T10:00:00
NL,Noord-Holland,Blaricum,1876,,7,16,2021-12-18T10:00:00
NL,Overijssel,Ommen,2642,,16,16,2021-12-18T10:00:00
NL,Noord-Brabant,Baarle-Nassau,1100,,4,16,2021-12-18T10:00:00
NL,Noord-Brabant,Mill en Sint Hubert,2072,,12,17,2021-12-18T10:00:00
NL,Utrecht,,683,,2,18,2021-12-18T10:00:00
NL,Noord-Holland,Oostzaan,1685,,8,18,2021-12-18T10:00:00
NL,Zuid-Holland,Midden-Delfland,3501,,14,19,2021-12-18T10:00:00
NL,Noord-Holland,Laren,1816,,31,20,2021-12-18T10:00:00
NL,Noord-Holland,Bloemendaal,3520,,19,20,2021-12-18T10:00:00
NL,Noord-Holland,Ouder-Amstel,2464,,5,20,2021-12-18T10:00:00
NL,Noord-Brabant,Hilvarenbeek,2509,,20,21,2021-12-18T10:00:00
NL,Drenthe,Westerveld,1946,,24,21,2021-12-18T10:00:00
NL,Utrecht,Eemnes,1680,,6,21,2021-12-18T10:00:00
NL,Zeeland,Kapelle,2037,,6,21,2021-12-18T10:00:00
NL,Overijssel,Olst-Wijhe,2361,,10,22,2021-12-18T10:00:00
NL,Noord-Holland,Weesp,3322,,23,23,2021-12-18T10:00:00
NL,Fryslân,Ooststellingwerf,3086,,6,23,2021-12-18T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,4777,,30,23,2021-12-18T10:00:00
NL,Zuid-Holland,Hillegom,3202,,23,24,2021-12-18T10:00:00
NL,Fryslân,Weststellingwerf,3513,,29,24,2021-12-18T10:00:00
NL,Flevoland,Zeewolde,3280,,17,24,2021-12-18T10:00:00
NL,Gelderland,Hattem,1735,,7,24,2021-12-18T10:00:00
NL,Zuid-Holland,Oegstgeest,3524,,32,24,2021-12-18T10:00:00
NL,Gelderland,Doesburg,1367,,9,24,2021-12-18T10:00:00
NL,Gelderland,West Maas en Waal,3335,,19,25,2021-12-18T10:00:00
NL,Noord-Brabant,Heeze-Leende,2530,,13,25,2021-12-18T10:00:00
NL,Utrecht,Woudenberg,2877,,9,25,2021-12-18T10:00:00
NL,Noord-Holland,Heiloo,3443,,18,26,2021-12-18T10:00:00
NL,Gelderland,Putten,4422,,21,26,2021-12-18T10:00:00
NL,Groningen,Pekela,1547,,13,26,2021-12-18T10:00:00
NL,Noord-Brabant,Reusel-De Mierden,2630,,10,26,2021-12-18T10:00:00
NL,Noord-Brabant,Alphen-Chaam,1647,,5,26,2021-12-18T10:00:00
NL,Zeeland,Noord-Beveland,1029,,10,26,2021-12-18T10:00:00
NL,Utrecht,Bunnik,2057,,14,27,2021-12-18T10:00:00
NL,Overijssel,Tubbergen,4480,,21,27,2021-12-18T10:00:00
NL,Zuid-Holland,Westvoorne,2027,,20,27,2021-12-18T10:00:00
NL,Noord-Brabant,Woensdrecht,3230,,26,27,2021-12-18T10:00:00
NL,Noord-Brabant,Waalre,2830,,17,27,2021-12-18T10:00:00
NL,Zuid-Holland,Kaag en Braassem,4308,,11,27,2021-12-18T10:00:00
NL,Gelderland,Winterswijk,3836,,23,27,2021-12-18T10:00:00
NL,Limburg,Vaals,1346,,16,28,2021-12-18T10:00:00
NL,Limburg,Voerendaal,2322,,12,28,2021-12-18T10:00:00
NL,Overijssel,Wierden,5074,,30,29,2021-12-18T10:00:00
NL,Zuid-Holland,Voorschoten,3557,,24,29,2021-12-18T10:00:00
NL,Noord-Holland,Drechterland,3466,,13,29,2021-12-18T10:00:00
NL,Noord-Holland,Koggenland,4192,,24,29,2021-12-18T10:00:00
NL,Noord-Brabant,Sint Anthonis,2124,,11,29,2021-12-18T10:00:00
NL,Overijssel,Staphorst,4381,,29,29,2021-12-18T10:00:00
NL,Gelderland,Westervoort,2108,,10,30,2021-12-18T10:00:00
NL,Drenthe,Tynaarlo,3025,,26,30,2021-12-18T10:00:00
NL,Noord-Holland,,2777,,3,30,2021-12-18T10:00:00
NL,Limburg,Bergen (L.),2840,,19,30,2021-12-18T10:00:00
NL,Noord-Brabant,Bergeijk,3469,,15,31,2021-12-18T10:00:00
NL,Gelderland,Heumen,2459,,21,31,2021-12-18T10:00:00
NL,Noord-Holland,Zandvoort,2499,,46,32,2021-12-18T10:00:00
NL,Limburg,Gennep,3454,,31,32,2021-12-18T10:00:00
NL,Noord-Brabant,Oirschot,3536,,27,33,2021-12-18T10:00:00
NL,Noord-Holland,Enkhuizen,3115,,17,33,2021-12-18T10:00:00
NL,Gelderland,Voorst,3626,,31,33,2021-12-18T10:00:00
NL,Gelderland,Aalten,3935,,32,34,2021-12-18T10:00:00
NL,Utrecht,Montfoort,2526,,9,34,2021-12-18T10:00:00
NL,Zuid-Holland,Brielle,2785,,11,34,2021-12-18T10:00:00
NL,Fryslân,Dantumadiel,3329,,24,34,2021-12-18T10:00:00
NL,Limburg,Simpelveld,1795,,11,35,2021-12-18T10:00:00
NL,Noord-Holland,Wijdemeren,3853,,24,35,2021-12-18T10:00:00
NL,Gelderland,Duiven,3528,,17,35,2021-12-18T10:00:00
NL,Noord-Brabant,Grave,2306,,27,35,2021-12-18T10:00:00
NL,Zuid-Holland,Lisse,3849,,22,35,2021-12-18T10:00:00
NL,Noord-Holland,Waterland,2822,,18,35,2021-12-18T10:00:00
NL,Noord-Brabant,Geertruidenberg,3900,,30,36,2021-12-18T10:00:00
NL,Utrecht,Baarn,4248,,29,36,2021-12-18T10:00:00
NL,Noord-Holland,Heemstede,4175,,67,36,2021-12-18T10:00:00
