country,lau,cases,population,cases/100k pop.,deaths,hospitalized,datetime
NL,Heerenveen,4,50257.0,8.0,,,2020-03-26T14:00:00
NL,Reusel-De Mierden,4,13060.0,30.6,,,2020-03-26T14:00:00
NL,Uitgeest,4,13528.0,29.6,,,2020-03-26T14:00:00
NL,Brummen,4,20698.0,19.3,,,2020-03-26T14:00:00
NL,Wageningen,4,38774.0,10.3,,,2020-03-26T14:00:00
NL,Hendrik-Ido-Ambacht,5,30966.0,16.1,,,2020-03-26T14:00:00
NL,Maasdriel,5,24693.0,20.2,,,2020-03-26T14:00:00
NL,Kaag en Braassem,5,26866.0,18.6,,,2020-03-26T14:00:00
NL,Doesburg,5,11148.0,44.9,,,2020-03-26T14:00:00
NL,Hattem,5,12173.0,41.1,,,2020-03-26T14:00:00
NL,Laren,5,11195.0,44.7,,,2020-03-26T14:00:00
NL,Gulpen-Wittem,5,14246.0,35.1,,,2020-03-26T14:00:00
NL,Mill en Sint Hubert,5,10891.0,45.9,,,2020-03-26T14:00:00
NL,Moerdijk,5,36961.0,13.5,,,2020-03-26T14:00:00
NL,Mook en Middelaar,5,7806.0,64.1,,,2020-03-26T14:00:00
NL,Wormerland,5,16329.0,30.6,,,2020-03-26T14:00:00
NL,Woensdrecht,5,21866.0,22.9,,,2020-03-26T14:00:00
NL,Opsterland,5,29723.0,16.8,,,2020-03-26T14:00:00
NL,Oude IJsselstreek,5,39473.0,12.7,,,2020-03-26T14:00:00
NL,Midden-Groningen,5,60899.0,8.2,,,2020-03-26T14:00:00
NL,Smallingerland,5,55938.0,8.9,,,2020-03-26T14:00:00
NL,Baarn,5,24767.0,20.2,,,2020-03-26T14:00:00
NL,Hardinxveld-Giessendam,6,18051.0,33.2,,,2020-03-26T14:00:00
NL,Wassenaar,6,26211.0,22.9,,,2020-03-26T14:00:00
NL,Waddinxveen,6,28316.0,21.2,,,2020-03-26T14:00:00
NL,Het Hogeland,6,47888.0,12.5,,,2020-03-26T14:00:00
NL,Waalre,6,17247.0,34.8,,,2020-03-26T14:00:00
NL,Voorschoten,6,25479.0,23.5,,,2020-03-26T14:00:00
NL,Sluis,6,23386.0,25.7,,,2020-03-26T14:00:00
NL,Koggenland,6,22738.0,26.4,,,2020-03-26T14:00:00
NL,Rucphen,6,22572.0,26.6,,,2020-03-26T14:00:00
NL,Putten,6,24198.0,24.8,,,2020-03-26T14:00:00
NL,Zandvoort,6,17011.0,35.3,,,2020-03-26T14:00:00
NL,Oost Gelre,6,29704.0,20.2,,,2020-03-26T14:00:00
NL,Olst-Wijhe,6,18071.0,33.2,,,2020-03-26T14:00:00
NL,Nieuwkoop,6,28628.0,21.0,,,2020-03-26T14:00:00
NL,Medemblik,6,44809.0,13.4,,,2020-03-26T14:00:00
NL,Vaals,6,10092.0,59.5,,,2020-03-26T14:00:00
NL,Papendrecht,6,32290.0,18.6,,,2020-03-26T14:00:00
NL,Zeewolde,6,22309.0,26.9,,,2020-03-26T14:00:00
NL,Blaricum,6,11202.0,53.6,,,2020-03-26T14:00:00
NL,Elburg,6,23086.0,26.0,,,2020-03-26T14:00:00
NL,Dongen,6,26051.0,23.0,,,2020-03-26T14:00:00
NL,Den Helder,6,55604.0,10.8,,,2020-03-26T14:00:00
NL,Alblasserdam,6,20069.0,29.9,,,2020-03-26T14:00:00
NL,Borsele,6,22800.0,26.3,,,2020-03-26T14:00:00
NL,Diemen,6,29196.0,20.6,,,2020-03-26T14:00:00
NL,Asten,6,16710.0,35.9,,,2020-03-26T14:00:00
NL,Assen,7,67963.0,10.3,,,2020-03-26T14:00:00
NL,Hellevoetsluis,7,40049.0,17.5,,,2020-03-26T14:00:00
NL,Veenendaal,7,65589.0,10.7,,,2020-03-26T14:00:00
NL,Landsmeer,7,11488.0,60.9,,,2020-03-26T14:00:00
NL,Buren,7,26568.0,26.3,,,2020-03-26T14:00:00
NL,Hoogeveen,7,55662.0,12.6,,,2020-03-26T14:00:00
NL,Uithoorn,7,29424.0,23.8,,,2020-03-26T14:00:00
NL,Voerendaal,7,12452.0,56.2,,,2020-03-26T14:00:00
NL,Druten,7,18797.0,37.2,,,2020-03-26T14:00:00
NL,Krimpen aan den IJssel,7,29376.0,23.8,,,2020-03-26T14:00:00
NL,Veere,7,21835.0,32.1,,,2020-03-26T14:00:00
NL,Hellendoorn,7,35808.0,19.5,,,2020-03-26T14:00:00
NL,Ommen,7,17813.0,39.3,,,2020-03-26T14:00:00
NL,Oostzaan,7,9757.0,71.7,,,2020-03-26T14:00:00
NL,Weesp,7,19334.0,36.2,,,2020-03-26T14:00:00
NL,Sliedrecht,7,25026.0,28.0,,,2020-03-26T14:00:00
NL,Zaltbommel,7,28451.0,24.6,,,2020-03-26T14:00:00
NL,Ouder-Amstel,7,13916.0,50.3,,,2020-03-26T14:00:00
NL,Woudenberg,7,13166.0,53.2,,,2020-03-26T14:00:00
NL,Reimerswaal,7,22678.0,30.9,,,2020-03-26T14:00:00
NL,Goes,7,37653.0,18.6,,,2020-03-26T14:00:00
NL,Wijk bij Duurstede,7,23762.0,29.5,,,2020-03-26T14:00:00
NL,Oirschot,8,18623.0,43.0,,,2020-03-26T14:00:00
NL,Meerssen,8,18923.0,42.3,,,2020-03-26T14:00:00
NL,Middelburg,8,48544.0,16.5,,,2020-03-26T14:00:00
NL,Hof van Twente,8,34940.0,22.9,,,2020-03-26T14:00:00
NL,Beesel,8,13519.0,59.2,,,2020-03-26T14:00:00
NL,Schouwen-Duiveland,8,33779.0,23.7,,,2020-03-26T14:00:00
NL,Huizen,8,41273.0,19.4,,,2020-03-26T14:00:00
NL,Noordwijk,8,42859.0,18.7,,,2020-03-26T14:00:00
NL,Noordoostpolder,8,46849.0,17.1,,,2020-03-26T14:00:00
NL,Steenwijkerland,8,43940.0,18.2,,,2020-03-26T14:00:00
NL,Cuijk,8,24931.0,32.1,,,2020-03-26T14:00:00
NL,Lochem,8,33590.0,23.8,,,2020-03-26T14:00:00
NL,Urk,8,20776.0,38.5,,,2020-03-26T14:00:00
NL,Zutphen,8,47609.0,16.8,,,2020-03-26T14:00:00
NL,Gennep,8,17071.0,46.9,,,2020-03-26T14:00:00
NL,Maassluis,8,32768.0,24.4,,,2020-03-26T14:00:00
NL,Halderberge,8,30194.0,26.5,,,2020-03-26T14:00:00
NL,Westvoorne,8,14626.0,54.7,,,2020-03-26T14:00:00
NL,Vlissingen,8,44371.0,18.0,,,2020-03-26T14:00:00
NL,Bronckhorst,8,36212.0,22.1,,,2020-03-26T14:00:00
NL,Emmen,8,107113.0,7.5,,,2020-03-26T14:00:00
NL,Bodegraven-Reeuwijk,8,34462.0,23.2,,,2020-03-26T14:00:00
NL,Bunnik,9,15192.0,59.2,,,2020-03-26T14:00:00
NL,Hardenberg,9,60574.0,14.9,,,2020-03-26T14:00:00
NL,Montfoort,9,13996.0,64.3,,,2020-03-26T14:00:00
NL,Oegstgeest,9,24426.0,36.8,,,2020-03-26T14:00:00
NL,Gorinchem,9,36682.0,24.5,,,2020-03-26T14:00:00
NL,Tubbergen,9,21276.0,42.3,,,2020-03-26T14:00:00
NL,Simpelveld,10,10516.0,95.1,,,2020-03-26T14:00:00
NL,Zuidplas,10,42762.0,23.4,,,2020-03-26T14:00:00
NL,Teylingen,10,37061.0,27.0,,,2020-03-26T14:00:00
NL,Boxmeer,10,29065.0,34.4,,,2020-03-26T14:00:00
NL,Hilvarenbeek,10,15334.0,65.2,,,2020-03-26T14:00:00
NL,Edam-Volendam,10,36099.0,27.7,,,2020-03-26T14:00:00
NL,Heiloo,10,23464.0,42.6,,,2020-03-26T14:00:00
NL,Heeze-Leende,10,15964.0,62.6,,,2020-03-26T14:00:00
NL,Voorst,10,24417.0,41.0,,,2020-03-26T14:00:00
NL,"Nuenen, Gerwen en Nederwetten",10,23186.0,43.1,,,2020-03-26T14:00:00
NL,Zevenaar,10,43488.0,23.0,,,2020-03-26T14:00:00
NL,Valkenburg aan de Geul,10,16470.0,60.7,,,2020-03-26T14:00:00
NL,Heemskerk,10,39164.0,25.5,,,2020-03-26T14:00:00
NL,Katwijk,10,65302.0,15.3,,,2020-03-26T14:00:00
NL,Geertruidenberg,11,21515.0,51.1,,,2020-03-26T14:00:00
NL,Roerdalen,11,20615.0,53.4,,,2020-03-26T14:00:00
NL,Aalsmeer,11,31728.0,34.7,,,2020-03-26T14:00:00
NL,Rijswijk,11,53467.0,20.6,,,2020-03-26T14:00:00
NL,Dronten,11,40815.0,27.0,,,2020-03-26T14:00:00
NL,Zwijndrecht,11,44639.0,24.6,,,2020-03-26T14:00:00
NL,Steenbergen,11,25054.0,43.9,,,2020-03-26T14:00:00
NL,Waterland,11,17315.0,63.5,,,2020-03-26T14:00:00
NL,Bergeijk,11,18491.0,59.5,,,2020-03-26T14:00:00
NL,Nijkerk,12,42943.0,27.9,,,2020-03-26T14:00:00
NL,De Fryske Marren,12,51430.0,23.3,,,2020-03-26T14:00:00
NL,Beverwijk,12,41176.0,29.1,,,2020-03-26T14:00:00
NL,Oudewater,12,10201.0,117.6,,,2020-03-26T14:00:00
NL,Raalte,12,37511.0,32.0,,,2020-03-26T14:00:00
NL,Schagen,12,46553.0,25.8,,,2020-03-26T14:00:00
NL,Borne,12,23210.0,51.7,,,2020-03-26T14:00:00
NL,Almelo,12,72849.0,16.5,,,2020-03-26T14:00:00
NL,Westerkwartier,12,63031.0,19.0,,,2020-03-26T14:00:00
NL,Lopik,12,14473.0,82.9,,,2020-03-26T14:00:00
NL,Maasgouw,12,23716.0,50.6,,,2020-03-26T14:00:00
NL,Súdwest-Fryslân,12,89710.0,13.4,,,2020-03-26T14:00:00
NL,Bergen op Zoom,13,66811.0,19.5,,,2020-03-26T14:00:00
NL,West Maas en Waal,13,19076.0,68.1,,,2020-03-26T14:00:00
NL,Ridderkerk,13,46241.0,28.1,,,2020-03-26T14:00:00
NL,Rijssen-Holten,13,38300.0,33.9,,,2020-03-26T14:00:00
NL,Barneveld,13,57971.0,22.4,,,2020-03-26T14:00:00
NL,Castricum,13,35772.0,36.3,,,2020-03-26T14:00:00
NL,Langedijk,13,27992.0,46.4,,,2020-03-26T14:00:00
NL,Neder-Betuwe,13,24034.0,54.1,,,2020-03-26T14:00:00
NL,Beek,13,15929.0,81.6,,,2020-03-26T14:00:00
NL,Dalfsen,13,28499.0,45.6,,,2020-03-26T14:00:00
NL,De Ronde Venen,13,44059.0,29.5,,,2020-03-26T14:00:00
NL,Leusden,13,30030.0,43.3,,,2020-03-26T14:00:00
NL,Terneuzen,14,54589.0,25.6,,,2020-03-26T14:00:00
NL,Sint Anthonis,14,11606.0,120.6,,,2020-03-26T14:00:00
NL,Harderwijk,14,47581.0,29.4,,,2020-03-26T14:00:00
NL,Bergen (NH),14,29974.0,46.7,,,2020-03-26T14:00:00
NL,Eersel,14,19110.0,73.3,,,2020-03-26T14:00:00
NL,Culemborg,14,28555.0,49.0,,,2020-03-26T14:00:00
NL,Haaren,14,14195.0,98.6,,,2020-03-26T14:00:00
NL,Lingewaard,14,46475.0,30.1,,,2020-03-26T14:00:00
NL,Hollands Kroon,14,47815.0,29.3,,,2020-03-26T14:00:00
NL,Tholen,14,25780.0,54.3,,,2020-03-26T14:00:00
NL,Zoetermeer,14,124944.0,11.2,,,2020-03-26T14:00:00
NL,Renkum,14,31302.0,44.7,,,2020-03-26T14:00:00
NL,Grave,14,12483.0,112.2,,,2020-03-26T14:00:00
NL,Zundert,15,21612.0,69.4,,,2020-03-26T14:00:00
NL,Hoorn,15,73004.0,20.5,,,2020-03-26T14:00:00
NL,Oldenzaal,15,31840.0,47.1,,,2020-03-26T14:00:00
NL,Heumen,15,16486.0,91.0,,,2020-03-26T14:00:00
NL,Tynaarlo,15,33698.0,44.5,,,2020-03-26T14:00:00
NL,Enkhuizen,15,18507.0,81.1,,,2020-03-26T14:00:00
NL,Beuningen,15,25882.0,58.0,,,2020-03-26T14:00:00
NL,Leeuwarden,15,123107.0,12.2,,,2020-03-26T14:00:00
NL,Someren,15,19322.0,77.6,,,2020-03-26T14:00:00
NL,Nieuwegein,15,63036.0,23.8,,,2020-03-26T14:00:00
NL,Bladel,15,20175.0,74.3,,,2020-03-26T14:00:00
NL,Epe,16,33145.0,48.3,,,2020-03-26T14:00:00
NL,Geldrop-Mierlo,16,39595.0,40.4,,,2020-03-26T14:00:00
NL,Schiedam,16,77999.0,20.5,,,2020-03-26T14:00:00
NL,Molenlanden,16,43858.0,36.5,,,2020-03-26T14:00:00
NL,Bloemendaal,16,23410.0,68.3,,,2020-03-26T14:00:00
NL,Oldebroek,16,23598.0,67.8,,,2020-03-26T14:00:00
NL,Valkenswaard,17,30910.0,55.0,,,2020-03-26T14:00:00
NL,Utrechtse Heuvelrug,17,49515.0,34.3,,,2020-03-26T14:00:00
NL,Stede Broec,17,21706.0,78.3,,,2020-03-26T14:00:00
NL,Leidschendam-Voorburg,17,75425.0,22.5,,,2020-03-26T14:00:00
NL,Ermelo,17,26858.0,63.3,,,2020-03-26T14:00:00
NL,Coevorden,17,35483.0,47.9,,,2020-03-26T14:00:00
NL,Doetinchem,17,57555.0,29.5,,,2020-03-26T14:00:00
NL,Hilversum,18,90238.0,19.9,,,2020-03-26T14:00:00
NL,Nederweert,18,17001.0,105.9,,,2020-03-26T14:00:00
NL,Son en Breugel,19,16904.0,112.4,,,2020-03-26T14:00:00
NL,Gilze en Rijen,19,26431.0,71.9,,,2020-03-26T14:00:00
NL,Boxtel,19,30747.0,61.8,,,2020-03-26T14:00:00
NL,Krimpenerwaard,19,56048.0,33.9,,,2020-03-26T14:00:00
NL,Albrandswaard,19,25271.0,75.2,,,2020-03-26T14:00:00
NL,Alphen-Chaam,19,10149.0,187.2,,,2020-03-26T14:00:00
NL,Barendrecht,19,48673.0,39.0,,,2020-03-26T14:00:00
NL,Heerhugowaard,19,56742.0,33.5,,,2020-03-26T14:00:00
NL,Tiel,20,41978.0,47.6,,,2020-03-26T14:00:00
NL,Horst aan de Maas,20,42291.0,47.3,,,2020-03-26T14:00:00
NL,Pijnacker-Nootdorp,20,54331.0,36.8,,,2020-03-26T14:00:00
NL,Venray,20,43326.0,46.2,,,2020-03-26T14:00:00
NL,Gooise Meren,20,57715.0,34.7,,,2020-03-26T14:00:00
NL,Hengelo (O),21,80683.0,26.0,,,2020-03-26T14:00:00
NL,Heemstede,21,27286.0,77.0,,,2020-03-26T14:00:00
NL,Best,21,29821.0,70.4,,,2020-03-26T14:00:00
NL,Rheden,21,43640.0,48.1,,,2020-03-26T14:00:00
NL,Goirle,21,23793.0,88.3,,,2020-03-26T14:00:00
NL,Drimmelen,21,27150.0,77.3,,,2020-03-26T14:00:00
NL,Loon op Zand,21,23327.0,90.0,,,2020-03-26T14:00:00
NL,Oisterwijk,21,26140.0,80.3,,,2020-03-26T14:00:00
NL,Veldhoven,22,45337.0,48.5,,,2020-03-26T14:00:00
NL,West Betuwe,22,50697.0,43.4,,,2020-03-26T14:00:00
NL,Brunssum,22,28103.0,78.3,,,2020-03-26T14:00:00
NL,Sint-Michielsgestel,22,28991.0,75.9,,,2020-03-26T14:00:00
NL,Echt-Susteren,23,31638.0,72.7,,,2020-03-26T14:00:00
NL,Velsen,23,68348.0,33.7,,,2020-03-26T14:00:00
NL,IJsselstein,23,34160.0,67.3,,,2020-03-26T14:00:00
NL,Nissewaard,23,84797.0,27.1,,,2020-03-26T14:00:00
NL,Soest,23,46194.0,49.8,,,2020-03-26T14:00:00
NL,Roosendaal,24,77032.0,31.2,,,2020-03-26T14:00:00
NL,Vlaardingen,24,72404.0,33.1,,,2020-03-26T14:00:00
NL,Heerde,24,18546.0,129.4,,,2020-03-26T14:00:00
NL,Laarbeek,24,22333.0,107.5,,,2020-03-26T14:00:00
NL,Vijfheerenlanden,24,55712.0,43.1,,,2020-03-26T14:00:00
NL,Gouda,25,73181.0,34.2,,,2020-03-26T14:00:00
NL,Heusden,25,44135.0,56.6,,,2020-03-26T14:00:00
NL,Dinkelland,25,26350.0,94.9,,,2020-03-26T14:00:00
NL,Delft,25,103163.0,24.2,,,2020-03-26T14:00:00
NL,Vught,25,26396.0,94.7,,,2020-03-26T14:00:00
NL,Landgraaf,25,37591.0,66.5,,,2020-03-26T14:00:00
NL,Woerden,25,52197.0,47.9,,,2020-03-26T14:00:00
NL,Eijsden-Margraten,26,25658.0,101.3,,,2020-03-26T14:00:00
NL,Capelle aan den IJssel,26,66818.0,38.9,,,2020-03-26T14:00:00
NL,Kerkrade,26,45642.0,57.0,,,2020-03-26T14:00:00
NL,Stichtse Vecht,27,64336.0,42.0,,,2020-03-26T14:00:00
NL,Lelystad,27,77893.0,34.7,,,2020-03-26T14:00:00
NL,Weert,28,49842.0,56.2,,,2020-03-26T14:00:00
NL,Lansingerland,28,61601.0,45.5,,,2020-03-26T14:00:00
NL,Zeist,28,63934.0,43.8,,,2020-03-26T14:00:00
NL,Leiden,28,124899.0,22.4,,,2020-03-26T14:00:00
NL,Stein,28,24961.0,112.2,,,2020-03-26T14:00:00
NL,Dordrecht,28,118654.0,23.6,,,2020-03-26T14:00:00
NL,Oosterhout,29,55616.0,52.1,,,2020-03-26T14:00:00
NL,Roermond,29,58209.0,49.8,,,2020-03-26T14:00:00
NL,Alkmaar,29,108558.0,26.7,,,2020-03-26T14:00:00
NL,Deventer,30,99957.0,30.0,,,2020-03-26T14:00:00
NL,Alphen aan den Rijn,30,110986.0,27.0,,,2020-03-26T14:00:00
NL,Westland,30,108603.0,27.6,,,2020-03-26T14:00:00
NL,Haarlemmermeer,30,154235.0,19.5,,,2020-03-26T14:00:00
NL,Wijchen,30,40951.0,73.3,,,2020-03-26T14:00:00
NL,Cranendonck,31,20440.0,151.7,,,2020-03-26T14:00:00
NL,Nunspeet,31,27481.0,112.8,,,2020-03-26T14:00:00
NL,Zaanstad,31,155885.0,19.9,,,2020-03-26T14:00:00
NL,Leudal,32,35681.0,89.7,,,2020-03-26T14:00:00
NL,Almere,32,207904.0,15.4,,,2020-03-26T14:00:00
NL,Beekdaelen,32,35727.0,89.6,,,2020-03-26T14:00:00
NL,Ede,33,115710.0,28.5,,,2020-03-26T14:00:00
NL,Zwartewaterland,33,22503.0,146.6,,,2020-03-26T14:00:00
NL,De Bilt,34,42824.0,79.4,,,2020-03-26T14:00:00
NL,Arnhem,34,159265.0,21.3,,,2020-03-26T14:00:00
NL,Landerd,34,15529.0,218.9,,,2020-03-26T14:00:00
NL,Enschede,34,158986.0,21.4,,,2020-03-26T14:00:00
NL,Altena,35,55386.0,63.2,,,2020-03-26T14:00:00
NL,Deurne,35,32362.0,108.2,,,2020-03-26T14:00:00
NL,Etten-Leur,37,43774.0,84.5,,,2020-03-26T14:00:00
NL,Purmerend,39,80117.0,48.7,,,2020-03-26T14:00:00
NL,Waalwijk,39,48240.0,80.8,,,2020-03-26T14:00:00
NL,Apeldoorn,39,162445.0,24.0,,,2020-03-26T14:00:00
NL,Kampen,41,53779.0,76.2,,,2020-03-26T14:00:00
NL,Boekel,42,10588.0,396.7,,,2020-03-26T14:00:00
NL,Houten,43,49911.0,86.2,,,2020-03-26T14:00:00
NL,Hoeksche Waard,43,86656.0,49.6,,,2020-03-26T14:00:00
NL,Berg en Dal,43,34798.0,123.6,,,2020-03-26T14:00:00
NL,Overbetuwe,44,47543.0,92.5,,,2020-03-26T14:00:00
NL,Amstelveen,46,90838.0,50.6,,,2020-03-26T14:00:00
NL,Amersfoort,54,156286.0,34.6,,,2020-03-26T14:00:00
NL,Venlo,54,101603.0,53.1,,,2020-03-26T14:00:00
NL,Haarlem,54,161265.0,33.5,,,2020-03-26T14:00:00
NL,Goeree-Overflakkee,56,49611.0,112.9,,,2020-03-26T14:00:00
NL,Zwolle,56,127497.0,43.9,,,2020-03-26T14:00:00
NL,Heerlen,63,86832.0,72.6,,,2020-03-26T14:00:00
NL,Helmond,66,91524.0,72.1,,,2020-03-26T14:00:00
NL,Gemert-Bakel,71,30447.0,233.2,,,2020-03-26T14:00:00
NL,Groningen,76,231299.0,32.9,,,2020-03-26T14:00:00
NL,Bernheze,83,30806.0,269.4,,,2020-03-26T14:00:00
NL,'s-Hertogenbosch,87,154205.0,56.4,,,2020-03-26T14:00:00
NL,Eindhoven,93,231642.0,40.1,,,2020-03-26T14:00:00
NL,Sittard-Geleen,94,92661.0,101.4,,,2020-03-26T14:00:00
NL,Peel en Maas,96,43311.0,221.7,,,2020-03-26T14:00:00
NL,Oss,100,91451.0,109.3,,,2020-03-26T14:00:00
NL,'s-Gravenhage,103,537833.0,19.2,,,2020-03-26T14:00:00
NL,Uden,107,41782.0,256.1,,,2020-03-26T14:00:00
NL,Maastricht,118,121565.0,97.1,,,2020-03-26T14:00:00
NL,Nijmegen,122,176731.0,69.0,,,2020-03-26T14:00:00
NL,Meierijstad,168,80815.0,207.9,,,2020-03-26T14:00:00
NL,Breda,201,183873.0,109.3,,,2020-03-26T14:00:00
NL,Rotterdam,204,644618.0,31.6,,,2020-03-26T14:00:00
NL,Utrecht,215,352866.0,60.9,,,2020-03-26T14:00:00
NL,Tilburg,230,217259.0,105.9,,,2020-03-26T14:00:00
NL,Amsterdam,351,862965.0,40.7,,,2020-03-26T14:00:00
