country,lau,cases,population,deaths,hospitalized,datetime
NL,Zwolle,2,128840,0,0,2020-11-24T00:00:00
NL,Reimerswaal,0,22730,0,0,2020-11-24T00:00:00
NL,Raalte,0,37712,0,0,2020-11-24T00:00:00
NL,Putten,0,24112,0,0,2020-11-24T00:00:00
NL,Purmerend,2,81249,0,0,2020-11-24T00:00:00
NL,Pijnacker-Nootdorp,12,55308,0,0,2020-11-24T00:00:00
NL,Pekela,0,12196,0,0,2020-11-24T00:00:00
NL,Peel en Maas,0,43425,0,0,2020-11-24T00:00:00
NL,Papendrecht,2,32136,0,0,2020-11-24T00:00:00
NL,Overbetuwe,0,47906,0,0,2020-11-24T00:00:00
NL,Oudewater,0,10230,0,0,2020-11-24T00:00:00
NL,Ouder-Amstel,0,14026,0,0,2020-11-24T00:00:00
NL,Oude IJsselstreek,0,39388,0,0,2020-11-24T00:00:00
NL,Oss,4,91915,0,0,2020-11-24T00:00:00
NL,Opsterland,0,29733,0,0,2020-11-24T00:00:00
NL,Opmeer,0,11836,0,0,2020-11-24T00:00:00
NL,Oostzaan,0,9735,0,0,2020-11-24T00:00:00
NL,Ooststellingwerf,0,25469,0,0,2020-11-24T00:00:00
NL,Renkum,1,31419,0,0,2020-11-24T00:00:00
NL,Renswoude,0,5444,0,0,2020-11-24T00:00:00
NL,Reusel-De Mierden,1,13112,0,0,2020-11-24T00:00:00
NL,Rheden,1,43761,0,0,2020-11-24T00:00:00
NL,Sliedrecht,0,25220,0,0,2020-11-24T00:00:00
NL,Sittard-Geleen,3,92429,0,0,2020-11-24T00:00:00
NL,Sint-Michielsgestel,1,29208,0,0,2020-11-24T00:00:00
NL,Sint Anthonis,3,11664,0,0,2020-11-24T00:00:00
NL,Simpelveld,1,10555,0,0,2020-11-24T00:00:00
NL,Schouwen-Duiveland,0,33839,1,0,2020-11-24T00:00:00
NL,Schiermonnikoog,0,947,0,0,2020-11-24T00:00:00
NL,Scherpenzeel,0,9880,0,0,2020-11-24T00:00:00
NL,Oosterhout,4,55982,0,0,2020-11-24T00:00:00
NL,Schagen,0,46483,0,0,2020-11-24T00:00:00
NL,Rozendaal,0,1704,0,0,2020-11-24T00:00:00
NL,Roosendaal,3,77251,0,0,2020-11-24T00:00:00
NL,Roermond,2,58260,0,0,2020-11-24T00:00:00
NL,Roerdalen,0,20574,0,0,2020-11-24T00:00:00
NL,Rijswijk (ZH.),8,54450,0,0,2020-11-24T00:00:00
NL,Rijssen-Holten,0,38177,1,0,2020-11-24T00:00:00
NL,Ridderkerk,1,46189,0,0,2020-11-24T00:00:00
NL,Rhenen,0,20119,0,0,2020-11-24T00:00:00
NL,Rucphen,0,22878,1,0,2020-11-24T00:00:00
NL,Ommen,0,18009,0,0,2020-11-24T00:00:00
NL,Olst-Wijhe,0,18252,0,0,2020-11-24T00:00:00
NL,Oldenzaal,0,31836,0,0,2020-11-24T00:00:00
NL,Molenlanden,0,43909,0,0,2020-11-24T00:00:00
NL,Moerdijk,0,37129,0,0,2020-11-24T00:00:00
NL,Mill en Sint Hubert,0,10939,0,0,2020-11-24T00:00:00
NL,Midden-Groningen,0,60797,0,0,2020-11-24T00:00:00
NL,Midden-Drenthe,0,33185,0,0,2020-11-24T00:00:00
NL,Midden-Delfland,9,19341,0,0,2020-11-24T00:00:00
NL,Middelburg (Z.),2,48822,0,0,2020-11-24T00:00:00
NL,Meppel,0,33920,0,0,2020-11-24T00:00:00
NL,Montferland,0,36011,0,0,2020-11-24T00:00:00
NL,Meierijstad,3,81194,0,0,2020-11-24T00:00:00
NL,Medemblik,0,45101,0,0,2020-11-24T00:00:00
NL,Maastricht,4,121575,0,0,2020-11-24T00:00:00
NL,Maassluis,20,33213,5,0,2020-11-24T00:00:00
NL,Maasgouw,2,23965,0,0,2020-11-24T00:00:00
NL,Maasdriel,9,25030,0,0,2020-11-24T00:00:00
NL,Losser,0,22683,0,0,2020-11-24T00:00:00
NL,Loppersum,0,9537,0,0,2020-11-24T00:00:00
NL,Lopik,0,14467,0,0,2020-11-24T00:00:00
NL,Meerssen,0,18828,0,0,2020-11-24T00:00:00
NL,Sluis,0,23210,0,0,2020-11-24T00:00:00
NL,Montfoort,0,13917,0,0,2020-11-24T00:00:00
NL,Neder-Betuwe,3,24339,0,0,2020-11-24T00:00:00
NL,Oldebroek,0,23646,0,0,2020-11-24T00:00:00
NL,Oldambt,0,38209,0,0,2020-11-24T00:00:00
NL,Oisterwijk,1,26245,0,0,2020-11-24T00:00:00
NL,Oirschot,0,18714,0,0,2020-11-24T00:00:00
NL,Oegstgeest,0,24840,0,0,2020-11-24T00:00:00
NL,Nunspeet,0,27851,0,0,2020-11-24T00:00:00
NL,"Nuenen, Gerwen en Nederwetten",0,23383,0,0,2020-11-24T00:00:00
NL,Noordwijk,2,43508,0,0,2020-11-24T00:00:00
NL,Mook en Middelaar,0,7847,0,0,2020-11-24T00:00:00
NL,Noordoostpolder,0,47291,0,0,2020-11-24T00:00:00
NL,Noord-Beveland,0,7392,0,0,2020-11-24T00:00:00
NL,Noardeast-Frysl̢n,2,45228,0,0,2020-11-24T00:00:00
NL,Nissewaard,13,85219,0,0,2020-11-24T00:00:00
NL,Nijmegen,8,177659,0,0,2020-11-24T00:00:00
NL,Nijkerk,1,43171,0,0,2020-11-24T00:00:00
NL,Nieuwkoop,1,28811,0,0,2020-11-24T00:00:00
NL,Nieuwegein,3,63462,0,0,2020-11-24T00:00:00
NL,Nederweert,0,17019,0,0,2020-11-24T00:00:00
NL,Noordenveld,0,31253,0,0,2020-11-24T00:00:00
NL,Loon op Zand,1,23408,0,0,2020-11-24T00:00:00
NL,Smallingerland,2,56150,0,0,2020-11-24T00:00:00
NL,Someren,0,19368,0,0,2020-11-24T00:00:00
NL,Wierden,1,24446,0,0,2020-11-24T00:00:00
NL,Westvoorne,0,14731,0,0,2020-11-24T00:00:00
NL,Weststellingwerf,0,25914,0,0,2020-11-24T00:00:00
NL,Westland,9,110375,0,0,2020-11-24T00:00:00
NL,Westerwolde,0,25733,0,0,2020-11-24T00:00:00
NL,Westervoort,4,14971,1,0,2020-11-24T00:00:00
NL,Westerveld,0,19460,0,0,2020-11-24T00:00:00
NL,Westerkwartier,0,63329,0,0,2020-11-24T00:00:00
NL,West Betuwe,1,51128,0,0,2020-11-24T00:00:00
NL,Weesp,0,19738,1,0,2020-11-24T00:00:00
NL,Weert,2,50105,0,0,2020-11-24T00:00:00
NL,Waterland,0,17424,0,0,2020-11-24T00:00:00
NL,Wassenaar,2,26305,0,0,2020-11-24T00:00:00
NL,Wageningen,0,39664,0,0,2020-11-24T00:00:00
NL,Waddinxveen,1,29291,0,0,2020-11-24T00:00:00
NL,Waalwijk,1,48637,0,0,2020-11-24T00:00:00
NL,Waalre,0,17456,0,0,2020-11-24T00:00:00
NL,Wijchen,3,41110,0,0,2020-11-24T00:00:00
NL,Wijdemeren,1,24358,0,0,2020-11-24T00:00:00
NL,Wijk bij Duurstede,0,23914,0,0,2020-11-24T00:00:00
NL,Winterswijk,0,28854,0,0,2020-11-24T00:00:00
