country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Friesland,Vlieland,19,,0,0,2020-12-06T10:00:00
NL,Friesland,Ameland,47,,0,0,2020-12-06T10:00:00
NL,Drenthe,,11,,0,0,2020-12-06T10:00:00
NL,Drenthe,Aa en Hunze,342,,1,1,2020-12-06T10:00:00
NL,Friesland,Terschelling,73,,1,1,2020-12-06T10:00:00
NL,Friesland,Schiermonnikoog,5,,0,1,2020-12-06T10:00:00
NL,Groningen,,16,,0,1,2020-12-06T10:00:00
NL,Friesland,,12,,0,1,2020-12-06T10:00:00
NL,Gelderland,Rozendaal,32,,0,1,2020-12-06T10:00:00
NL,Flevoland,,10,,0,1,2020-12-06T10:00:00
NL,Groningen,Loppersum,97,,0,1,2020-12-06T10:00:00
NL,Friesland,Achtkarspelen,318,,0,1,2020-12-06T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,733,,7,2,2020-12-06T10:00:00
NL,Friesland,Dantumadiel,237,,0,2,2020-12-06T10:00:00
NL,Zeeland,,6,,1,2,2020-12-06T10:00:00
NL,Noord-Holland,Opmeer,257,,2,3,2020-12-06T10:00:00
NL,Zeeland,Noord-Beveland,103,,1,3,2020-12-06T10:00:00
NL,Noord-Holland,Beemster,228,,2,4,2020-12-06T10:00:00
NL,Zuid-Holland,Zoeterwoude,266,,1,4,2020-12-06T10:00:00
NL,Zeeland,Kapelle,144,,1,4,2020-12-06T10:00:00
NL,Groningen,Veendam,305,,1,4,2020-12-06T10:00:00
NL,Overijssel,,356,,3,4,2020-12-06T10:00:00
NL,Utrecht,Renswoude,142,,5,5,2020-12-06T10:00:00
NL,Gelderland,Scherpenzeel,304,,2,5,2020-12-06T10:00:00
NL,Friesland,Harlingen,159,,2,5,2020-12-06T10:00:00
NL,Friesland,Weststellingwerf,387,,12,5,2020-12-06T10:00:00
NL,Utrecht,,84,,1,6,2020-12-06T10:00:00
NL,Utrecht,Eemnes,277,,1,6,2020-12-06T10:00:00
NL,Noord-Holland,Landsmeer,387,,4,6,2020-12-06T10:00:00
NL,Noord-Holland,Texel,126,,2,6,2020-12-06T10:00:00
NL,Zeeland,Borsele,289,,2,7,2020-12-06T10:00:00
NL,Noord-Holland,Uitgeest,417,,3,7,2020-12-06T10:00:00
NL,Noord-Holland,Drechterland,506,,8,7,2020-12-06T10:00:00
NL,Groningen,Pekela,119,,2,7,2020-12-06T10:00:00
NL,Drenthe,Noordenveld,329,,14,7,2020-12-06T10:00:00
NL,Noord-Holland,Blaricum,341,,2,8,2020-12-06T10:00:00
NL,Noord-Holland,Ouder-Amstel,555,,0,8,2020-12-06T10:00:00
NL,Groningen,Appingedam,134,,1,8,2020-12-06T10:00:00
NL,Limburg,,124,,3,8,2020-12-06T10:00:00
NL,Friesland,Ooststellingwerf,360,,1,8,2020-12-06T10:00:00
NL,Zuid-Holland,Westvoorne,412,,1,9,2020-12-06T10:00:00
NL,Noord-Brabant,Waalre,514,,10,9,2020-12-06T10:00:00
NL,Zeeland,Reimerswaal,439,,5,9,2020-12-06T10:00:00
NL,Zuid-Holland,Hillegom,594,,2,9,2020-12-06T10:00:00
NL,Drenthe,Borger-Odoorn,454,,9,9,2020-12-06T10:00:00
NL,Overijssel,Ommen,326,,7,9,2020-12-06T10:00:00
NL,Groningen,Delfzijl,298,,1,9,2020-12-06T10:00:00
NL,Limburg,Mook en Middelaar,248,,9,9,2020-12-06T10:00:00
NL,Friesland,Tytsjerksteradiel,366,,3,9,2020-12-06T10:00:00
NL,Drenthe,Midden-Drenthe,515,,3,9,2020-12-06T10:00:00
NL,Groningen,Stadskanaal,689,,7,10,2020-12-06T10:00:00
NL,Noord-Holland,Bloemendaal,555,,6,10,2020-12-06T10:00:00
NL,Zeeland,Veere,202,,2,10,2020-12-06T10:00:00
NL,Drenthe,Westerveld,225,,5,10,2020-12-06T10:00:00
NL,Utrecht,Woudenberg,429,,4,11,2020-12-06T10:00:00
NL,Limburg,Vaals,162,,2,11,2020-12-06T10:00:00
NL,Noord-Holland,Weesp,874,,15,11,2020-12-06T10:00:00
NL,Zuid-Holland,Papendrecht,1134,,19,11,2020-12-06T10:00:00
NL,Gelderland,,224,,2,11,2020-12-06T10:00:00
NL,Noord-Holland,Laren,362,,8,11,2020-12-06T10:00:00
NL,Overijssel,Staphorst,519,,5,11,2020-12-06T10:00:00
NL,Friesland,Opsterland,302,,0,11,2020-12-06T10:00:00
NL,Noord-Brabant,Woensdrecht,702,,21,11,2020-12-06T10:00:00
NL,Groningen,Het Hogeland,726,,6,11,2020-12-06T10:00:00
NL,Overijssel,Wierden,1124,,13,11,2020-12-06T10:00:00
NL,Groningen,Oldambt,397,,6,11,2020-12-06T10:00:00
NL,Overijssel,Olst-Wijhe,315,,8,12,2020-12-06T10:00:00
NL,Limburg,Bergen (L.),335,,3,12,2020-12-06T10:00:00
NL,Noord-Holland,Koggenland,604,,12,12,2020-12-06T10:00:00
NL,Zuid-Holland,Sliedrecht,999,,15,12,2020-12-06T10:00:00
NL,Noord-Brabant,Baarle-Nassau,212,,4,12,2020-12-06T10:00:00
NL,Zuid-Holland,Voorschoten,676,,14,12,2020-12-06T10:00:00
NL,Gelderland,Doesburg,265,,7,12,2020-12-06T10:00:00
NL,Gelderland,Putten,653,,6,13,2020-12-06T10:00:00
NL,Drenthe,Meppel,535,,5,13,2020-12-06T10:00:00
NL,Zuid-Holland,Hendrik-Ido-Ambacht,1314,,10,13,2020-12-06T10:00:00
NL,Zuid-Holland,Midden-Delfland,694,,6,13,2020-12-06T10:00:00
NL,Friesland,Noardeast-Fryslân,576,,7,13,2020-12-06T10:00:00
NL,Gelderland,Winterswijk,655,,8,13,2020-12-06T10:00:00
NL,Drenthe,Tynaarlo,413,,12,13,2020-12-06T10:00:00
NL,Zuid-Holland,Kaag en Braassem,768,,3,13,2020-12-06T10:00:00
NL,Noord-Holland,Oostzaan,364,,3,13,2020-12-06T10:00:00
NL,Utrecht,Wijk bij Duurstede,618,,7,14,2020-12-06T10:00:00
NL,Noord-Holland,Heiloo,526,,10,14,2020-12-06T10:00:00
NL,Overijssel,Losser,830,,5,14,2020-12-06T10:00:00
NL,Noord-Brabant,Mill en Sint Hubert,377,,6,14,2020-12-06T10:00:00
NL,Overijssel,Tubbergen,1143,,9,14,2020-12-06T10:00:00
NL,Groningen,Westerwolde,423,,3,14,2020-12-06T10:00:00
NL,Gelderland,Aalten,651,,12,14,2020-12-06T10:00:00
NL,Noord-Holland,Wijdemeren,668,,5,14,2020-12-06T10:00:00
NL,Friesland,Smallingerland,647,,11,14,2020-12-06T10:00:00
NL,Zuid-Holland,Alblasserdam,948,,13,15,2020-12-06T10:00:00
NL,Utrecht,Rhenen,680,,8,15,2020-12-06T10:00:00
NL,Gelderland,Westervoort,411,,7,15,2020-12-06T10:00:00
NL,Zuid-Holland,Lisse,639,,5,15,2020-12-06T10:00:00
NL,Utrecht,Bunnik,447,,10,15,2020-12-06T10:00:00
NL,Noord-Holland,Zandvoort,420,,9,15,2020-12-06T10:00:00
NL,Utrecht,Montfoort,478,,7,16,2020-12-06T10:00:00
NL,Flevoland,Zeewolde,436,,7,16,2020-12-06T10:00:00
NL,Overijssel,Hellendoorn,1102,,15,16,2020-12-06T10:00:00
NL,Zeeland,Schouwen-Duiveland,552,,16,16,2020-12-06T10:00:00
NL,Drenthe,De Wolden,416,,6,16,2020-12-06T10:00:00
NL,Utrecht,Leusden,804,,12,16,2020-12-06T10:00:00
NL,Overijssel,Twenterand,1069,,5,16,2020-12-06T10:00:00
NL,Noord-Brabant,Hilvarenbeek,542,,15,17,2020-12-06T10:00:00
NL,Friesland,Heerenveen,624,,24,17,2020-12-06T10:00:00
NL,Groningen,Midden-Groningen,761,,11,17,2020-12-06T10:00:00
NL,Zuid-Holland,Nieuwkoop,886,,11,17,2020-12-06T10:00:00
NL,Zuid-Holland,Oegstgeest,734,,6,17,2020-12-06T10:00:00
NL,Zeeland,Vlissingen,575,,7,17,2020-12-06T10:00:00
NL,Limburg,Beek,347,,10,18,2020-12-06T10:00:00
NL,Friesland,Waadhoeke,638,,22,18,2020-12-06T10:00:00
NL,Overijssel,Dalfsen,712,,9,18,2020-12-06T10:00:00
NL,Overijssel,Borne,691,,6,18,2020-12-06T10:00:00
NL,Noord-Holland,Heemstede,711,,37,18,2020-12-06T10:00:00
NL,Limburg,Gennep,490,,15,18,2020-12-06T10:00:00
NL,Zeeland,Sluis,452,,7,18,2020-12-06T10:00:00
NL,Noord-Holland,Castricum,865,,12,18,2020-12-06T10:00:00
NL,Gelderland,Voorst,490,,11,18,2020-12-06T10:00:00
NL,Noord-Holland,Aalsmeer,1099,,20,18,2020-12-06T10:00:00
NL,Gelderland,Hattem,249,,5,18,2020-12-06T10:00:00
NL,Noord-Brabant,Reusel-De Mierden,616,,5,18,2020-12-06T10:00:00
NL,Gelderland,Duiven,731,,8,18,2020-12-06T10:00:00
NL,Overijssel,Steenwijkerland,694,,10,18,2020-12-06T10:00:00
NL,Noord-Holland,,292,,2,18,2020-12-06T10:00:00
NL,Limburg,Voerendaal,220,,8,18,2020-12-06T10:00:00
NL,Noord-Holland,Den Helder,867,,8,19,2020-12-06T10:00:00
NL,Zuid-Holland,Wassenaar,741,,15,19,2020-12-06T10:00:00
NL,Noord-Brabant,Heeze-Leende,529,,11,19,2020-12-06T10:00:00
NL,Noord-Brabant,Geertruidenberg,647,,7,19,2020-12-06T10:00:00
NL,Noord-Brabant,Cuijk,793,,15,20,2020-12-06T10:00:00
NL,Noord-Brabant,Alphen-Chaam,351,,5,20,2020-12-06T10:00:00
NL,Noord-Brabant,Oirschot,695,,18,20,2020-12-06T10:00:00
NL,Gelderland,Renkum,789,,11,20,2020-12-06T10:00:00
NL,Gelderland,Bronckhorst,943,,8,20,2020-12-06T10:00:00
NL,Noord-Holland,Stede Broec,467,,5,20,2020-12-06T10:00:00
NL,Zuid-Holland,Gorinchem,1428,,22,20,2020-12-06T10:00:00
NL,Noord-Brabant,Steenbergen,796,,14,20,2020-12-06T10:00:00
NL,Noord-Holland,Enkhuizen,469,,5,20,2020-12-06T10:00:00
NL,Limburg,Simpelveld,216,,5,21,2020-12-06T10:00:00
NL,Gelderland,Heumen,524,,13,21,2020-12-06T10:00:00
NL,Zuid-Holland,Molenlanden,1614,,16,21,2020-12-06T10:00:00
NL,Noord-Brabant,Asten,503,,14,21,2020-12-06T10:00:00
