country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Groningen,Loppersum,2,,0,0,2020-08-26T10:00:00
NL,Friesland,Vlieland,0,,0,0,2020-08-26T10:00:00
NL,Friesland,Terschelling,2,,0,0,2020-08-26T10:00:00
NL,Friesland,Schiermonnikoog,0,,0,0,2020-08-26T10:00:00
NL,Friesland,Achtkarspelen,20,,0,0,2020-08-26T10:00:00
NL,Friesland,Ameland,0,,0,0,2020-08-26T10:00:00
NL,Drenthe,,2,,0,0,2020-08-26T10:00:00
NL,Zeeland,Noord-Beveland,13,,0,1,2020-08-26T10:00:00
NL,Noord-Holland,Opmeer,12,,1,1,2020-08-26T10:00:00
NL,Drenthe,Aa en Hunze,15,,0,1,2020-08-26T10:00:00
NL,Groningen,,4,,0,1,2020-08-26T10:00:00
NL,Friesland,,2,,0,1,2020-08-26T10:00:00
NL,Gelderland,Rozendaal,3,,0,1,2020-08-26T10:00:00
NL,Overijssel,,14,,1,1,2020-08-26T10:00:00
NL,Flevoland,,3,,0,1,2020-08-26T10:00:00
NL,Groningen,Veendam,20,,1,2,2020-08-26T10:00:00
NL,Utrecht,Eemnes,25,,1,2,2020-08-26T10:00:00
NL,Groningen,Stadskanaal,13,,2,2,2020-08-26T10:00:00
NL,Zeeland,,5,,1,2,2020-08-26T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,50,,2,2,2020-08-26T10:00:00
NL,Friesland,Dantumadiel,15,,0,2,2020-08-26T10:00:00
NL,Friesland,Ooststellingwerf,8,,0,3,2020-08-26T10:00:00
NL,Noord-Holland,Landsmeer,35,,3,3,2020-08-26T10:00:00
NL,Zuid-Holland,Zoeterwoude,18,,1,3,2020-08-26T10:00:00
NL,Zeeland,Kapelle,31,,1,3,2020-08-26T10:00:00
NL,Groningen,Appingedam,6,,0,3,2020-08-26T10:00:00
NL,Friesland,Weststellingwerf,29,,4,3,2020-08-26T10:00:00
NL,Gelderland,Scherpenzeel,38,,2,4,2020-08-26T10:00:00
NL,Noord-Holland,Beemster,28,,1,4,2020-08-26T10:00:00
NL,Drenthe,Noordenveld,22,,1,4,2020-08-26T10:00:00
NL,Zuid-Holland,Midden-Delfland,41,,0,4,2020-08-26T10:00:00
NL,Zeeland,Reimerswaal,44,,2,4,2020-08-26T10:00:00
NL,Friesland,Tytsjerksteradiel,22,,1,4,2020-08-26T10:00:00
NL,Groningen,Pekela,7,,0,4,2020-08-26T10:00:00
NL,Drenthe,Borger-Odoorn,10,,3,4,2020-08-26T10:00:00
NL,Friesland,Harlingen,20,,1,4,2020-08-26T10:00:00
NL,Overijssel,Wierden,54,,6,5,2020-08-26T10:00:00
NL,Noord-Brabant,Woensdrecht,87,,7,5,2020-08-26T10:00:00
NL,Zeeland,Borsele,30,,1,5,2020-08-26T10:00:00
NL,Utrecht,Renswoude,21,,5,5,2020-08-26T10:00:00
NL,Groningen,Westerwolde,13,,0,5,2020-08-26T10:00:00
NL,Noord-Holland,Drechterland,46,,8,5,2020-08-26T10:00:00
NL,Noord-Holland,Uitgeest,27,,1,5,2020-08-26T10:00:00
NL,Noord-Holland,Texel,11,,2,5,2020-08-26T10:00:00
NL,Noord-Holland,Ouder-Amstel,63,,0,5,2020-08-26T10:00:00
NL,Friesland,Noardeast-Fryslân,82,,4,6,2020-08-26T10:00:00
NL,Utrecht,,22,,0,6,2020-08-26T10:00:00
NL,Zeeland,Veere,46,,2,6,2020-08-26T10:00:00
