country,lau,cases,population,deaths,hospitalized,datetime
NL,Terschelling,2,4889,,0,2020-04-16T14:19:00
NL,Vlieland,0,1152,,0,2020-04-16T14:19:00
NL,Achtkarspelen,7,27836,,0,2020-04-16T14:19:00
NL,Schiermonnikoog,0,947,,0,2020-04-16T14:19:00
NL,Ameland,0,3718,,0,2020-04-16T14:19:00
NL,Loppersum,2,9533,,0,2020-04-16T14:19:00
NL,Hardinxveld-Giessendam,26,18295,,1,2020-04-16T14:19:00
NL,Rozendaal,2,1705,,1,2020-04-16T14:19:00
NL,Baarle-Nassau,4,6860,,1,2020-04-16T14:19:00
NL,Eemnes,11,9247,,1,2020-04-16T14:19:00
NL,Opmeer,6,11837,,1,2020-04-16T14:19:00
NL,Noord-Beveland,5,7395,,1,2020-04-16T14:19:00
NL,Aa en Hunze,11,25453,,1,2020-04-16T14:19:00
NL,Ooststellingwerf,2,25472,,1,2020-04-16T14:19:00
NL,Stadskanaal,4,31688,,2,2020-04-16T14:19:00
NL,Veendam,8,27387,,2,2020-04-16T14:19:00
NL,Aalten,30,27117,,2,2020-04-16T14:19:00
NL,Noordenveld,15,31242,,2,2020-04-16T14:19:00
NL,Oldambt,6,38213,,2,2020-04-16T14:19:00
NL,Kapelle,15,12691,,2,2020-04-16T14:19:00
NL,Appingedam,2,11644,,2,2020-04-16T14:19:00
NL,Borger-Odoorn,5,25558,,2,2020-04-16T14:19:00
NL,Dantumadiel,6,18916,,2,2020-04-16T14:19:00
NL,Weststellingwerf,16,25916,,2,2020-04-16T14:19:00
NL,Zoeterwoude,7,8611,,2,2020-04-16T14:19:00
NL,Scherpenzeel,17,9880,,3,2020-04-16T14:19:00
NL,Harlingen,12,15720,,3,2020-04-16T14:19:00
NL,Drechterland,34,19717,,3,2020-04-16T14:19:00
NL,Winterswijk,21,28865,,3,2020-04-16T14:19:00
NL,Putten,16,24113,,3,2020-04-16T14:19:00
NL,Landsmeer,17,11492,,3,2020-04-16T14:19:00
NL,Reimerswaal,22,22728,,4,2020-04-16T14:19:00
NL,Texel,11,13573,,4,2020-04-16T14:19:00
NL,Borsele,19,22738,,4,2020-04-16T14:19:00
NL,Tytsjerksteradiel,15,32046,,4,2020-04-16T14:19:00
NL,Renswoude,13,5448,,4,2020-04-16T14:19:00
NL,Wierden,34,24440,,4,2020-04-16T14:19:00
NL,Beemster,8,10025,,4,2020-04-16T14:19:00
NL,Pekela,4,12199,,4,2020-04-16T14:19:00
NL,Midden-Delfland,12,19344,,4,2020-04-16T14:19:00
NL,Woensdrecht,31,21883,,4,2020-04-16T14:19:00
NL,Bunschoten,36,21867,,5,2020-04-16T14:19:00
NL,Rhenen,16,20125,,5,2020-04-16T14:19:00
NL,Bronckhorst,37,36052,,5,2020-04-16T14:19:00
NL,Ouder-Amstel,24,14029,,5,2020-04-16T14:19:00
NL,Opsterland,19,29742,,5,2020-04-16T14:19:00
NL,Doesburg,19,11078,,5,2020-04-16T14:19:00
NL,Diemen,22,30781,,5,2020-04-16T14:19:00
NL,Berkelland,38,43748,,5,2020-04-16T14:19:00
NL,Delfzijl,14,24666,,5,2020-04-16T14:19:00
NL,Lisse,18,22957,,5,2020-04-16T14:19:00
NL,Blaricum,18,11536,,5,2020-04-16T14:19:00
NL,Mook en Middelaar,24,7847,,5,2020-04-16T14:19:00
NL,Westerwolde,5,25796,,5,2020-04-16T14:19:00
NL,Uitgeest,19,13649,,5,2020-04-16T14:19:00
NL,Hendrik-Ido-Ambacht,22,31204,,5,2020-04-16T14:19:00
NL,Veere,20,21885,,5,2020-04-16T14:19:00
