country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Drenthe,,117,,0,0,2021-12-19T10:00:00
NL,Gelderland,Rozendaal,206,,0,1,2021-12-19T10:00:00
NL,Groningen,,140,,0,1,2021-12-19T10:00:00
NL,Fryslân,,240,,0,1,2021-12-19T10:00:00
NL,Fryslân,Vlieland,121,,1,1,2021-12-19T10:00:00
NL,Fryslân,Schiermonnikoog,67,,2,1,2021-12-19T10:00:00
NL,Flevoland,,141,,0,2,2021-12-19T10:00:00
NL,Fryslân,Ameland,345,,1,3,2021-12-19T10:00:00
NL,Fryslân,Terschelling,568,,2,3,2021-12-19T10:00:00
NL,Zeeland,,259,,1,5,2021-12-19T10:00:00
NL,Overijssel,,906,,4,6,2021-12-19T10:00:00
NL,Noord-Holland,Texel,1198,,4,7,2021-12-19T10:00:00
NL,Gelderland,Scherpenzeel,2206,,12,7,2021-12-19T10:00:00
NL,Limburg,,1044,,3,7,2021-12-19T10:00:00
NL,Noord-Holland,Beemster,1641,,3,9,2021-12-19T10:00:00
NL,Drenthe,Aa en Hunze,2467,,21,10,2021-12-19T10:00:00
NL,Gelderland,,1262,,3,10,2021-12-19T10:00:00
NL,Utrecht,Renswoude,1204,,5,10,2021-12-19T10:00:00
NL,Zuid-Holland,Zoeterwoude,1498,,1,11,2021-12-19T10:00:00
NL,Limburg,Mook en Middelaar,1050,,13,13,2021-12-19T10:00:00
NL,Noord-Holland,Opmeer,2201,,6,13,2021-12-19T10:00:00
NL,Fryslân,Harlingen,1690,,8,13,2021-12-19T10:00:00
NL,Noord-Holland,Uitgeest,2228,,12,14,2021-12-19T10:00:00
NL,Noord-Holland,Blaricum,1886,,7,16,2021-12-19T10:00:00
NL,Groningen,Veendam,3139,,17,16,2021-12-19T10:00:00
NL,Overijssel,Ommen,2658,,17,16,2021-12-19T10:00:00
NL,Noord-Holland,Landsmeer,2049,,8,16,2021-12-19T10:00:00
NL,Noord-Brabant,Baarle-Nassau,1104,,4,16,2021-12-19T10:00:00
NL,Noord-Brabant,Mill en Sint Hubert,2078,,12,17,2021-12-19T10:00:00
NL,Utrecht,,675,,2,18,2021-12-19T10:00:00
NL,Noord-Holland,Oostzaan,1698,,8,18,2021-12-19T10:00:00
NL,Zuid-Holland,Midden-Delfland,3523,,14,19,2021-12-19T10:00:00
NL,Noord-Holland,Laren,1824,,31,20,2021-12-19T10:00:00
NL,Noord-Holland,Bloemendaal,3535,,19,20,2021-12-19T10:00:00
NL,Noord-Holland,Ouder-Amstel,2479,,5,20,2021-12-19T10:00:00
NL,Zeeland,Kapelle,2047,,6,21,2021-12-19T10:00:00
NL,Utrecht,Eemnes,1690,,6,21,2021-12-19T10:00:00
NL,Drenthe,Westerveld,1953,,24,21,2021-12-19T10:00:00
NL,Noord-Brabant,Hilvarenbeek,2516,,20,21,2021-12-19T10:00:00
NL,Overijssel,Olst-Wijhe,2377,,10,22,2021-12-19T10:00:00
NL,Noord-Holland,Weesp,3348,,23,23,2021-12-19T10:00:00
NL,Fryslân,Ooststellingwerf,3112,,6,23,2021-12-19T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,4793,,30,23,2021-12-19T10:00:00
NL,Flevoland,Zeewolde,3306,,17,24,2021-12-19T10:00:00
NL,Gelderland,Doesburg,1377,,9,24,2021-12-19T10:00:00
NL,Zuid-Holland,Oegstgeest,3541,,32,24,2021-12-19T10:00:00
NL,Gelderland,Hattem,1740,,7,24,2021-12-19T10:00:00
NL,Fryslân,Weststellingwerf,3535,,29,24,2021-12-19T10:00:00
NL,Zuid-Holland,Hillegom,3216,,23,24,2021-12-19T10:00:00
NL,Gelderland,West Maas en Waal,3353,,19,25,2021-12-19T10:00:00
NL,Utrecht,Woudenberg,2893,,9,25,2021-12-19T10:00:00
NL,Noord-Brabant,Heeze-Leende,2545,,13,25,2021-12-19T10:00:00
NL,Noord-Holland,Heiloo,3471,,18,26,2021-12-19T10:00:00
NL,Noord-Brabant,Alphen-Chaam,1652,,5,26,2021-12-19T10:00:00
NL,Gelderland,Putten,4447,,21,26,2021-12-19T10:00:00
NL,Noord-Brabant,Reusel-De Mierden,2647,,10,26,2021-12-19T10:00:00
NL,Zeeland,Noord-Beveland,1035,,10,26,2021-12-19T10:00:00
NL,Groningen,Pekela,1557,,13,26,2021-12-19T10:00:00
NL,Noord-Brabant,Woensdrecht,3248,,26,27,2021-12-19T10:00:00
NL,Noord-Brabant,Waalre,2855,,17,27,2021-12-19T10:00:00
NL,Utrecht,Bunnik,2071,,14,27,2021-12-19T10:00:00
NL,Gelderland,Winterswijk,3850,,23,27,2021-12-19T10:00:00
NL,Overijssel,Tubbergen,4502,,21,27,2021-12-19T10:00:00
NL,Zuid-Holland,Kaag en Braassem,4331,,11,27,2021-12-19T10:00:00
NL,Zuid-Holland,Westvoorne,2035,,20,27,2021-12-19T10:00:00
NL,Noord-Brabant,Sint Anthonis,2129,,11,29,2021-12-19T10:00:00
NL,Noord-Holland,Drechterland,3478,,13,29,2021-12-19T10:00:00
NL,Limburg,Vaals,1363,,16,29,2021-12-19T10:00:00
NL,Overijssel,Staphorst,4387,,29,29,2021-12-19T10:00:00
NL,Overijssel,Wierden,5089,,30,29,2021-12-19T10:00:00
NL,Zuid-Holland,Voorschoten,3575,,24,29,2021-12-19T10:00:00
NL,Limburg,Voerendaal,2330,,12,29,2021-12-19T10:00:00
NL,Noord-Holland,Koggenland,4219,,24,29,2021-12-19T10:00:00
NL,Limburg,Bergen (L.),2842,,19,30,2021-12-19T10:00:00
NL,Drenthe,Tynaarlo,3045,,26,30,2021-12-19T10:00:00
NL,Gelderland,Westervoort,2113,,10,30,2021-12-19T10:00:00
NL,Noord-Brabant,Bergeijk,3482,,15,31,2021-12-19T10:00:00
NL,Noord-Holland,,2792,,3,31,2021-12-19T10:00:00
NL,Gelderland,Heumen,2471,,21,31,2021-12-19T10:00:00
NL,Limburg,Gennep,3466,,31,32,2021-12-19T10:00:00
NL,Noord-Holland,Zandvoort,2511,,46,32,2021-12-19T10:00:00
NL,Gelderland,Voorst,3664,,31,33,2021-12-19T10:00:00
NL,Noord-Brabant,Oirschot,3549,,27,33,2021-12-19T10:00:00
NL,Noord-Holland,Enkhuizen,3120,,17,33,2021-12-19T10:00:00
NL,Fryslân,Dantumadiel,3347,,25,34,2021-12-19T10:00:00
NL,Zuid-Holland,Brielle,2793,,11,34,2021-12-19T10:00:00
NL,Gelderland,Aalten,3952,,33,34,2021-12-19T10:00:00
NL,Utrecht,Montfoort,2539,,9,34,2021-12-19T10:00:00
NL,Noord-Brabant,Grave,2313,,27,35,2021-12-19T10:00:00
