country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Drenthe,,44,,0,0,2021-06-22T10:00:00
NL,Fryslân,Vlieland,68,,0,0,2021-06-22T10:00:00
NL,Fryslân,,57,,0,1,2021-06-22T10:00:00
NL,Groningen,,26,,0,1,2021-06-22T10:00:00
NL,Gelderland,Rozendaal,107,,0,1,2021-06-22T10:00:00
NL,Flevoland,,27,,0,1,2021-06-22T10:00:00
NL,Fryslân,Schiermonnikoog,45,,2,1,2021-06-22T10:00:00
NL,Fryslân,Ameland,207,,1,3,2021-06-22T10:00:00
NL,Fryslân,Terschelling,248,,2,3,2021-06-22T10:00:00
NL,Zeeland,,58,,1,4,2021-06-22T10:00:00
NL,Overijssel,,399,,3,5,2021-06-22T10:00:00
NL,Gelderland,Scherpenzeel,1071,,12,5,2021-06-22T10:00:00
NL,Noord-Holland,Texel,584,,4,6,2021-06-22T10:00:00
NL,Utrecht,Renswoude,619,,5,7,2021-06-22T10:00:00
NL,Limburg,,332,,3,7,2021-06-22T10:00:00
NL,Drenthe,Aa en Hunze,1429,,20,7,2021-06-22T10:00:00
NL,Noord-Holland,Beemster,900,,3,9,2021-06-22T10:00:00
NL,Gelderland,,503,,3,10,2021-06-22T10:00:00
NL,Zuid-Holland,Zoeterwoude,861,,1,10,2021-06-22T10:00:00
NL,Limburg,Mook en Middelaar,622,,11,11,2021-06-22T10:00:00
NL,Noord-Holland,Opmeer,1285,,6,11,2021-06-22T10:00:00
NL,Groningen,Veendam,1915,,11,12,2021-06-22T10:00:00
NL,Utrecht,,152,,2,12,2021-06-22T10:00:00
NL,Noord-Holland,Landsmeer,1173,,6,12,2021-06-22T10:00:00
NL,Noord-Holland,Uitgeest,1306,,7,12,2021-06-22T10:00:00
NL,Noord-Holland,Blaricum,1008,,6,13,2021-06-22T10:00:00
NL,Noord-Brabant,Baarle-Nassau,556,,4,13,2021-06-22T10:00:00
NL,Fryslân,Harlingen,832,,3,13,2021-06-22T10:00:00
NL,Zeeland,Kapelle,1058,,6,15,2021-06-22T10:00:00
NL,Overijssel,Ommen,1487,,15,15,2021-06-22T10:00:00
NL,Noord-Holland,Bloemendaal,1667,,17,16,2021-06-22T10:00:00
NL,Noord-Holland,Laren,1005,,26,16,2021-06-22T10:00:00
NL,Noord-Holland,Oostzaan,947,,8,16,2021-06-22T10:00:00
NL,Drenthe,Westerveld,984,,22,16,2021-06-22T10:00:00
NL,Noord-Holland,Ouder-Amstel,1264,,5,16,2021-06-22T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,2779,,25,17,2021-06-22T10:00:00
NL,Fryslân,Ooststellingwerf,1469,,6,17,2021-06-22T10:00:00
NL,Zeeland,Noord-Beveland,561,,9,17,2021-06-22T10:00:00
NL,Noord-Brabant,Mill en Sint Hubert,1250,,10,17,2021-06-22T10:00:00
NL,Overijssel,Staphorst,2402,,21,18,2021-06-22T10:00:00
NL,Gelderland,Winterswijk,2114,,17,18,2021-06-22T10:00:00
NL,Fryslân,Dantumadiel,1483,,17,18,2021-06-22T10:00:00
NL,Noord-Brabant,Waalre,1612,,17,19,2021-06-22T10:00:00
NL,Utrecht,Eemnes,927,,5,19,2021-06-22T10:00:00
NL,Gelderland,Doesburg,795,,9,19,2021-06-22T10:00:00
NL,Zuid-Holland,Midden-Delfland,2041,,14,19,2021-06-22T10:00:00
NL,Noord-Holland,,617,,2,19,2021-06-22T10:00:00
NL,Overijssel,Wierden,3116,,27,20,2021-06-22T10:00:00
NL,Fryslân,Weststellingwerf,1832,,29,20,2021-06-22T10:00:00
NL,Noord-Holland,Weesp,2039,,20,20,2021-06-22T10:00:00
NL,Noord-Brabant,Hilvarenbeek,1632,,20,20,2021-06-22T10:00:00
NL,Gelderland,Hattem,899,,7,21,2021-06-22T10:00:00
NL,Zuid-Holland,Hillegom,1786,,17,21,2021-06-22T10:00:00
NL,Gelderland,Putten,2557,,18,21,2021-06-22T10:00:00
NL,Overijssel,Olst-Wijhe,1346,,10,21,2021-06-22T10:00:00
NL,Gelderland,Westervoort,1176,,9,21,2021-06-22T10:00:00
NL,Noord-Holland,Zandvoort,1412,,43,21,2021-06-22T10:00:00
NL,Flevoland,Zeewolde,1779,,14,22,2021-06-22T10:00:00
NL,Fryslân,Tytsjerksteradiel,2014,,28,22,2021-06-22T10:00:00
NL,Zuid-Holland,Westvoorne,1151,,18,22,2021-06-22T10:00:00
NL,Utrecht,Woudenberg,1477,,8,22,2021-06-22T10:00:00
NL,Utrecht,Bunnik,1164,,12,22,2021-06-22T10:00:00
NL,Noord-Brabant,Woensdrecht,1972,,26,22,2021-06-22T10:00:00
NL,Drenthe,Tynaarlo,1562,,24,22,2021-06-22T10:00:00
NL,Noord-Brabant,Reusel-De Mierden,1633,,10,23,2021-06-22T10:00:00
NL,Zuid-Holland,Voorschoten,1878,,24,23,2021-06-22T10:00:00
NL,Noord-Holland,Heiloo,1712,,15,23,2021-06-22T10:00:00
NL,Zuid-Holland,Oegstgeest,1967,,31,23,2021-06-22T10:00:00
NL,Noord-Brabant,Heeze-Leende,1580,,13,23,2021-06-22T10:00:00
NL,Noord-Holland,Drechterland,2186,,13,24,2021-06-22T10:00:00
NL,Noord-Brabant,Alphen-Chaam,924,,5,24,2021-06-22T10:00:00
NL,Noord-Holland,Koggenland,2651,,24,24,2021-06-22T10:00:00
NL,Groningen,Stadskanaal,2531,,20,24,2021-06-22T10:00:00
NL,Limburg,Bergen (L.),1614,,15,24,2021-06-22T10:00:00
NL,Limburg,Vaals,713,,14,24,2021-06-22T10:00:00
NL,Noord-Holland,Wijdemeren,1958,,18,25,2021-06-22T10:00:00
NL,Limburg,Voerendaal,1048,,11,25,2021-06-22T10:00:00
NL,Groningen,Pekela,1042,,13,25,2021-06-22T10:00:00
NL,Zuid-Holland,Kaag en Braassem,2610,,10,25,2021-06-22T10:00:00
NL,Gelderland,West Maas en Waal,1980,,19,25,2021-06-22T10:00:00
NL,Overijssel,Dalfsen,2331,,20,26,2021-06-22T10:00:00
NL,Fryslân,Achtkarspelen,2310,,39,26,2021-06-22T10:00:00
NL,Overijssel,Tubbergen,2984,,19,26,2021-06-22T10:00:00
NL,Noord-Holland,Heemstede,1954,,60,26,2021-06-22T10:00:00
NL,Limburg,Simpelveld,900,,9,27,2021-06-22T10:00:00
NL,Noord-Brabant,Sint Anthonis,1228,,11,27,2021-06-22T10:00:00
NL,Fryslân,Opsterland,1733,,7,27,2021-06-22T10:00:00
NL,Noord-Holland,Castricum,3158,,24,27,2021-06-22T10:00:00
NL,Gelderland,Heumen,1419,,19,27,2021-06-22T10:00:00
NL,Limburg,Gennep,1796,,19,28,2021-06-22T10:00:00
NL,Noord-Brabant,Bergeijk,2283,,11,28,2021-06-22T10:00:00
NL,Gelderland,Duiven,2086,,14,28,2021-06-22T10:00:00
NL,Zuid-Holland,Lisse,2071,,17,28,2021-06-22T10:00:00
NL,Noord-Holland,Stede Broec,2644,,15,29,2021-06-22T10:00:00
NL,Utrecht,Montfoort,1436,,8,29,2021-06-22T10:00:00
NL,Noord-Holland,Enkhuizen,1925,,11,30,2021-06-22T10:00:00
NL,Limburg,Beesel,1500,,13,30,2021-06-22T10:00:00
NL,Overijssel,Borne,2520,,38,30,2021-06-22T10:00:00
NL,Noord-Brabant,Grave,1454,,24,31,2021-06-22T10:00:00
NL,Zuid-Holland,Brielle,1672,,9,31,2021-06-22T10:00:00
NL,Zeeland,Veere,1390,,7,31,2021-06-22T10:00:00
NL,Gelderland,Voorst,1903,,28,31,2021-06-22T10:00:00
NL,Drenthe,Noordenveld,1685,,25,31,2021-06-22T10:00:00
NL,Limburg,Gulpen-Wittem,1160,,19,31,2021-06-22T10:00:00
NL,Limburg,Beek,1535,,12,31,2021-06-22T10:00:00
NL,Noord-Brabant,Geertruidenberg,2357,,25,31,2021-06-22T10:00:00
NL,Groningen,Het Hogeland,3541,,20,32,2021-06-22T10:00:00
NL,Noord-Brabant,Oirschot,2391,,27,32,2021-06-22T10:00:00
NL,Noord-Brabant,,1235,,8,32,2021-06-22T10:00:00
NL,Drenthe,Borger-Odoorn,1616,,15,32,2021-06-22T10:00:00
NL,Zuid-Holland,Sliedrecht,3402,,41,32,2021-06-22T10:00:00
NL,Drenthe,De Wolden,2044,,24,32,2021-06-22T10:00:00
NL,Gelderland,Aalten,2442,,22,32,2021-06-22T10:00:00
NL,Noord-Brabant,Asten,1696,,18,33,2021-06-22T10:00:00
NL,Noord-Brabant,Steenbergen,2291,,19,33,2021-06-22T10:00:00
NL,Gelderland,Brummen,1509,,18,33,2021-06-22T10:00:00
NL,Overijssel,Steenwijkerland,3241,,27,33,2021-06-22T10:00:00
NL,Noord-Holland,Waterland,1795,,15,33,2021-06-22T10:00:00
NL,Overijssel,Hof van Twente,3660,,29,34,2021-06-22T10:00:00
NL,Overijssel,Haaksbergen,2663,,32,34,2021-06-22T10:00:00
NL,Utrecht,Wijk bij Duurstede,1934,,17,34,2021-06-22T10:00:00
NL,Noord-Holland,Uithoorn,2568,,15,34,2021-06-22T10:00:00
NL,Noord-Brabant,"Nuenen, Gerwen en Nederwetten",2162,,22,34,2021-06-22T10:00:00
NL,Utrecht,Baarn,2231,,28,34,2021-06-22T10:00:00
NL,Drenthe,Meppel,2361,,27,34,2021-06-22T10:00:00
NL,Drenthe,Midden-Drenthe,2067,,30,35,2021-06-22T10:00:00
NL,Noord-Holland,Langedijk,2587,,16,35,2021-06-22T10:00:00
NL,Gelderland,Oost Gelre,2885,,41,35,2021-06-22T10:00:00
NL,Noord-Holland,Wormerland,1570,,33,35,2021-06-22T10:00:00
NL,Zuid-Holland,Leiderdorp,2303,,23,36,2021-06-22T10:00:00
NL,Flevoland,Noordoostpolder,3527,,28,36,2021-06-22T10:00:00
NL,Noord-Brabant,Zundert,1694,,17,36,2021-06-22T10:00:00
NL,Groningen,Westerwolde,2348,,21,36,2021-06-22T10:00:00
NL,Fryslân,Heerenveen,2784,,39,37,2021-06-22T10:00:00
NL,Gelderland,Renkum,2109,,26,37,2021-06-22T10:00:00
NL,Noord-Brabant,Cuijk,2672,,26,37,2021-06-22T10:00:00
NL,Gelderland,Lochem,2203,,29,37,2021-06-22T10:00:00
NL,Noord-Holland,Aalsmeer,3165,,26,37,2021-06-22T10:00:00
NL,Overijssel,Dinkelland,3172,,35,37,2021-06-22T10:00:00
NL,Gelderland,Bronckhorst,3100,,21,37,2021-06-22T10:00:00
NL,Limburg,Valkenburg aan de Geul,1307,,23,37,2021-06-22T10:00:00
NL,Zeeland,Borsele,1516,,6,38,2021-06-22T10:00:00
NL,Groningen,Westerkwartier,3363,,25,38,2021-06-22T10:00:00
NL,Utrecht,Oudewater,1050,,12,38,2021-06-22T10:00:00
NL,Noord-Holland,Bergen (NH.),2507,,38,39,2021-06-22T10:00:00
NL,Noord-Brabant,Bladel,2826,,27,39,2021-06-22T10:00:00
NL,Gelderland,Elburg,2087,,14,39,2021-06-22T10:00:00
NL,Zuid-Holland,Teylingen,3871,,25,39,2021-06-22T10:00:00
NL,Utrecht,Lopik,1633,,12,39,2021-06-22T10:00:00
NL,Noord-Brabant,Boxmeer,3339,,45,40,2021-06-22T10:00:00
NL,Gelderland,Buren,2532,,20,40,2021-06-22T10:00:00
NL,Fryslân,Waadhoeke,2964,,36,40,2021-06-22T10:00:00
NL,Gelderland,Druten,1872,,27,40,2021-06-22T10:00:00
NL,Gelderland,Wageningen,3102,,42,40,2021-06-22T10:00:00
NL,Zuid-Holland,Wassenaar,2103,,31,40,2021-06-22T10:00:00
NL,Overijssel,Twenterand,4609,,30,41,2021-06-22T10:00:00
NL,Gelderland,Zaltbommel,3887,,42,41,2021-06-22T10:00:00
NL,Utrecht,Leusden,2385,,24,41,2021-06-22T10:00:00
NL,Zuid-Holland,Hendrik-Ido-Ambacht,3642,,32,41,2021-06-22T10:00:00
NL,Noord-Brabant,Gilze en Rijen,2661,,19,41,2021-06-22T10:00:00
NL,Zeeland,Hulst,1817,,13,41,2021-06-22T10:00:00
NL,Noord-Brabant,Boekel,1068,,23,41,2021-06-22T10:00:00
NL,Gelderland,Beuningen,2391,,22,41,2021-06-22T10:00:00
NL,Noord-Brabant,Son en Breugel,1539,,28,42,2021-06-22T10:00:00
NL,Gelderland,Berkelland,3925,,42,42,2021-06-22T10:00:00
NL,Utrecht,Rhenen,2462,,21,42,2021-06-22T10:00:00
NL,Limburg,Maasgouw,2559,,36,42,2021-06-22T10:00:00
NL,Overijssel,Raalte,3410,,41,42,2021-06-22T10:00:00
NL,Gelderland,Montferland,3112,,24,42,2021-06-22T10:00:00
NL,Noord-Brabant,Goirle,2470,,36,42,2021-06-22T10:00:00
NL,Gelderland,Maasdriel,3568,,42,43,2021-06-22T10:00:00
NL,Zuid-Holland,Alblasserdam,2664,,22,44,2021-06-22T10:00:00
NL,Noord-Holland,Beverwijk,4208,,41,44,2021-06-22T10:00:00
NL,Fryslân,Smallingerland,3439,,34,44,2021-06-22T10:00:00
NL,Overijssel,Hellendoorn,4317,,51,44,2021-06-22T10:00:00
NL,Groningen,Oldambt,2848,,37,44,2021-06-22T10:00:00
NL,Zuid-Holland,Nieuwkoop,3345,,22,45,2021-06-22T10:00:00
NL,Zeeland,Sluis,1458,,18,45,2021-06-22T10:00:00
