country,lau,cases,population,deaths,hospitalized,datetime
NL,Loppersum,2,9533,0,0,2020-06-15T00:00:00
NL,Achtkarspelen,11,27836,0,0,2020-06-15T00:00:00
NL,Terschelling,2,4889,0,0,2020-06-15T00:00:00
NL,Schiermonnikoog,0,947,0,0,2020-06-15T00:00:00
NL,Vlieland,0,1152,0,0,2020-06-15T00:00:00
NL,Ameland,0,3718,0,0,2020-06-15T00:00:00
NL,Aa en Hunze,14,25453,0,1,2020-06-15T00:00:00
NL,Opmeer,8,11837,1,1,2020-06-15T00:00:00
NL,Noord-Beveland,10,7395,0,1,2020-06-15T00:00:00
NL,Rozendaal,3,1705,0,1,2020-06-15T00:00:00
NL,Eemnes,17,9247,1,2,2020-06-15T00:00:00
NL,Stadskanaal,8,31688,2,2,2020-06-15T00:00:00
NL,Hardinxveld-Giessendam,33,18295,2,2,2020-06-15T00:00:00
NL,Dantumadiel,6,18916,0,2,2020-06-15T00:00:00
NL,Veendam,8,27387,0,2,2020-06-15T00:00:00
NL,Zoeterwoude,13,8611,1,3,2020-06-15T00:00:00
NL,Ooststellingwerf,7,25472,0,3,2020-06-15T00:00:00
NL,Appingedam,5,11644,0,3,2020-06-15T00:00:00
NL,Kapelle,24,12691,1,3,2020-06-15T00:00:00
NL,Weststellingwerf,28,25916,4,3,2020-06-15T00:00:00
NL,Landsmeer,23,11492,3,3,2020-06-15T00:00:00
NL,Borger-Odoorn,9,25558,3,4,2020-06-15T00:00:00
NL,Beemster,14,10025,1,4,2020-06-15T00:00:00
NL,Noordenveld,21,31242,1,4,2020-06-15T00:00:00
NL,Scherpenzeel,33,9880,2,4,2020-06-15T00:00:00
NL,Harlingen,17,15720,1,4,2020-06-15T00:00:00
NL,Drechterland,44,19717,8,4,2020-06-15T00:00:00
NL,Reimerswaal,32,22728,2,4,2020-06-15T00:00:00
NL,Pekela,5,12199,0,4,2020-06-15T00:00:00
NL,Midden-Delfland,20,19344,0,4,2020-06-15T00:00:00
NL,Tytsjerksteradiel,16,32046,1,4,2020-06-15T00:00:00
NL,Borsele,27,22738,0,5,2020-06-15T00:00:00
NL,Renswoude,19,5448,5,5,2020-06-15T00:00:00
NL,Texel,11,13573,2,5,2020-06-15T00:00:00
NL,Ouder-Amstel,38,14029,0,5,2020-06-15T00:00:00
NL,Woensdrecht,66,21883,7,5,2020-06-15T00:00:00
NL,Wierden,49,24440,6,5,2020-06-15T00:00:00
NL,Westerwolde,6,25796,0,5,2020-06-15T00:00:00
NL,Uitgeest,23,13649,1,5,2020-06-15T00:00:00
NL,Noardeast-Fryslân,28,45251,4,6,2020-06-15T00:00:00
NL,Delfzijl,18,24666,0,6,2020-06-15T00:00:00
NL,Westvoorne,25,14728,0,6,2020-06-15T00:00:00
NL,Kaag en Braassem,28,27300,2,6,2020-06-15T00:00:00
NL,Koggenland,36,22752,6,6,2020-06-15T00:00:00
NL,Mook en Middelaar,39,7847,5,6,2020-06-15T00:00:00
NL,Midden-Drenthe,22,33182,0,6,2020-06-15T00:00:00
NL,Veere,27,21885,2,6,2020-06-15T00:00:00
NL,Midden-Groningen,32,60804,3,6,2020-06-15T00:00:00
NL,Bergen (L.),25,13085,2,7,2020-06-15T00:00:00
NL,Het Hogeland,31,47834,3,7,2020-06-15T00:00:00
NL,Opsterland,23,29742,0,7,2020-06-15T00:00:00
NL,Waalre,30,17454,5,7,2020-06-15T00:00:00
NL,Winterswijk,45,28865,3,7,2020-06-15T00:00:00
NL,Bodegraven-Reeuwijk,58,34869,1,7,2020-06-15T00:00:00
NL,Bloemendaal,52,23570,5,7,2020-06-15T00:00:00
NL,Oldambt,13,38213,2,7,2020-06-15T00:00:00
NL,Losser,25,22685,0,7,2020-06-15T00:00:00
NL,Lisse,26,22957,2,7,2020-06-15T00:00:00
NL,Hellendoorn,95,35923,12,8,2020-06-15T00:00:00
NL,Hillegom,33,22208,2,8,2020-06-15T00:00:00
NL,Wijdemeren,32,24360,0,8,2020-06-15T00:00:00
NL,Meppel,46,33902,4,8,2020-06-15T00:00:00
NL,Blaricum,28,11536,2,8,2020-06-15T00:00:00
NL,Sluis,17,23217,4,8,2020-06-15T00:00:00
NL,Laren,26,11274,2,8,2020-06-15T00:00:00
NL,Staphorst,59,17144,4,8,2020-06-15T00:00:00
NL,Oegstgeest,42,24843,3,8,2020-06-15T00:00:00
NL,Hilvarenbeek,48,15514,6,9,2020-06-15T00:00:00
NL,Hulst,31,27556,5,9,2020-06-15T00:00:00
NL,Ommen,53,18007,2,9,2020-06-15T00:00:00
NL,Nieuwkoop,49,28809,4,9,2020-06-15T00:00:00
NL,Doesburg,32,11078,6,9,2020-06-15T00:00:00
NL,Leusden,53,30399,5,9,2020-06-15T00:00:00
NL,Heiloo,48,23974,8,9,2020-06-15T00:00:00
NL,Mill en Sint Hubert,39,10941,5,9,2020-06-15T00:00:00
NL,Woudenberg,32,13362,2,9,2020-06-15T00:00:00
NL,Tynaarlo,39,33879,0,9,2020-06-15T00:00:00
NL,Aalsmeer,40,31857,3,9,2020-06-15T00:00:00
NL,Aalten,60,27117,7,9,2020-06-15T00:00:00
NL,Wijk bij Duurstede,39,23910,1,9,2020-06-15T00:00:00
NL,Westerveld,32,19460,4,9,2020-06-15T00:00:00
NL,Weesp,80,19729,11,9,2020-06-15T00:00:00
NL,Wassenaar,52,26214,12,9,2020-06-15T00:00:00
NL,Baarle-Nassau,25,6860,2,9,2020-06-15T00:00:00
NL,Voorschoten,64,25603,11,9,2020-06-15T00:00:00
NL,Vlissingen,50,44365,5,9,2020-06-15T00:00:00
NL,Papendrecht,76,32133,8,9,2020-06-15T00:00:00
NL,Smallingerland,56,56154,5,9,2020-06-15T00:00:00
NL,Sliedrecht,65,25217,5,9,2020-06-15T00:00:00
NL,Rucphen,68,22873,9,9,2020-06-15T00:00:00
NL,Bunnik,45,15191,1,9,2020-06-15T00:00:00
NL,Bunschoten,64,21867,7,9,2020-06-15T00:00:00
NL,Vaals,30,10099,1,10,2020-06-15T00:00:00
NL,Zandvoort,32,17116,8,10,2020-06-15T00:00:00
NL,Alblasserdam,42,20165,4,10,2020-06-15T00:00:00
NL,Krimpen aan den IJssel,81,29533,8,10,2020-06-15T00:00:00
NL,Putten,33,24113,0,10,2020-06-15T00:00:00
NL,Goes,71,38080,11,11,2020-06-15T00:00:00
NL,Schouwen-Duiveland,92,33858,8,11,2020-06-15T00:00:00
NL,Baarn,60,24873,9,11,2020-06-15T00:00:00
NL,Reusel-De Mierden,23,13110,2,11,2020-06-15T00:00:00
NL,Brielle,33,17282,0,11,2020-06-15T00:00:00
NL,Hendrik-Ido-Ambacht,69,31204,6,11,2020-06-15T00:00:00
NL,Oostzaan,26,9733,2,11,2020-06-15T00:00:00
NL,De Wolden,47,24327,5,11,2020-06-15T00:00:00
NL,Heemstede,90,27239,32,11,2020-06-15T00:00:00
NL,Geertruidenberg,43,21538,6,11,2020-06-15T00:00:00
NL,Rhenen,48,20125,6,11,2020-06-15T00:00:00
NL,Westervoort,37,14973,5,12,2020-06-15T00:00:00
NL,Cuijk,75,25139,10,12,2020-06-15T00:00:00
NL,Assen,45,68606,2,12,2020-06-15T00:00:00
NL,Waadhoeke,102,46079,15,12,2020-06-15T00:00:00
NL,Zeewolde,47,22656,5,12,2020-06-15T00:00:00
NL,Twenterand,61,33743,2,12,2020-06-15T00:00:00
NL,Tubbergen,81,21279,5,12,2020-06-15T00:00:00
NL,Olst-Wijhe,51,18251,8,12,2020-06-15T00:00:00
NL,Den Helder,39,56305,2,12,2020-06-15T00:00:00
NL,Oirschot,64,18723,9,13,2020-06-15T00:00:00
NL,Teylingen,59,37426,2,13,2020-06-15T00:00:00
NL,Montfoort,45,13920,5,13,2020-06-15T00:00:00
NL,Heerenveen,93,50494,20,13,2020-06-15T00:00:00
NL,Steenbergen,86,24501,13,13,2020-06-15T00:00:00
NL,Leiderdorp,36,27059,6,13,2020-06-15T00:00:00
NL,Coevorden,57,35296,2,13,2020-06-15T00:00:00
NL,Berkelland,96,43748,7,13,2020-06-15T00:00:00
NL,Lochem,95,33730,15,14,2020-06-15T00:00:00
NL,Moerdijk,82,37136,8,14,2020-06-15T00:00:00
NL,Noordoostpolder,81,47262,10,14,2020-06-15T00:00:00
NL,Duiven,51,25124,6,14,2020-06-15T00:00:00
NL,Oldenzaal,50,31832,7,14,2020-06-15T00:00:00
NL,Renkum,78,31404,7,14,2020-06-15T00:00:00
NL,Haaksbergen,55,24309,7,14,2020-06-15T00:00:00
NL,Steenwijkerland,87,44139,5,14,2020-06-15T00:00:00
NL,Borne,50,23313,6,14,2020-06-15T00:00:00
NL,Albrandswaard,103,25589,8,14,2020-06-15T00:00:00
NL,Westerkwartier,58,63375,4,14,2020-06-15T00:00:00
NL,Halderberge,58,30277,7,14,2020-06-15T00:00:00
NL,Beverwijk,80,41613,10,15,2020-06-15T00:00:00
NL,Maasdriel,52,25034,7,15,2020-06-15T00:00:00
NL,Heeze-Leende,68,16150,8,15,2020-06-15T00:00:00
NL,Castricum,80,35988,9,15,2020-06-15T00:00:00
NL,Beek,44,15868,6,15,2020-06-15T00:00:00
NL,Hof van Twente,63,35013,4,15,2020-06-15T00:00:00
