country,lau,cases,population,deaths,hospitalized,datetime
NL,Lisse,2,22955,0,0,2020-11-17T00:00:00
NL,Achtkarspelen,1,27843,0,0,2020-11-17T00:00:00
NL,Aalten,0,27121,0,0,2020-11-17T00:00:00
NL,Aalsmeer,2,31859,0,0,2020-11-17T00:00:00
NL,Aa en Hunze,0,25445,0,0,2020-11-17T00:00:00
NL,'s-Hertogenbosch,10,155111,1,0,2020-11-17T00:00:00
NL,Zwolle,1,128840,0,0,2020-11-17T00:00:00
NL,Zwijndrecht,2,44737,0,0,2020-11-17T00:00:00
NL,Alblasserdam,0,20165,0,0,2020-11-17T00:00:00
NL,Zwartewaterland,0,22685,0,0,2020-11-17T00:00:00
NL,Zundert,1,21829,0,0,2020-11-17T00:00:00
NL,Zuidplas,4,43885,0,0,2020-11-17T00:00:00
NL,Zoeterwoude,1,8605,0,0,2020-11-17T00:00:00
NL,Zoetermeer,8,125285,0,0,2020-11-17T00:00:00
NL,Zevenaar,0,43750,0,0,2020-11-17T00:00:00
NL,Zeist,3,64905,1,0,2020-11-17T00:00:00
NL,Zeewolde,1,22653,0,0,2020-11-17T00:00:00
NL,Zutphen,1,47934,0,0,2020-11-17T00:00:00
NL,Zandvoort,1,17116,0,0,2020-11-17T00:00:00
NL,Albrandswaard,0,25590,0,0,2020-11-17T00:00:00
NL,Almelo,2,73107,0,0,2020-11-17T00:00:00
NL,Beekdaelen,0,35938,0,0,2020-11-17T00:00:00
NL,Beek (L.),0,15865,0,0,2020-11-17T00:00:00
NL,Barneveld,6,59082,0,0,2020-11-17T00:00:00
NL,Barendrecht,4,48714,0,0,2020-11-17T00:00:00
NL,Baarn,1,24868,0,0,2020-11-17T00:00:00
NL,Baarle-Nassau,0,6859,0,0,2020-11-17T00:00:00
NL,Asten,0,16721,0,0,2020-11-17T00:00:00
NL,Alkmaar,2,109436,0,0,2020-11-17T00:00:00
NL,Assen,0,68599,0,0,2020-11-17T00:00:00
NL,Appingedam,0,11642,0,0,2020-11-17T00:00:00
NL,Apeldoorn,12,163818,0,0,2020-11-17T00:00:00
NL,Amstelveen,7,91675,0,0,2020-11-17T00:00:00
NL,Ameland,0,3716,0,0,2020-11-17T00:00:00
NL,Altena,1,55967,0,0,2020-11-17T00:00:00
NL,Alphen-Chaam,0,10203,0,0,2020-11-17T00:00:00
NL,Almere,10,211893,0,0,2020-11-17T00:00:00
NL,Arnhem,11,161348,0,0,2020-11-17T00:00:00
NL,Zaltbommel,2,28881,0,0,2020-11-17T00:00:00
NL,Zaanstad,7,156794,0,0,2020-11-17T00:00:00
NL,Woudenberg,1,13362,0,0,2020-11-17T00:00:00
NL,Waddinxveen,0,29291,0,0,2020-11-17T00:00:00
NL,Waalwijk,1,48637,0,0,2020-11-17T00:00:00
NL,Waalre,0,17456,0,0,2020-11-17T00:00:00
NL,Waadhoeke,0,46090,0,0,2020-11-17T00:00:00
NL,Vught,0,26558,0,0,2020-11-17T00:00:00
NL,Voorst,1,24552,0,0,2020-11-17T00:00:00
NL,Voorschoten,1,25596,0,0,2020-11-17T00:00:00
NL,Wageningen,0,39664,0,0,2020-11-17T00:00:00
NL,Voerendaal,0,12475,0,0,2020-11-17T00:00:00
NL,Vlieland,0,1155,0,0,2020-11-17T00:00:00
NL,Vlaardingen,10,73397,1,0,2020-11-17T00:00:00
NL,Vijfheerenlanden,0,56811,0,0,2020-11-17T00:00:00
NL,Venray,0,43614,0,0,2020-11-17T00:00:00
NL,Venlo,0,101802,0,0,2020-11-17T00:00:00
NL,Velsen,1,68648,0,0,2020-11-17T00:00:00
NL,Veldhoven,0,45466,0,0,2020-11-17T00:00:00
NL,Vlissingen,0,44360,0,0,2020-11-17T00:00:00
NL,Wassenaar,1,26305,0,0,2020-11-17T00:00:00
NL,Waterland,0,17424,0,0,2020-11-17T00:00:00
NL,Weert,1,50105,0,0,2020-11-17T00:00:00
NL,Wormerland,1,16270,0,0,2020-11-17T00:00:00
NL,Woerden,2,52299,0,0,2020-11-17T00:00:00
NL,Woensdrecht,4,21876,0,0,2020-11-17T00:00:00
NL,Winterswijk,0,28854,0,0,2020-11-17T00:00:00
NL,Wijk bij Duurstede,0,23914,0,0,2020-11-17T00:00:00
NL,Wijdemeren,2,24358,0,0,2020-11-17T00:00:00
NL,Wijchen,0,41110,0,0,2020-11-17T00:00:00
NL,Wierden,1,24446,0,0,2020-11-17T00:00:00
NL,Westvoorne,0,14731,0,0,2020-11-17T00:00:00
NL,Weststellingwerf,0,25914,0,0,2020-11-17T00:00:00
NL,Westland,5,110375,0,0,2020-11-17T00:00:00
NL,Westerwolde,0,25733,0,0,2020-11-17T00:00:00
NL,Westervoort,2,14971,1,0,2020-11-17T00:00:00
NL,Westerveld,0,19460,0,0,2020-11-17T00:00:00
NL,Westerkwartier,0,63329,0,0,2020-11-17T00:00:00
NL,West Betuwe,0,51128,0,0,2020-11-17T00:00:00
NL,Weesp,0,19738,1,0,2020-11-17T00:00:00
NL,Beemster,0,10022,0,0,2020-11-17T00:00:00
NL,Beesel,0,13482,0,0,2020-11-17T00:00:00
NL,Berg en Dal,1,34992,0,0,2020-11-17T00:00:00
NL,Bergeijk,0,18635,0,0,2020-11-17T00:00:00
NL,Eijsden-Margraten,1,25768,0,0,2020-11-17T00:00:00
NL,Eemnes,0,9247,0,0,2020-11-17T00:00:00
NL,Ede,7,117165,0,0,2020-11-17T00:00:00
NL,Edam-Volendam,1,36197,0,0,2020-11-17T00:00:00
NL,Echt-Susteren,0,31610,0,0,2020-11-17T00:00:00
NL,Duiven,1,25126,0,0,2020-11-17T00:00:00
NL,Druten,1,18926,0,0,2020-11-17T00:00:00
NL,Eindhoven,9,234394,0,0,2020-11-17T00:00:00
NL,Dronten,3,41555,0,0,2020-11-17T00:00:00
NL,Drechterland,2,19719,0,0,2020-11-17T00:00:00
NL,Dongen,1,26222,0,0,2020-11-17T00:00:00
NL,Doetinchem,2,58001,0,0,2020-11-17T00:00:00
NL,Doesburg,0,11077,0,0,2020-11-17T00:00:00
NL,Dinkelland,0,26461,0,0,2020-11-17T00:00:00
NL,Diemen,0,30780,0,0,2020-11-17T00:00:00
NL,Deventer,28,100719,0,0,2020-11-17T00:00:00
NL,Drimmelen,0,27272,0,0,2020-11-17T00:00:00
NL,Elburg,1,23161,0,0,2020-11-17T00:00:00
NL,Emmen,1,107048,0,0,2020-11-17T00:00:00
NL,Enkhuizen,1,18591,0,0,2020-11-17T00:00:00
NL,Gulpen-Wittem,0,14171,0,0,2020-11-17T00:00:00
NL,Groningen (gemeente),0,232874,0,0,2020-11-17T00:00:00
NL,Grave,0,12436,0,0,2020-11-17T00:00:00
NL,Gouda,5,73427,0,0,2020-11-17T00:00:00
NL,Gorinchem,2,37022,0,0,2020-11-17T00:00:00
NL,Gooise Meren,7,58055,0,0,2020-11-17T00:00:00
NL,Goirle,2,23904,0,0,2020-11-17T00:00:00
NL,Goes,0,38082,0,0,2020-11-17T00:00:00
NL,Gilze en Rijen,2,26431,0,0,2020-11-17T00:00:00
NL,Gennep,0,16921,0,0,2020-11-17T00:00:00
NL,Gemert-Bakel,4,30723,1,0,2020-11-17T00:00:00
NL,Geldrop-Mierlo,0,39726,0,0,2020-11-17T00:00:00
NL,Geertruidenberg,0,21544,0,0,2020-11-17T00:00:00
NL,Etten-Leur,3,43878,0,0,2020-11-17T00:00:00
NL,Ermelo,4,27008,0,0,2020-11-17T00:00:00
NL,Epe,0,33178,0,0,2020-11-17T00:00:00
NL,Enschede,7,159640,0,0,2020-11-17T00:00:00
NL,Deurne,0,32471,0,0,2020-11-17T00:00:00
NL,Veere,0,21880,0,0,2020-11-17T00:00:00
NL,Den Helder,0,56296,0,0,2020-11-17T00:00:00
NL,Delft,7,103595,0,0,2020-11-17T00:00:00
NL,Borsele,0,22739,0,0,2020-11-17T00:00:00
NL,Borne,0,23312,0,0,2020-11-17T00:00:00
NL,Borger-Odoorn,0,25559,0,0,2020-11-17T00:00:00
NL,Boekel,1,10785,0,0,2020-11-17T00:00:00
NL,Bodegraven-Reeuwijk,5,34872,0,0,2020-11-17T00:00:00
NL,Bloemendaal,0,23571,0,0,2020-11-17T00:00:00
NL,Blaricum,3,11540,0,0,2020-11-17T00:00:00
NL,Boxmeer,0,29365,0,0,2020-11-17T00:00:00
NL,Bladel,5,20390,0,0,2020-11-17T00:00:00
NL,Beuningen,0,25890,0,0,2020-11-17T00:00:00
NL,Best,0,29988,0,0,2020-11-17T00:00:00
NL,Bernheze,4,31240,0,0,2020-11-17T00:00:00
NL,Berkelland,0,43747,0,0,2020-11-17T00:00:00
NL,Bergen op Zoom,1,67496,1,0,2020-11-17T00:00:00
NL,Bergen (NH.),0,29839,0,0,2020-11-17T00:00:00
NL,Bergen (L.),0,13085,0,0,2020-11-17T00:00:00
NL,Beverwijk,1,41626,0,0,2020-11-17T00:00:00
NL,Boxtel,12,30801,0,0,2020-11-17T00:00:00
NL,Brielle,0,17271,0,0,2020-11-17T00:00:00
NL,Bronckhorst,0,36055,0,0,2020-11-17T00:00:00
NL,De Wolden,0,24330,0,0,2020-11-17T00:00:00
NL,De Ronde Venen,2,44456,0,0,2020-11-17T00:00:00
NL,De Fryske Marren,2,51564,0,0,2020-11-17T00:00:00
NL,De Bilt,3,43137,0,0,2020-11-17T00:00:00
NL,Dantumadiel,0,18922,0,0,2020-11-17T00:00:00
NL,Dalfsen,1,28587,0,0,2020-11-17T00:00:00
NL,Culemborg,2,28955,0,0,2020-11-17T00:00:00
NL,Cuijk,3,25130,0,0,2020-11-17T00:00:00
NL,Cranendonck,1,21138,0,0,2020-11-17T00:00:00
NL,Coevorden,0,35297,0,0,2020-11-17T00:00:00
NL,Castricum,0,35986,0,0,2020-11-17T00:00:00
NL,Capelle aan den IJssel,5,67122,0,0,2020-11-17T00:00:00
NL,Buren,1,26749,0,0,2020-11-17T00:00:00
NL,Bunschoten,2,21866,0,0,2020-11-17T00:00:00
NL,Bunnik,0,15191,0,0,2020-11-17T00:00:00
NL,Brunssum,3,27821,1,0,2020-11-17T00:00:00
NL,Brummen,0,20726,0,0,2020-11-17T00:00:00
NL,Delfzijl,0,24678,0,0,2020-11-17T00:00:00
NL,Haaksbergen,1,24311,0,0,2020-11-17T00:00:00
NL,Veenendaal,0,66493,0,0,2020-11-17T00:00:00
