country,lau,cases,population,deaths,hospitalized,datetime
NL,Terschelling,2,4889,,0,2020-05-27T14:18:00
NL,Achtkarspelen,11,27836,,0,2020-05-27T14:18:00
NL,Vlieland,0,1152,,0,2020-05-27T14:18:00
NL,Schiermonnikoog,0,947,,0,2020-05-27T14:18:00
NL,Loppersum,2,9533,,0,2020-05-27T14:18:00
NL,Ameland,0,3718,,0,2020-05-27T14:18:00
NL,Rozendaal,3,1705,,1,2020-05-27T14:18:00
NL,Aa en Hunze,14,25453,,1,2020-05-27T14:18:00
NL,Opmeer,8,11837,,1,2020-05-27T14:18:00
NL,Noord-Beveland,10,7395,,1,2020-05-27T14:18:00
NL,Stadskanaal,7,31688,,2,2020-05-27T14:18:00
NL,Veendam,8,27387,,2,2020-05-27T14:18:00
NL,Eemnes,17,9247,,2,2020-05-27T14:18:00
NL,Hardinxveld-Giessendam,34,18295,,2,2020-05-27T14:18:00
NL,Dantumadiel,6,18916,,2,2020-05-27T14:18:00
NL,Kapelle,23,12691,,3,2020-05-27T14:18:00
NL,Zoeterwoude,12,8611,,3,2020-05-27T14:18:00
NL,Appingedam,5,11644,,3,2020-05-27T14:18:00
NL,Ooststellingwerf,7,25472,,3,2020-05-27T14:18:00
NL,Weststellingwerf,28,25916,,3,2020-05-27T14:18:00
NL,Landsmeer,23,11492,,3,2020-05-27T14:18:00
NL,Beemster,12,10025,,4,2020-05-27T14:18:00
NL,Borger-Odoorn,9,25558,,4,2020-05-27T14:18:00
NL,Drechterland,43,19717,,4,2020-05-27T14:18:00
NL,Midden-Delfland,18,19344,,4,2020-05-27T14:18:00
NL,Tytsjerksteradiel,15,32046,,4,2020-05-27T14:18:00
NL,Scherpenzeel,32,9880,,4,2020-05-27T14:18:00
NL,Harlingen,17,15720,,4,2020-05-27T14:18:00
NL,Reimerswaal,30,22728,,4,2020-05-27T14:18:00
NL,Pekela,5,12199,,4,2020-05-27T14:18:00
NL,Noordenveld,18,31242,,4,2020-05-27T14:18:00
NL,Renswoude,19,5448,,5,2020-05-27T14:18:00
NL,Ouder-Amstel,33,14029,,5,2020-05-27T14:18:00
NL,Borsele,27,22738,,5,2020-05-27T14:18:00
NL,Texel,11,13573,,5,2020-05-27T14:18:00
NL,Woensdrecht,64,21883,,5,2020-05-27T14:18:00
NL,Uitgeest,23,13649,,5,2020-05-27T14:18:00
NL,Wierden,49,24440,,5,2020-05-27T14:18:00
NL,Westerwolde,6,25796,,5,2020-05-27T14:18:00
NL,Mook en Middelaar,36,7847,,6,2020-05-27T14:18:00
NL,Midden-Drenthe,22,33182,,6,2020-05-27T14:18:00
NL,Koggenland,34,22752,,6,2020-05-27T14:18:00
NL,Noardeast-Fryslân,26,45251,,6,2020-05-27T14:18:00
NL,Veere,27,21885,,6,2020-05-27T14:18:00
NL,Westvoorne,25,14728,,6,2020-05-27T14:18:00
NL,Delfzijl,17,24666,,6,2020-05-27T14:18:00
NL,Kaag en Braassem,28,27300,,6,2020-05-27T14:18:00
NL,Midden-Groningen,32,60804,,6,2020-05-27T14:18:00
NL,Het Hogeland,29,47834,,7,2020-05-27T14:18:00
NL,Winterswijk,43,28865,,7,2020-05-27T14:18:00
NL,Opsterland,23,29742,,7,2020-05-27T14:18:00
NL,Lisse,26,22957,,7,2020-05-27T14:18:00
NL,Bergen (L.),23,13085,,7,2020-05-27T14:18:00
NL,Bloemendaal,49,23570,,7,2020-05-27T14:18:00
NL,Losser,23,22685,,7,2020-05-27T14:18:00
NL,Waalre,29,17454,,7,2020-05-27T14:18:00
NL,Bodegraven-Reeuwijk,57,34869,,7,2020-05-27T14:18:00
NL,Oldambt,13,38213,,7,2020-05-27T14:18:00
NL,Staphorst,59,17144,,8,2020-05-27T14:18:00
NL,Oegstgeest,41,24843,,8,2020-05-27T14:18:00
NL,Hellendoorn,95,35923,,8,2020-05-27T14:18:00
NL,Hendrik-Ido-Ambacht,58,31204,,8,2020-05-27T14:18:00
NL,Meppel,36,33902,,8,2020-05-27T14:18:00
NL,Blaricum,27,11536,,8,2020-05-27T14:18:00
NL,Wijdemeren,32,24360,,8,2020-05-27T14:18:00
NL,Wassenaar,51,26214,,8,2020-05-27T14:18:00
NL,Putten,26,24113,,8,2020-05-27T14:18:00
NL,Laren,26,11274,,8,2020-05-27T14:18:00
NL,Hillegom,33,22208,,8,2020-05-27T14:18:00
NL,Sluis,17,23217,,8,2020-05-27T14:18:00
NL,Hulst,30,27556,,9,2020-05-27T14:18:00
NL,Doesburg,32,11078,,9,2020-05-27T14:18:00
NL,Nieuwkoop,48,28809,,9,2020-05-27T14:18:00
NL,Leusden,49,30399,,9,2020-05-27T14:18:00
NL,Mill en Sint Hubert,37,10941,,9,2020-05-27T14:18:00
