country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Drenthe,,95,,0,0,2021-12-01T10:00:00
NL,Gelderland,Rozendaal,179,,0,1,2021-12-01T10:00:00
NL,Fryslân,Vlieland,111,,1,1,2021-12-01T10:00:00
NL,Fryslân,Schiermonnikoog,57,,2,1,2021-12-01T10:00:00
NL,Flevoland,,98,,0,1,2021-12-01T10:00:00
NL,Groningen,,102,,0,1,2021-12-01T10:00:00
NL,Fryslân,,164,,0,1,2021-12-01T10:00:00
NL,Fryslân,Terschelling,504,,2,3,2021-12-01T10:00:00
NL,Fryslân,Ameland,317,,1,3,2021-12-01T10:00:00
NL,Zeeland,,203,,1,5,2021-12-01T10:00:00
NL,Noord-Holland,Texel,1023,,4,6,2021-12-01T10:00:00
NL,Overijssel,,799,,3,6,2021-12-01T10:00:00
NL,Limburg,,781,,3,7,2021-12-01T10:00:00
NL,Gelderland,Scherpenzeel,2038,,12,7,2021-12-01T10:00:00
NL,Drenthe,Aa en Hunze,2167,,21,9,2021-12-01T10:00:00
NL,Noord-Holland,Beemster,1468,,3,9,2021-12-01T10:00:00
NL,Utrecht,Renswoude,1125,,5,10,2021-12-01T10:00:00
NL,Gelderland,,1067,,3,10,2021-12-01T10:00:00
NL,Zuid-Holland,Zoeterwoude,1320,,1,11,2021-12-01T10:00:00
NL,Noord-Holland,Uitgeest,2023,,11,12,2021-12-01T10:00:00
NL,Limburg,Mook en Middelaar,956,,13,13,2021-12-01T10:00:00
NL,Fryslân,Harlingen,1406,,6,13,2021-12-01T10:00:00
NL,Noord-Holland,Opmeer,1977,,6,13,2021-12-01T10:00:00
NL,Noord-Brabant,Baarle-Nassau,968,,4,14,2021-12-01T10:00:00
NL,Groningen,Veendam,2801,,14,14,2021-12-01T10:00:00
NL,Noord-Holland,Blaricum,1622,,7,15,2021-12-01T10:00:00
NL,Overijssel,Ommen,2366,,16,16,2021-12-01T10:00:00
NL,Noord-Holland,Landsmeer,1862,,7,16,2021-12-01T10:00:00
NL,Noord-Holland,Oostzaan,1556,,8,17,2021-12-01T10:00:00
NL,Noord-Brabant,Mill en Sint Hubert,1892,,10,17,2021-12-01T10:00:00
NL,Utrecht,,588,,2,18,2021-12-01T10:00:00
NL,Noord-Holland,Laren,1622,,31,19,2021-12-01T10:00:00
NL,Noord-Holland,Ouder-Amstel,2283,,5,19,2021-12-01T10:00:00
NL,Zuid-Holland,Midden-Delfland,3150,,14,19,2021-12-01T10:00:00
NL,Drenthe,Westerveld,1687,,23,19,2021-12-01T10:00:00
NL,Zeeland,Kapelle,1806,,6,20,2021-12-01T10:00:00
NL,Noord-Holland,Bloemendaal,3072,,18,20,2021-12-01T10:00:00
NL,Fryslân,Ooststellingwerf,2539,,6,21,2021-12-01T10:00:00
NL,Utrecht,Eemnes,1518,,6,21,2021-12-01T10:00:00
NL,Overijssel,Olst-Wijhe,2090,,10,21,2021-12-01T10:00:00
NL,Gelderland,Winterswijk,3421,,22,21,2021-12-01T10:00:00
NL,Fryslân,Weststellingwerf,3134,,29,21,2021-12-01T10:00:00
NL,Noord-Brabant,Hilvarenbeek,2343,,20,21,2021-12-01T10:00:00
NL,Gelderland,Doesburg,1242,,9,22,2021-12-01T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,4393,,30,22,2021-12-01T10:00:00
NL,Flevoland,Zeewolde,2814,,15,22,2021-12-01T10:00:00
NL,Noord-Holland,Weesp,2992,,23,22,2021-12-01T10:00:00
NL,Gelderland,Putten,4024,,21,23,2021-12-01T10:00:00
NL,Zuid-Holland,Oegstgeest,3245,,32,23,2021-12-01T10:00:00
NL,Zeeland,Noord-Beveland,856,,10,23,2021-12-01T10:00:00
NL,Zuid-Holland,Hillegom,2843,,21,24,2021-12-01T10:00:00
NL,Gelderland,Hattem,1613,,7,24,2021-12-01T10:00:00
NL,Utrecht,Woudenberg,2600,,9,24,2021-12-01T10:00:00
NL,Noord-Brabant,Woensdrecht,2784,,26,24,2021-12-01T10:00:00
NL,Noord-Brabant,Heeze-Leende,2268,,13,25,2021-12-01T10:00:00
NL,Noord-Brabant,Alphen-Chaam,1429,,5,25,2021-12-01T10:00:00
NL,Noord-Holland,,2337,,2,25,2021-12-01T10:00:00
NL,Gelderland,West Maas en Waal,3013,,19,25,2021-12-01T10:00:00
NL,Overijssel,Staphorst,4208,,29,25,2021-12-01T10:00:00
NL,Noord-Brabant,Reusel-De Mierden,2397,,10,26,2021-12-01T10:00:00
NL,Noord-Holland,Koggenland,3739,,24,26,2021-12-01T10:00:00
NL,Overijssel,Wierden,4584,,30,26,2021-12-01T10:00:00
NL,Groningen,Pekela,1392,,13,26,2021-12-01T10:00:00
NL,Noord-Holland,Heiloo,2993,,17,26,2021-12-01T10:00:00
NL,Limburg,Voerendaal,2053,,12,27,2021-12-01T10:00:00
NL,Overijssel,Tubbergen,4219,,21,27,2021-12-01T10:00:00
NL,Utrecht,Bunnik,1824,,14,27,2021-12-01T10:00:00
NL,Zuid-Holland,Westvoorne,1794,,19,27,2021-12-01T10:00:00
NL,Zuid-Holland,Kaag en Braassem,3890,,11,27,2021-12-01T10:00:00
NL,Limburg,Vaals,1130,,16,27,2021-12-01T10:00:00
NL,Noord-Brabant,Waalre,2477,,17,27,2021-12-01T10:00:00
NL,Zuid-Holland,Voorschoten,3126,,24,28,2021-12-01T10:00:00
NL,Limburg,Bergen (L.),2541,,19,28,2021-12-01T10:00:00
NL,Noord-Holland,Drechterland,3100,,13,28,2021-12-01T10:00:00
NL,Noord-Brabant,Sint Anthonis,2007,,11,29,2021-12-01T10:00:00
NL,Drenthe,Tynaarlo,2656,,26,29,2021-12-01T10:00:00
NL,Noord-Holland,Wijdemeren,3418,,23,30,2021-12-01T10:00:00
NL,Fryslân,Dantumadiel,2925,,18,30,2021-12-01T10:00:00
NL,Gelderland,Westervoort,1846,,9,30,2021-12-01T10:00:00
NL,Noord-Brabant,Bergeijk,3101,,13,30,2021-12-01T10:00:00
NL,Gelderland,Heumen,2183,,20,31,2021-12-01T10:00:00
NL,Noord-Holland,Zandvoort,2269,,44,31,2021-12-01T10:00:00
NL,Limburg,Gennep,3199,,30,31,2021-12-01T10:00:00
NL,Limburg,Simpelveld,1520,,9,32,2021-12-01T10:00:00
NL,Noord-Holland,Enkhuizen,2816,,14,32,2021-12-01T10:00:00
NL,Gelderland,Duiven,3134,,17,32,2021-12-01T10:00:00
NL,Noord-Holland,Stede Broec,3394,,15,32,2021-12-01T10:00:00
NL,Noord-Brabant,Grave,2144,,24,33,2021-12-01T10:00:00
NL,Fryslân,Opsterland,3515,,9,33,2021-12-01T10:00:00
NL,Noord-Brabant,Oirschot,3148,,27,33,2021-12-01T10:00:00
NL,Utrecht,Montfoort,2307,,9,33,2021-12-01T10:00:00
NL,Gelderland,Voorst,3082,,31,33,2021-12-01T10:00:00
NL,Gelderland,Aalten,3589,,29,34,2021-12-01T10:00:00
NL,Overijssel,Dalfsen,3723,,22,34,2021-12-01T10:00:00
NL,Noord-Holland,Heemstede,3755,,65,34,2021-12-01T10:00:00
NL,Zuid-Holland,Brielle,2484,,11,34,2021-12-01T10:00:00
