country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Friesland,Vlieland,19,,0,0,2020-12-07T10:00:00
NL,Friesland,Ameland,48,,0,0,2020-12-07T10:00:00
NL,Drenthe,,11,,0,0,2020-12-07T10:00:00
NL,Drenthe,Aa en Hunze,345,,1,1,2020-12-07T10:00:00
NL,Friesland,Terschelling,73,,1,1,2020-12-07T10:00:00
NL,Friesland,Schiermonnikoog,5,,0,1,2020-12-07T10:00:00
NL,Groningen,,16,,0,1,2020-12-07T10:00:00
NL,Friesland,,12,,0,1,2020-12-07T10:00:00
NL,Gelderland,Rozendaal,32,,0,1,2020-12-07T10:00:00
NL,Groningen,Loppersum,102,,0,1,2020-12-07T10:00:00
NL,Friesland,Achtkarspelen,324,,0,1,2020-12-07T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,753,,7,2,2020-12-07T10:00:00
NL,Flevoland,,11,,0,2,2020-12-07T10:00:00
NL,Friesland,Dantumadiel,249,,0,2,2020-12-07T10:00:00
NL,Zeeland,,6,,1,2,2020-12-07T10:00:00
NL,Noord-Holland,Opmeer,261,,2,3,2020-12-07T10:00:00
NL,Zeeland,Noord-Beveland,104,,1,3,2020-12-07T10:00:00
NL,Noord-Holland,Beemster,232,,2,4,2020-12-07T10:00:00
NL,Zuid-Holland,Zoeterwoude,271,,1,4,2020-12-07T10:00:00
NL,Zeeland,Kapelle,146,,1,4,2020-12-07T10:00:00
NL,Groningen,Veendam,327,,1,4,2020-12-07T10:00:00
NL,Overijssel,,357,,3,4,2020-12-07T10:00:00
NL,Utrecht,Renswoude,147,,5,5,2020-12-07T10:00:00
NL,Gelderland,Scherpenzeel,321,,2,5,2020-12-07T10:00:00
NL,Friesland,Harlingen,160,,2,5,2020-12-07T10:00:00
NL,Friesland,Weststellingwerf,392,,12,5,2020-12-07T10:00:00
NL,Utrecht,,83,,1,6,2020-12-07T10:00:00
NL,Utrecht,Eemnes,278,,1,6,2020-12-07T10:00:00
NL,Noord-Holland,Landsmeer,389,,4,6,2020-12-07T10:00:00
NL,Noord-Holland,Texel,126,,2,6,2020-12-07T10:00:00
NL,Zeeland,Borsele,295,,2,7,2020-12-07T10:00:00
NL,Noord-Holland,Uitgeest,431,,3,7,2020-12-07T10:00:00
NL,Noord-Holland,Drechterland,512,,8,7,2020-12-07T10:00:00
NL,Groningen,Pekela,122,,2,7,2020-12-07T10:00:00
NL,Noord-Holland,Blaricum,344,,2,8,2020-12-07T10:00:00
NL,Drenthe,Noordenveld,332,,14,8,2020-12-07T10:00:00
NL,Noord-Holland,Ouder-Amstel,560,,0,8,2020-12-07T10:00:00
NL,Groningen,Appingedam,147,,1,8,2020-12-07T10:00:00
NL,Limburg,,127,,3,8,2020-12-07T10:00:00
NL,Friesland,Ooststellingwerf,362,,1,8,2020-12-07T10:00:00
NL,Limburg,Mook en Middelaar,249,,9,9,2020-12-07T10:00:00
NL,Noord-Brabant,Waalre,518,,10,9,2020-12-07T10:00:00
NL,Zeeland,Reimerswaal,444,,5,9,2020-12-07T10:00:00
NL,Drenthe,Borger-Odoorn,465,,9,9,2020-12-07T10:00:00
NL,Zuid-Holland,Hillegom,610,,2,9,2020-12-07T10:00:00
NL,Groningen,Delfzijl,321,,1,9,2020-12-07T10:00:00
NL,Friesland,Tytsjerksteradiel,374,,3,9,2020-12-07T10:00:00
NL,Zuid-Holland,Westvoorne,416,,1,9,2020-12-07T10:00:00
NL,Overijssel,Ommen,329,,7,9,2020-12-07T10:00:00
NL,Groningen,Stadskanaal,717,,7,10,2020-12-07T10:00:00
NL,Drenthe,Midden-Drenthe,521,,3,10,2020-12-07T10:00:00
NL,Noord-Holland,Bloemendaal,559,,6,10,2020-12-07T10:00:00
NL,Zeeland,Veere,206,,2,10,2020-12-07T10:00:00
NL,Drenthe,Westerveld,225,,5,10,2020-12-07T10:00:00
NL,Utrecht,Woudenberg,436,,4,11,2020-12-07T10:00:00
NL,Noord-Holland,Laren,367,,8,11,2020-12-07T10:00:00
NL,Limburg,Vaals,164,,2,11,2020-12-07T10:00:00
NL,Noord-Holland,Weesp,891,,15,11,2020-12-07T10:00:00
NL,Zuid-Holland,Papendrecht,1150,,19,11,2020-12-07T10:00:00
NL,Gelderland,,224,,2,11,2020-12-07T10:00:00
NL,Noord-Brabant,Woensdrecht,704,,21,11,2020-12-07T10:00:00
NL,Overijssel,Staphorst,530,,5,11,2020-12-07T10:00:00
NL,Friesland,Opsterland,308,,0,11,2020-12-07T10:00:00
NL,Overijssel,Wierden,1140,,13,11,2020-12-07T10:00:00
NL,Groningen,Oldambt,409,,6,11,2020-12-07T10:00:00
NL,Groningen,Het Hogeland,745,,6,11,2020-12-07T10:00:00
NL,Overijssel,Olst-Wijhe,325,,8,12,2020-12-07T10:00:00
NL,Limburg,Bergen (L.),339,,3,12,2020-12-07T10:00:00
NL,Zuid-Holland,Sliedrecht,1025,,15,12,2020-12-07T10:00:00
NL,Zuid-Holland,Voorschoten,691,,14,12,2020-12-07T10:00:00
NL,Noord-Brabant,Baarle-Nassau,212,,4,12,2020-12-07T10:00:00
NL,Gelderland,Doesburg,267,,7,12,2020-12-07T10:00:00
NL,Gelderland,Putten,662,,6,13,2020-12-07T10:00:00
NL,Zuid-Holland,Hendrik-Ido-Ambacht,1339,,10,13,2020-12-07T10:00:00
NL,Zuid-Holland,Midden-Delfland,703,,6,13,2020-12-07T10:00:00
NL,Noord-Holland,Koggenland,612,,12,13,2020-12-07T10:00:00
NL,Noord-Holland,Oostzaan,368,,3,13,2020-12-07T10:00:00
NL,Drenthe,Tynaarlo,417,,12,13,2020-12-07T10:00:00
NL,Gelderland,Winterswijk,660,,8,13,2020-12-07T10:00:00
NL,Friesland,Noardeast-Fryslân,596,,7,13,2020-12-07T10:00:00
NL,Zuid-Holland,Kaag en Braassem,779,,3,13,2020-12-07T10:00:00
NL,Drenthe,Meppel,538,,5,13,2020-12-07T10:00:00
NL,Utrecht,Wijk bij Duurstede,626,,8,14,2020-12-07T10:00:00
NL,Noord-Holland,Heiloo,526,,10,14,2020-12-07T10:00:00
NL,Noord-Brabant,Mill en Sint Hubert,380,,6,14,2020-12-07T10:00:00
NL,Groningen,Westerwolde,437,,3,14,2020-12-07T10:00:00
NL,Overijssel,Tubbergen,1152,,9,14,2020-12-07T10:00:00
NL,Gelderland,Aalten,654,,12,14,2020-12-07T10:00:00
NL,Noord-Holland,Wijdemeren,676,,5,14,2020-12-07T10:00:00
NL,Friesland,Smallingerland,650,,12,14,2020-12-07T10:00:00
NL,Noord-Holland,Zandvoort,426,,9,15,2020-12-07T10:00:00
NL,Zuid-Holland,Alblasserdam,953,,13,15,2020-12-07T10:00:00
NL,Zuid-Holland,Lisse,654,,5,15,2020-12-07T10:00:00
NL,Overijssel,Losser,856,,5,15,2020-12-07T10:00:00
NL,Gelderland,Westervoort,414,,7,15,2020-12-07T10:00:00
NL,Utrecht,Rhenen,690,,8,15,2020-12-07T10:00:00
NL,Overijssel,Hellendoorn,1119,,15,16,2020-12-07T10:00:00
NL,Zeeland,Schouwen-Duiveland,561,,16,16,2020-12-07T10:00:00
NL,Utrecht,Montfoort,482,,7,16,2020-12-07T10:00:00
NL,Utrecht,Leusden,813,,12,16,2020-12-07T10:00:00
NL,Utrecht,Bunnik,449,,10,16,2020-12-07T10:00:00
NL,Flevoland,Zeewolde,442,,7,16,2020-12-07T10:00:00
NL,Overijssel,Twenterand,1097,,5,17,2020-12-07T10:00:00
NL,Zeeland,Vlissingen,581,,7,17,2020-12-07T10:00:00
NL,Friesland,Heerenveen,627,,24,17,2020-12-07T10:00:00
NL,Zuid-Holland,Oegstgeest,747,,6,17,2020-12-07T10:00:00
NL,Noord-Brabant,Hilvarenbeek,544,,15,17,2020-12-07T10:00:00
NL,Groningen,Midden-Groningen,775,,11,17,2020-12-07T10:00:00
NL,Drenthe,De Wolden,419,,6,17,2020-12-07T10:00:00
NL,Overijssel,Borne,703,,6,18,2020-12-07T10:00:00
NL,Friesland,Waadhoeke,642,,22,18,2020-12-07T10:00:00
NL,Limburg,Beek,361,,10,18,2020-12-07T10:00:00
NL,Overijssel,Dalfsen,721,,9,18,2020-12-07T10:00:00
NL,Limburg,Gennep,505,,15,18,2020-12-07T10:00:00
NL,Noord-Holland,Castricum,888,,12,18,2020-12-07T10:00:00
NL,Zeeland,Sluis,465,,7,18,2020-12-07T10:00:00
NL,Noord-Brabant,Reusel-De Mierden,620,,5,18,2020-12-07T10:00:00
NL,Limburg,Voerendaal,226,,8,18,2020-12-07T10:00:00
NL,Gelderland,Duiven,741,,8,18,2020-12-07T10:00:00
NL,Gelderland,Hattem,252,,5,18,2020-12-07T10:00:00
NL,Overijssel,Steenwijkerland,708,,10,18,2020-12-07T10:00:00
NL,Noord-Holland,,294,,2,18,2020-12-07T10:00:00
NL,Noord-Holland,Aalsmeer,1104,,20,18,2020-12-07T10:00:00
NL,Gelderland,Voorst,499,,11,18,2020-12-07T10:00:00
NL,Zuid-Holland,Nieuwkoop,906,,12,19,2020-12-07T10:00:00
NL,Noord-Brabant,Heeze-Leende,543,,11,19,2020-12-07T10:00:00
NL,Noord-Holland,Heemstede,717,,37,19,2020-12-07T10:00:00
NL,Noord-Brabant,Geertruidenberg,666,,7,19,2020-12-07T10:00:00
NL,Zuid-Holland,Wassenaar,752,,15,19,2020-12-07T10:00:00
NL,Noord-Holland,Den Helder,882,,8,19,2020-12-07T10:00:00
NL,Zuid-Holland,Gorinchem,1463,,22,20,2020-12-07T10:00:00
NL,Noord-Brabant,Cuijk,812,,15,20,2020-12-07T10:00:00
NL,Noord-Holland,Stede Broec,469,,5,20,2020-12-07T10:00:00
NL,Noord-Brabant,Oirschot,696,,18,20,2020-12-07T10:00:00
NL,Gelderland,Renkum,798,,11,20,2020-12-07T10:00:00
NL,Noord-Brabant,Alphen-Chaam,352,,5,20,2020-12-07T10:00:00
NL,Noord-Brabant,Steenbergen,802,,14,20,2020-12-07T10:00:00
NL,Noord-Holland,Enkhuizen,479,,5,20,2020-12-07T10:00:00
NL,Noord-Brabant,Sint Anthonis,347,,11,21,2020-12-07T10:00:00
NL,Noord-Brabant,Asten,512,,14,21,2020-12-07T10:00:00
NL,Gelderland,Heumen,532,,13,21,2020-12-07T10:00:00
NL,Limburg,Simpelveld,221,,5,21,2020-12-07T10:00:00
NL,Zeeland,Hulst,670,,9,21,2020-12-07T10:00:00
NL,Groningen,Westerkwartier,701,,8,21,2020-12-07T10:00:00
NL,Gelderland,Bronckhorst,966,,8,21,2020-12-07T10:00:00
NL,Zuid-Holland,Molenlanden,1630,,16,21,2020-12-07T10:00:00
NL,Drenthe,Coevorden,630,,7,22,2020-12-07T10:00:00
NL,Drenthe,Assen,1096,,8,22,2020-12-07T10:00:00
NL,Noord-Holland,Langedijk,766,,7,22,2020-12-07T10:00:00
NL,Gelderland,Brummen,406,,7,22,2020-12-07T10:00:00
NL,Gelderland,Lochem,722,,20,22,2020-12-07T10:00:00
NL,Noord-Brabant,"Nuenen, Gerwen en Nederwetten",683,,13,22,2020-12-07T10:00:00
NL,Overijssel,Haaksbergen,932,,23,22,2020-12-07T10:00:00
NL,Noord-Brabant,Bergeijk,784,,6,22,2020-12-07T10:00:00
NL,Noord-Holland,Beverwijk,1273,,15,23,2020-12-07T10:00:00
NL,Noord-Brabant,Haaren,529,,10,23,2020-12-07T10:00:00
NL,Noord-Brabant,Rucphen,882,,12,23,2020-12-07T10:00:00
NL,Flevoland,Noordoostpolder,1124,,20,23,2020-12-07T10:00:00
NL,Gelderland,Oost Gelre,887,,26,23,2020-12-07T10:00:00
NL,Noord-Brabant,,679,,6,23,2020-12-07T10:00:00
NL,Limburg,Valkenburg aan de Geul,394,,11,23,2020-12-07T10:00:00
NL,Noord-Holland,Medemblik,1064,,7,23,2020-12-07T10:00:00
NL,Limburg,Beesel,311,,9,23,2020-12-07T10:00:00
NL,Zuid-Holland,Brielle,545,,4,23,2020-12-07T10:00:00
NL,Gelderland,West Maas en Waal,492,,15,24,2020-12-07T10:00:00
NL,Gelderland,Beuningen,724,,10,24,2020-12-07T10:00:00
NL,Noord-Holland,Schagen,1226,,16,24,2020-12-07T10:00:00
NL,Noord-Holland,Waterland,591,,14,24,2020-12-07T10:00:00
NL,Overijssel,Dinkelland,1165,,18,24,2020-12-07T10:00:00
NL,Utrecht,Baarn,726,,19,24,2020-12-07T10:00:00
NL,Overijssel,Hof van Twente,1144,,13,25,2020-12-07T10:00:00
NL,Noord-Brabant,Boxmeer,874,,34,25,2020-12-07T10:00:00
NL,Noord-Holland,Bergen (NH.),875,,25,25,2020-12-07T10:00:00
NL,Limburg,Meerssen,401,,15,25,2020-12-07T10:00:00
NL,Noord-Holland,Wormerland,511,,13,25,2020-12-07T10:00:00
NL,Noord-Brabant,Valkenswaard,1091,,44,25,2020-12-07T10:00:00
NL,Utrecht,Lopik,554,,8,25,2020-12-07T10:00:00
NL,Noord-Brabant,Bladel,1082,,13,25,2020-12-07T10:00:00
NL,Zuid-Holland,Teylingen,1260,,6,25,2020-12-07T10:00:00
NL,Gelderland,Zaltbommel,1039,,10,26,2020-12-07T10:00:00
NL,Gelderland,Maasdriel,860,,17,26,2020-12-07T10:00:00
NL,Zeeland,Goes,674,,14,26,2020-12-07T10:00:00
NL,Overijssel,Oldenzaal,1194,,30,26,2020-12-07T10:00:00
NL,Friesland,Súdwest-Fryslân,1954,,30,26,2020-12-07T10:00:00
NL,Noord-Brabant,Moerdijk,1209,,23,26,2020-12-07T10:00:00
NL,Zuid-Holland,Krimpen aan den IJssel,1287,,31,26,2020-12-07T10:00:00
NL,Friesland,De Fryske Marren,763,,12,26,2020-12-07T10:00:00
NL,Gelderland,Oude IJsselstreek,930,,19,27,2020-12-07T10:00:00
NL,Limburg,Gulpen-Wittem,369,,16,27,2020-12-07T10:00:00
NL,Gelderland,Berkelland,1289,,29,27,2020-12-07T10:00:00
NL,Overijssel,Raalte,1059,,25,27,2020-12-07T10:00:00
NL,Noord-Holland,Uithoorn,949,,6,27,2020-12-07T10:00:00
NL,Gelderland,Buren,703,,12,27,2020-12-07T10:00:00
NL,Limburg,Roerdalen,382,,9,28,2020-12-07T10:00:00
NL,Noord-Brabant,Grave,515,,23,28,2020-12-07T10:00:00
NL,Gelderland,Montferland,849,,12,28,2020-12-07T10:00:00
NL,Limburg,Maasgouw,504,,16,28,2020-12-07T10:00:00
NL,Zeeland,Middelburg,638,,15,28,2020-12-07T10:00:00
