country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Groningen,Groningen,74484,,65,9999,2022-02-27T10:00:00
NL,Limburg,Maastricht,40249,,255,9999,2022-02-27T10:00:00
NL,Limburg,Kerkrade,14598,,108,9999,2022-02-27T10:00:00
NL,Limburg,Heerlen,29438,,162,9999,2022-02-27T10:00:00
NL,Limburg,Gennep,6622,,31,9999,2022-02-27T10:00:00
NL,Limburg,Brunssum,10025,,71,9999,2022-02-27T10:00:00
NL,Limburg,Bergen (L.),4999,,20,9999,2022-02-27T10:00:00
NL,Limburg,Beesel,4811,,15,9999,2022-02-27T10:00:00
NL,Limburg,Beek,5523,,16,9999,2022-02-27T10:00:00
NL,Limburg,Meerssen,6355,,43,9999,2022-02-27T10:00:00
NL,Limburg,Landgraaf,13283,,98,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Zundert,7028,,19,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Woensdrecht,6832,,26,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Waalwijk,17992,,83,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Waalre,6045,,18,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Vught,11997,,56,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Veldhoven,15916,,55,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Valkenswaard,10972,,72,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Tilburg,86911,,303,9999,2022-02-27T10:00:00
NL,Noord-Holland,Wormerland,5726,,37,9999,2022-02-27T10:00:00
NL,Noord-Holland,Waterland,6137,,18,9999,2022-02-27T10:00:00
NL,Limburg,Mook en Middelaar,2458,,13,9999,2022-02-27T10:00:00
NL,Limburg,Roermond,20871,,79,9999,2022-02-27T10:00:00
NL,Limburg,Maasgouw,8152,,45,9999,2022-02-27T10:00:00
NL,Limburg,Leudal,12224,,60,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Lansingerland,24986,,72,9999,2022-02-27T10:00:00
NL,Noord-Holland,Koggenland,8676,,25,9999,2022-02-27T10:00:00
NL,Gelderland,Oost Gelre,10699,,49,9999,2022-02-27T10:00:00
NL,Utrecht,Utrechtse Heuvelrug,16477,,89,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Teylingen,13879,,28,9999,2022-02-27T10:00:00
NL,Gelderland,Oude IJsselstreek,13225,,58,9999,2022-02-27T10:00:00
NL,Limburg,Nederweert,6402,,28,9999,2022-02-27T10:00:00
NL,Limburg,Horst aan de Maas,17565,,78,9999,2022-02-27T10:00:00
NL,Limburg,Valkenburg aan de Geul,5081,,36,9999,2022-02-27T10:00:00
NL,Limburg,Weert,18766,,102,9999,2022-02-27T10:00:00
NL,Limburg,Voerendaal,4253,,14,9999,2022-02-27T10:00:00
NL,Limburg,Venray,17286,,58,9999,2022-02-27T10:00:00
NL,Limburg,Venlo,40603,,201,9999,2022-02-27T10:00:00
NL,Limburg,Vaals,2541,,23,9999,2022-02-27T10:00:00
NL,Limburg,Stein,8829,,28,9999,2022-02-27T10:00:00
NL,Limburg,Simpelveld,3352,,13,9999,2022-02-27T10:00:00
NL,Flevoland,Lelystad,26348,,87,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Steenbergen,8136,,22,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Son en Breugel,6045,,30,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Someren,7341,,21,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Boekel,4225,,23,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Best,10664,,38,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Bergen op Zoom,25106,,51,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Baarle-Nassau,2278,,4,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Asten,6144,,20,9999,2022-02-27T10:00:00
NL,Fryslân,Tytsjerksteradiel,10908,,39,9999,2022-02-27T10:00:00
NL,Utrecht,De Ronde Venen,16263,,55,9999,2022-02-27T10:00:00
NL,Zeeland,Vlissingen,14133,,44,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Boxtel,12220,,73,9999,2022-02-27T10:00:00
NL,Zeeland,Veere,7320,,18,9999,2022-02-27T10:00:00
NL,Zeeland,Terneuzen,16473,,41,9999,2022-02-27T10:00:00
NL,Zeeland,Reimerswaal,10829,,25,9999,2022-02-27T10:00:00
NL,Zeeland,Middelburg,16609,,42,9999,2022-02-27T10:00:00
NL,Zeeland,Kapelle,4763,,8,9999,2022-02-27T10:00:00
NL,Zeeland,Hulst,8548,,18,9999,2022-02-27T10:00:00
NL,Gelderland,West Maas en Waal,6923,,20,9999,2022-02-27T10:00:00
NL,Zeeland,Goes,13534,,44,9999,2022-02-27T10:00:00
NL,Zeeland,Borsele,8532,,13,9999,2022-02-27T10:00:00
NL,Zeeland,Tholen,10928,,37,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Breda,68011,,186,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Deurne,12634,,51,9999,2022-02-27T10:00:00
NL,Groningen,Pekela,3622,,14,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Sint-Michielsgestel,11362,,47,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Rucphen,7874,,19,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Oss,34508,,143,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Oosterhout,20094,,44,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Oisterwijk,11184,,27,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Oirschot,7034,,28,9999,2022-02-27T10:00:00
NL,Noord-Brabant,"Nuenen, Gerwen en Nederwetten",7905,,27,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Loon op Zand,8919,,47,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Hilvarenbeek,5893,,20,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Heusden,17631,,56,9999,2022-02-27T10:00:00
NL,Noord-Brabant,'s-Hertogenbosch,60908,,198,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Helmond,35012,,94,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Goirle,9228,,43,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Gilze en Rijen,9269,,21,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Geertruidenberg,8129,,30,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Etten-Leur,15105,,41,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Eindhoven,81736,,417,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Eersel,7700,,35,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Dongen,9596,,32,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Gemert-Bakel,10889,,44,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Halderberge,10440,,31,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Heeze-Leende,5100,,13,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Laarbeek,7957,,46,9999,2022-02-27T10:00:00
NL,Gelderland,Montferland,11636,,32,9999,2022-02-27T10:00:00
NL,Limburg,Beekdaelen,12522,,72,9999,2022-02-27T10:00:00
NL,Groningen,Midden-Groningen,16672,,48,9999,2022-02-27T10:00:00
NL,Groningen,Westerwolde,8312,,25,9999,2022-02-27T10:00:00
NL,Fryslân,Waadhoeke,13765,,46,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Meierijstad,29905,,180,9999,2022-02-27T10:00:00
NL,Gelderland,Berg en Dal,12004,,71,9999,2022-02-27T10:00:00
NL,Noord-Holland,Gooise Meren,21948,,46,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Altena,22628,,77,9999,2022-02-27T10:00:00
NL,Fryslân,De Fryske Marren,17821,,39,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Nissewaard,29459,,108,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Pijnacker-Nootdorp,21835,,43,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Goeree-Overflakkee,17325,,94,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Leidschendam-Voorburg,25042,,107,9999,2022-02-27T10:00:00
NL,Noord-Holland,Hollands Kroon,15966,,38,9999,2022-02-27T10:00:00
NL,Utrecht,Stichtse Vecht,24050,,77,9999,2022-02-27T10:00:00
NL,Limburg,Eijsden-Margraten,8551,,60,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Bodegraven-Reeuwijk,14303,,39,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Krimpenerwaard,21141,,70,9999,2022-02-27T10:00:00
NL,Gelderland,West Betuwe,19898,,69,9999,2022-02-27T10:00:00
NL,Utrecht,Vijfheerenlanden,22780,,82,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Hoeksche Waard,31730,,77,9999,2022-02-27T10:00:00
NL,Noord-Brabant,,9200,,8,9999,2022-02-27T10:00:00
NL,Zeeland,,1039,,1,9999,2022-02-27T10:00:00
NL,Zuid-Holland,,13248,,18,9999,2022-02-27T10:00:00
NL,Noord-Holland,,11824,,5,9999,2022-02-27T10:00:00
NL,Utrecht,,3764,,2,9999,2022-02-27T10:00:00
NL,Gelderland,,5176,,3,9999,2022-02-27T10:00:00
NL,Flevoland,,967,,0,9999,2022-02-27T10:00:00
NL,Overijssel,,3078,,5,9999,2022-02-27T10:00:00
NL,Drenthe,,773,,0,9999,2022-02-27T10:00:00
NL,Fryslân,,749,,0,9999,2022-02-27T10:00:00
NL,Groningen,,1428,,0,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Maashorst,21572,,123,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Land van Cuijk,33702,,138,9999,2022-02-27T10:00:00
NL,Noord-Holland,Dijk en Waard,32367,,72,9999,2022-02-27T10:00:00
NL,Groningen,Eemsdelta,11558,,29,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Molenlanden,18522,,45,9999,2022-02-27T10:00:00
NL,Fryslân,Noardeast-Fryslân,16652,,58,9999,2022-02-27T10:00:00
NL,Groningen,Westerkwartier,18745,,36,9999,2022-02-27T10:00:00
NL,Groningen,Het Hogeland,15951,,38,9999,2022-02-27T10:00:00
NL,Fryslân,Súdwest-Fryslân,29619,,98,9999,2022-02-27T10:00:00
NL,Zuid-Holland,Zwijndrecht,16427,,121,9999,2022-02-27T10:00:00
NL,Overijssel,Zwartewaterland,9711,,35,9999,2022-02-27T10:00:00
NL,Limburg,Peel en Maas,15957,,93,9999,2022-02-27T10:00:00
NL,Zeeland,Sluis,5790,,26,9999,2022-02-27T10:00:00
NL,Limburg,Echt-Susteren,10827,,45,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Moerdijk,12355,,53,9999,2022-02-27T10:00:00
NL,Overijssel,Steenwijkerland,13345,,32,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Cranendonck,7661,,60,9999,2022-02-27T10:00:00
NL,Gelderland,Lingewaard,16589,,55,9999,2022-02-27T10:00:00
NL,Drenthe,Westerveld,4614,,26,9999,2022-02-27T10:00:00
NL,Overijssel,Twenterand,13719,,36,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Drimmelen,9328,,32,9999,2022-02-27T10:00:00
NL,Drenthe,Noordenveld,7866,,27,9999,2022-02-27T10:00:00
NL,Zeeland,Noord-Beveland,2028,,12,9999,2022-02-27T10:00:00
NL,Drenthe,De Wolden,7809,,32,9999,2022-02-27T10:00:00
NL,Drenthe,Borger-Odoorn,6588,,27,9999,2022-02-27T10:00:00
NL,Drenthe,Aa en Hunze,6440,,23,9999,2022-02-27T10:00:00
NL,Zeeland,Schouwen-Duiveland,10326,,40,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Roosendaal,27208,,88,9999,2022-02-27T10:00:00
NL,Limburg,Roerdalen,6601,,40,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Reusel-De Mierden,5077,,14,9999,2022-02-27T10:00:00
NL,Noord-Holland,Wijdemeren,8471,,24,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Bernheze,12661,,82,9999,2022-02-27T10:00:00
NL,Noord-Brabant,Alphen-Chaam,3433,,5,9999,2022-02-27T10:00:00
