country,lau,cases,population,deaths,hospitalized,datetime
NL,Ameland,0,3718,,0,2020-04-15T14:37:00
NL,Loppersum,2,9533,,0,2020-04-15T14:37:00
NL,Schiermonnikoog,0,947,,0,2020-04-15T14:37:00
NL,Achtkarspelen,5,27836,,0,2020-04-15T14:37:00
NL,Terschelling,1,4889,,0,2020-04-15T14:37:00
NL,Vlieland,0,1152,,0,2020-04-15T14:37:00
NL,Baarle-Nassau,4,6860,,1,2020-04-15T14:37:00
NL,Opmeer,5,11837,,1,2020-04-15T14:37:00
NL,Ooststellingwerf,2,25472,,1,2020-04-15T14:37:00
NL,Noord-Beveland,5,7395,,1,2020-04-15T14:37:00
NL,Hardinxveld-Giessendam,25,18295,,1,2020-04-15T14:37:00
NL,Rozendaal,2,1705,,1,2020-04-15T14:37:00
NL,Aa en Hunze,10,25453,,1,2020-04-15T14:37:00
NL,Eemnes,11,9247,,1,2020-04-15T14:37:00
NL,Stadskanaal,4,31688,,2,2020-04-15T14:37:00
NL,Weststellingwerf,13,25916,,2,2020-04-15T14:37:00
NL,Dantumadiel,6,18916,,2,2020-04-15T14:37:00
NL,Noordenveld,13,31242,,2,2020-04-15T14:37:00
NL,Oldambt,6,38213,,2,2020-04-15T14:37:00
NL,Appingedam,2,11644,,2,2020-04-15T14:37:00
NL,Kapelle,15,12691,,2,2020-04-15T14:37:00
NL,Borger-Odoorn,4,25558,,2,2020-04-15T14:37:00
NL,Zoeterwoude,7,8611,,2,2020-04-15T14:37:00
NL,Aalten,29,27117,,2,2020-04-15T14:37:00
NL,Veendam,8,27387,,2,2020-04-15T14:37:00
NL,Drechterland,33,19717,,3,2020-04-15T14:37:00
NL,Harlingen,11,15720,,3,2020-04-15T14:37:00
NL,Scherpenzeel,17,9880,,3,2020-04-15T14:37:00
NL,Winterswijk,21,28865,,3,2020-04-15T14:37:00
NL,Putten,16,24113,,3,2020-04-15T14:37:00
NL,Landsmeer,17,11492,,3,2020-04-15T14:37:00
