country,lau,cases,population,cases/100k pop.,datetime
NL,Appingedam,0,11721,0.0,2020-03-23T14:30:00
NL,Bunschoten,0,21576,0.0,2020-03-23T14:30:00
NL,Dantumadiel,0,18923,0.0,2020-03-23T14:30:00
NL,Beemster,0,9748,0.0,2020-03-23T14:30:00
NL,Hulst,0,27524,0.0,2020-03-23T14:30:00
NL,Laren,0,11195,0.0,2020-03-23T14:30:00
NL,Loppersum,0,9614,0.0,2020-03-23T14:30:00
NL,Noord-Beveland,0,7308,0.0,2020-03-23T14:30:00
NL,Oldambt,0,38129,0.0,2020-03-23T14:30:00
NL,Ooststellingwerf,0,25497,0.0,2020-03-23T14:30:00
NL,Borger-Odoorn,0,25372,0.0,2020-03-23T14:30:00
NL,Opmeer,0,11779,0.0,2020-03-23T14:30:00
NL,Renswoude,0,5259,0.0,2020-03-23T14:30:00
NL,Ameland,0,3673,0.0,2020-03-23T14:30:00
NL,Zoeterwoude,0,8450,0.0,2020-03-23T14:30:00
NL,Veendam,0,27491,0.0,2020-03-23T14:30:00
NL,Stadskanaal,0,31789,0.0,2020-03-23T14:30:00
NL,Terschelling,0,4890,0.0,2020-03-23T14:30:00
NL,Westerwolde,0,25199,0.0,2020-03-23T14:30:00
NL,Wierden,0,24351,0.0,2020-03-23T14:30:00
NL,Vaals,0,10092,0.0,2020-03-23T14:30:00
NL,Schiermonnikoog,0,936,0.0,2020-03-23T14:30:00
NL,Achtkarspelen,0,27852,0.0,2020-03-23T14:30:00
NL,Vlieland,0,1138,0.0,2020-03-23T14:30:00
NL,Waadhoeke,0,46039,0.0,2020-03-23T14:30:00
NL,Brielle,1,17182,5.8,2020-03-23T14:30:00
NL,Weesp,1,19334,5.2,2020-03-23T14:30:00
NL,Delfzijl,1,24716,4.0,2020-03-23T14:30:00
NL,Eemnes,1,9113,11.0,2020-03-23T14:30:00
NL,Hattem,1,12173,8.2,2020-03-23T14:30:00
NL,Rhenen,1,20004,5.0,2020-03-23T14:30:00
NL,Losser,1,22622,4.4,2020-03-23T14:30:00
NL,Midden-Drenthe,1,33178,3.0,2020-03-23T14:30:00
NL,Noordenveld,1,31290,3.2,2020-03-23T14:30:00
NL,Tytsjerksteradiel,1,31780,3.1,2020-03-23T14:30:00
NL,Wijdemeren,1,24013,4.2,2020-03-23T14:30:00
NL,Reusel-De Mierden,1,13060,7.7,2020-03-23T14:30:00
NL,Het Hogeland,1,47888,2.1,2020-03-23T14:30:00
NL,Lisse,1,22800,4.4,2020-03-23T14:30:00
NL,Weststellingwerf,1,25840,3.9,2020-03-23T14:30:00
NL,Aalten,1,27011,3.7,2020-03-23T14:30:00
