country,lau,cases,population,deaths,hospitalized,datetime
NL,Loppersum,2,9533,,0,2020-04-20T14:00:00
NL,Terschelling,2,4889,,0,2020-04-20T14:00:00
NL,Achtkarspelen,7,27836,,0,2020-04-20T14:00:00
NL,Ameland,0,3718,,0,2020-04-20T14:00:00
NL,Vlieland,0,1152,,0,2020-04-20T14:00:00
NL,Schiermonnikoog,0,947,,0,2020-04-20T14:00:00
NL,Baarle-Nassau,5,6860,,1,2020-04-20T14:00:00
NL,Opmeer,7,11837,,1,2020-04-20T14:00:00
NL,Noord-Beveland,5,7395,,1,2020-04-20T14:00:00
NL,Hardinxveld-Giessendam,27,18295,,1,2020-04-20T14:00:00
NL,Rozendaal,2,1705,,1,2020-04-20T14:00:00
NL,Aa en Hunze,13,25453,,1,2020-04-20T14:00:00
NL,Borger-Odoorn,5,25558,,2,2020-04-20T14:00:00
NL,Noordenveld,17,31242,,2,2020-04-20T14:00:00
NL,Weststellingwerf,21,25916,,2,2020-04-20T14:00:00
NL,Zoeterwoude,7,8611,,2,2020-04-20T14:00:00
NL,Kapelle,17,12691,,2,2020-04-20T14:00:00
NL,Appingedam,3,11644,,2,2020-04-20T14:00:00
NL,Eemnes,14,9247,,2,2020-04-20T14:00:00
NL,Dantumadiel,6,18916,,2,2020-04-20T14:00:00
NL,Veendam,8,27387,,2,2020-04-20T14:00:00
NL,Stadskanaal,4,31688,,2,2020-04-20T14:00:00
NL,Drechterland,35,19717,,3,2020-04-20T14:00:00
NL,Putten,17,24113,,3,2020-04-20T14:00:00
NL,Scherpenzeel,17,9880,,3,2020-04-20T14:00:00
NL,Ooststellingwerf,4,25472,,3,2020-04-20T14:00:00
NL,Landsmeer,19,11492,,3,2020-04-20T14:00:00
NL,Winterswijk,26,28865,,3,2020-04-20T14:00:00
NL,Woensdrecht,46,21883,,4,2020-04-20T14:00:00
NL,Harlingen,14,15720,,4,2020-04-20T14:00:00
NL,Texel,11,13573,,4,2020-04-20T14:00:00
NL,Oldambt,8,38213,,4,2020-04-20T14:00:00
NL,Renswoude,15,5448,,4,2020-04-20T14:00:00
NL,Midden-Delfland,13,19344,,4,2020-04-20T14:00:00
NL,Reimerswaal,24,22728,,4,2020-04-20T14:00:00
NL,Aalten,45,27117,,4,2020-04-20T14:00:00
NL,Pekela,5,12199,,4,2020-04-20T14:00:00
NL,Beemster,8,10025,,4,2020-04-20T14:00:00
NL,Tytsjerksteradiel,15,32046,,4,2020-04-20T14:00:00
NL,Wierden,37,24440,,4,2020-04-20T14:00:00
NL,Bunschoten,47,21867,,5,2020-04-20T14:00:00
NL,Delfzijl,15,24666,,5,2020-04-20T14:00:00
NL,Ouder-Amstel,25,14029,,5,2020-04-20T14:00:00
NL,Borsele,21,22738,,5,2020-04-20T14:00:00
NL,Uitgeest,21,13649,,5,2020-04-20T14:00:00
NL,Westerwolde,5,25796,,5,2020-04-20T14:00:00
NL,Westvoorne,22,14728,,6,2020-04-20T14:00:00
NL,Opsterland,21,29742,,6,2020-04-20T14:00:00
NL,Veere,24,21885,,6,2020-04-20T14:00:00
NL,Waalre,24,17454,,6,2020-04-20T14:00:00
NL,Meppel,28,33902,,6,2020-04-20T14:00:00
NL,Bergen (L.),16,13085,,6,2020-04-20T14:00:00
NL,Berkelland,52,43748,,6,2020-04-20T14:00:00
NL,Koggenland,30,22752,,6,2020-04-20T14:00:00
NL,Kaag en Braassem,21,27300,,6,2020-04-20T14:00:00
NL,Midden-Drenthe,18,33182,,6,2020-04-20T14:00:00
NL,Midden-Groningen,26,60804,,6,2020-04-20T14:00:00
NL,Mook en Middelaar,31,7847,,6,2020-04-20T14:00:00
NL,Noardeast-Fryslân,23,45251,,6,2020-04-20T14:00:00
NL,Bloemendaal,40,23570,,6,2020-04-20T14:00:00
NL,Hendrik-Ido-Ambacht,27,31204,,6,2020-04-20T14:00:00
NL,Lisse,19,22957,,6,2020-04-20T14:00:00
NL,Doesburg,21,11078,,7,2020-04-20T14:00:00
NL,Oegstgeest,34,24843,,7,2020-04-20T14:00:00
NL,Het Hogeland,25,47834,,7,2020-04-20T14:00:00
NL,Hillegom,28,22208,,7,2020-04-20T14:00:00
NL,Losser,20,22685,,7,2020-04-20T14:00:00
NL,Hilvarenbeek,31,15514,,7,2020-04-20T14:00:00
NL,Hellendoorn,52,35923,,7,2020-04-20T14:00:00
NL,Bunnik,23,15191,,7,2020-04-20T14:00:00
NL,Papendrecht,43,32133,,7,2020-04-20T14:00:00
NL,Rhenen,20,20125,,7,2020-04-20T14:00:00
NL,Rucphen,43,22873,,7,2020-04-20T14:00:00
NL,Wijdemeren,21,24360,,7,2020-04-20T14:00:00
NL,Sliedrecht,34,25217,,7,2020-04-20T14:00:00
NL,Sluis,16,23217,,7,2020-04-20T14:00:00
NL,Smallingerland,39,56154,,7,2020-04-20T14:00:00
NL,Bodegraven-Reeuwijk,35,34869,,7,2020-04-20T14:00:00
NL,Blaricum,22,11536,,7,2020-04-20T14:00:00
NL,Tynaarlo,36,33879,,8,2020-04-20T14:00:00
NL,Wassenaar,38,26214,,8,2020-04-20T14:00:00
NL,Vlissingen,45,44365,,8,2020-04-20T14:00:00
NL,Westerveld,28,19460,,8,2020-04-20T14:00:00
NL,Hulst,25,27556,,8,2020-04-20T14:00:00
NL,Staphorst,50,17144,,8,2020-04-20T14:00:00
NL,Wijk bij Duurstede,25,23910,,8,2020-04-20T14:00:00
NL,Nieuwkoop,43,28809,,8,2020-04-20T14:00:00
NL,Leusden,34,30399,,8,2020-04-20T14:00:00
NL,Zeewolde,26,22656,,8,2020-04-20T14:00:00
NL,Alblasserdam,36,20165,,8,2020-04-20T14:00:00
NL,Aalsmeer,35,31857,,8,2020-04-20T14:00:00
NL,Den Helder,29,56305,,8,2020-04-20T14:00:00
NL,Laren,22,11274,,8,2020-04-20T14:00:00
NL,Weesp,36,19729,,9,2020-04-20T14:00:00
NL,Heiloo,40,23974,,9,2020-04-20T14:00:00
NL,Krimpen aan den IJssel,54,29533,,9,2020-04-20T14:00:00
NL,Albrandswaard,73,25589,,9,2020-04-20T14:00:00
NL,Woudenberg,22,13362,,9,2020-04-20T14:00:00
NL,Voorschoten,29,25603,,9,2020-04-20T14:00:00
NL,Vaals,27,10099,,9,2020-04-20T14:00:00
NL,De Wolden,35,24327,,9,2020-04-20T14:00:00
NL,Mill en Sint Hubert,27,10941,,9,2020-04-20T14:00:00
NL,Ommen,44,18007,,9,2020-04-20T14:00:00
NL,Oost Gelre,45,29623,,9,2020-04-20T14:00:00
NL,Waadhoeke,75,46079,,9,2020-04-20T14:00:00
NL,Westervoort,28,14973,,10,2020-04-20T14:00:00
NL,Tubbergen,70,21279,,10,2020-04-20T14:00:00
NL,Zandvoort,29,17116,,10,2020-04-20T14:00:00
NL,Montferland,65,36009,,10,2020-04-20T14:00:00
NL,Reusel-De Mierden,21,13110,,10,2020-04-20T14:00:00
NL,Heemstede,87,27239,,10,2020-04-20T14:00:00
NL,Oostzaan,23,9733,,10,2020-04-20T14:00:00
NL,Leiderdorp,23,27059,,10,2020-04-20T14:00:00
NL,Assen,35,68606,,10,2020-04-20T14:00:00
NL,Geertruidenberg,31,21538,,10,2020-04-20T14:00:00
NL,Baarn,34,24873,,10,2020-04-20T14:00:00
NL,Lochem,65,33730,,11,2020-04-20T14:00:00
NL,Goes,65,38080,,11,2020-04-20T14:00:00
NL,Bronckhorst,51,36052,,11,2020-04-20T14:00:00
NL,Twenterand,45,33743,,11,2020-04-20T14:00:00
NL,Cuijk,48,25139,,11,2020-04-20T14:00:00
NL,Hattem,38,12213,,11,2020-04-20T14:00:00
NL,Voorst,52,24546,,11,2020-04-20T14:00:00
NL,Schouwen-Duiveland,30,33858,,11,2020-04-20T14:00:00
NL,Hoogeveen,62,55697,,12,2020-04-20T14:00:00
NL,Oude IJsselstreek,50,39392,,12,2020-04-20T14:00:00
NL,Oirschot,47,18723,,12,2020-04-20T14:00:00
NL,Doetinchem,72,58009,,12,2020-04-20T14:00:00
