country,lau,hospitalized,population,hospitalized/100k pop.,deaths,cases,datetime
NL,Raalte,18,37709.0,47.7,,,2020-04-02T17:21:00
NL,Heerde,19,18587.0,102.2,,,2020-04-02T17:21:00
NL,Berg en Dal,19,34990.0,54.3,,,2020-04-02T17:21:00
NL,Heerhugowaard,19,57592.0,33.0,,,2020-04-02T17:21:00
NL,Altena,19,55980.0,33.9,,,2020-04-02T17:21:00
NL,Nunspeet,19,27845.0,68.2,,,2020-04-02T17:21:00
NL,Goirle,19,23906.0,79.5,,,2020-04-02T17:21:00
NL,Son en Breugel,19,17321.0,109.7,,,2020-04-02T17:21:00
NL,Zevenaar,20,43740.0,45.7,,,2020-04-02T17:21:00
NL,Nieuwegein,20,63461.0,31.5,,,2020-04-02T17:21:00
NL,Schiedam,21,78739.0,26.7,,,2020-04-02T17:21:00
NL,Leeuwarden,21,124058.0,16.9,,,2020-04-02T17:21:00
NL,IJsselstein,21,34110.0,61.6,,,2020-04-02T17:21:00
NL,Tiel,21,42161.0,49.8,,,2020-04-02T17:21:00
NL,Brunssum,21,27817.0,75.5,,,2020-04-02T17:21:00
NL,Zwartewaterland,21,22690.0,92.6,,,2020-04-02T17:21:00
NL,Best,21,29985.0,70.0,,,2020-04-02T17:21:00
NL,Hollands Kroon,21,48434.0,43.4,,,2020-04-02T17:21:00
NL,Nissewaard,22,85237.0,25.8,,,2020-04-02T17:21:00
NL,Echt-Susteren,22,31618.0,69.6,,,2020-04-02T17:21:00
NL,Apeldoorn,22,163829.0,13.4,,,2020-04-02T17:21:00
NL,Landgraaf,22,37457.0,58.7,,,2020-04-02T17:21:00
NL,Landerd,22,15730.0,139.9,,,2020-04-02T17:21:00
NL,Capelle aan den IJssel,23,67151.0,34.3,,,2020-04-02T17:21:00
NL,Venray,23,43604.0,52.7,,,2020-04-02T17:21:00
NL,Delft,23,103659.0,22.2,,,2020-04-02T17:21:00
NL,Ridderkerk,23,46204.0,49.8,,,2020-04-02T17:21:00
NL,Zoetermeer,23,125283.0,18.4,,,2020-04-02T17:21:00
NL,Alkmaar,24,109444.0,21.9,,,2020-04-02T17:21:00
NL,Eijsden-Margraten,24,25753.0,93.2,,,2020-04-02T17:21:00
NL,Laarbeek,24,22530.0,106.5,,,2020-04-02T17:21:00
NL,Stein,24,25000.0,96.0,,,2020-04-02T17:21:00
NL,Nederweert,24,17022.0,141.0,,,2020-04-02T17:21:00
NL,Rheden,24,43736.0,54.9,,,2020-04-02T17:21:00
NL,Tholen,25,25758.0,97.1,,,2020-04-02T17:21:00
NL,Deventer,25,100718.0,24.8,,,2020-04-02T17:21:00
NL,Vught,25,26554.0,94.1,,,2020-04-02T17:21:00
NL,Oosterhout,25,55990.0,44.7,,,2020-04-02T17:21:00
NL,Woerden,26,52294.0,49.7,,,2020-04-02T17:21:00
NL,Neder-Betuwe,26,24342.0,106.8,,,2020-04-02T17:21:00
NL,Etten-Leur,26,43880.0,59.3,,,2020-04-02T17:21:00
NL,Boekel,26,10784.0,241.1,,,2020-04-02T17:21:00
NL,Lelystad,27,78619.0,34.3,,,2020-04-02T17:21:00
NL,Beekdaelen,28,35976.0,77.8,,,2020-04-02T17:21:00
NL,Krimpenerwaard,28,56319.0,49.7,,,2020-04-02T17:21:00
NL,Amersfoort,28,157279.0,17.8,,,2020-04-02T17:21:00
NL,Westland,28,110357.0,25.4,,,2020-04-02T17:21:00
NL,Enschede,28,159734.0,17.5,,,2020-04-02T17:21:00
NL,Horst aan de Maas,29,42433.0,68.3,,,2020-04-02T17:21:00
NL,Goeree-Overflakkee,29,50049.0,57.9,,,2020-04-02T17:21:00
NL,Heusden,29,44699.0,64.9,,,2020-04-02T17:21:00
NL,Kerkrade,30,45744.0,65.6,,,2020-04-02T17:21:00
NL,Roermond,30,58254.0,51.5,,,2020-04-02T17:21:00
NL,Weert,31,50107.0,61.9,,,2020-04-02T17:21:00
NL,Wijchen,31,41124.0,75.4,,,2020-04-02T17:21:00
NL,Amstelveen,31,91691.0,33.8,,,2020-04-02T17:21:00
NL,Ede,31,117166.0,26.5,,,2020-04-02T17:21:00
NL,Dordrecht,32,119300.0,26.8,,,2020-04-02T17:21:00
NL,Haarlem,32,162961.0,19.6,,,2020-04-02T17:21:00
NL,Alphen aan den Rijn,33,111889.0,29.5,,,2020-04-02T17:21:00
NL,Arnhem,33,161368.0,20.5,,,2020-04-02T17:21:00
NL,Zwolle,33,128831.0,25.6,,,2020-04-02T17:21:00
NL,Haarlemmermeer,34,156039.0,21.8,,,2020-04-02T17:21:00
NL,Zaanstad,35,156711.0,22.3,,,2020-04-02T17:21:00
NL,Hoeksche Waard,35,87461.0,40.0,,,2020-04-02T17:21:00
NL,Leudal,35,35896.0,97.5,,,2020-04-02T17:21:00
NL,Cranendonck,38,21166.0,179.5,,,2020-04-02T17:21:00
NL,Purmerend,38,81233.0,46.8,,,2020-04-02T17:21:00
NL,Kampen,38,54340.0,69.9,,,2020-04-02T17:21:00
NL,Overbetuwe,39,47909.0,81.4,,,2020-04-02T17:21:00
NL,Deurne,39,32474.0,120.1,,,2020-04-02T17:21:00
NL,Helmond,45,92432.0,48.7,,,2020-04-02T17:21:00
NL,Sittard-Geleen,55,92422.0,59.5,,,2020-04-02T17:21:00
NL,Gemert-Bakel,57,30725.0,185.5,,,2020-04-02T17:21:00
NL,Almere,61,211840.0,28.8,,,2020-04-02T17:21:00
NL,Bernheze,65,31247.0,208.0,,,2020-04-02T17:21:00
NL,Heerlen,66,87057.0,75.8,,,2020-04-02T17:21:00
NL,Eindhoven,69,234456.0,29.4,,,2020-04-02T17:21:00
NL,Venlo,72,101797.0,70.7,,,2020-04-02T17:21:00
NL,Maastricht,77,121558.0,63.3,,,2020-04-02T17:21:00
NL,Uden,77,42122.0,182.8,,,2020-04-02T17:21:00
NL,Nijmegen,83,177698.0,46.7,,,2020-04-02T17:21:00
NL,Oss,86,91932.0,93.5,,,2020-04-02T17:21:00
NL,Utrecht,90,357694.0,25.2,,,2020-04-02T17:21:00
NL,Peel en Maas,109,43420.0,251.0,,,2020-04-02T17:21:00
NL,'s-Gravenhage,112,545163.0,20.5,,,2020-04-02T17:21:00
NL,Breda,121,184271.0,65.7,,,2020-04-02T17:21:00
NL,Meierijstad,124,81197.0,152.7,,,2020-04-02T17:21:00
NL,Tilburg,124,219800.0,56.4,,,2020-04-02T17:21:00
NL,Rotterdam,151,651376.0,23.2,,,2020-04-02T17:21:00
NL,Amsterdam,263,872779.0,30.1,,,2020-04-02T17:21:00
