country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Drenthe,,44,,0,0,2021-06-13T10:00:00
NL,Fryslân,Vlieland,68,,0,0,2021-06-13T10:00:00
NL,Fryslân,,57,,0,1,2021-06-13T10:00:00
NL,Groningen,,23,,0,1,2021-06-13T10:00:00
NL,Gelderland,Rozendaal,107,,0,1,2021-06-13T10:00:00
NL,Flevoland,,28,,0,1,2021-06-13T10:00:00
NL,Fryslân,Schiermonnikoog,45,,2,1,2021-06-13T10:00:00
NL,Fryslân,Ameland,207,,1,3,2021-06-13T10:00:00
NL,Fryslân,Terschelling,248,,2,3,2021-06-13T10:00:00
NL,Zeeland,,58,,1,4,2021-06-13T10:00:00
NL,Overijssel,,393,,3,5,2021-06-13T10:00:00
NL,Gelderland,Scherpenzeel,1069,,12,5,2021-06-13T10:00:00
NL,Noord-Holland,Texel,583,,4,6,2021-06-13T10:00:00
NL,Utrecht,Renswoude,612,,5,7,2021-06-13T10:00:00
NL,Limburg,,356,,3,7,2021-06-13T10:00:00
NL,Drenthe,Aa en Hunze,1421,,20,7,2021-06-13T10:00:00
NL,Noord-Holland,Beemster,898,,3,9,2021-06-13T10:00:00
NL,Zuid-Holland,Zoeterwoude,852,,1,10,2021-06-13T10:00:00
NL,Gelderland,,499,,3,10,2021-06-13T10:00:00
NL,Noord-Holland,Opmeer,1284,,6,11,2021-06-13T10:00:00
NL,Fryslân,Harlingen,823,,3,11,2021-06-13T10:00:00
NL,Limburg,Mook en Middelaar,609,,11,11,2021-06-13T10:00:00
NL,Noord-Holland,Uitgeest,1304,,7,12,2021-06-13T10:00:00
NL,Utrecht,,153,,2,12,2021-06-13T10:00:00
NL,Noord-Holland,Landsmeer,1162,,6,12,2021-06-13T10:00:00
NL,Groningen,Veendam,1902,,11,12,2021-06-13T10:00:00
NL,Noord-Brabant,Baarle-Nassau,555,,4,13,2021-06-13T10:00:00
NL,Noord-Holland,Blaricum,1001,,6,13,2021-06-13T10:00:00
NL,Zeeland,Kapelle,1043,,6,14,2021-06-13T10:00:00
NL,Overijssel,Ommen,1476,,15,15,2021-06-13T10:00:00
NL,Drenthe,Westerveld,982,,22,16,2021-06-13T10:00:00
NL,Noord-Holland,Ouder-Amstel,1255,,5,16,2021-06-13T10:00:00
NL,Noord-Holland,Bloemendaal,1656,,17,16,2021-06-13T10:00:00
NL,Noord-Holland,Laren,994,,26,16,2021-06-13T10:00:00
NL,Noord-Holland,Oostzaan,945,,8,16,2021-06-13T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,2771,,25,17,2021-06-13T10:00:00
NL,Gelderland,Winterswijk,2110,,17,17,2021-06-13T10:00:00
NL,Noord-Brabant,Mill en Sint Hubert,1247,,10,17,2021-06-13T10:00:00
NL,Zeeland,Noord-Beveland,555,,9,17,2021-06-13T10:00:00
NL,Overijssel,Staphorst,2390,,21,17,2021-06-13T10:00:00
NL,Fryslân,Ooststellingwerf,1468,,6,17,2021-06-13T10:00:00
NL,Fryslân,Dantumadiel,1481,,17,18,2021-06-13T10:00:00
NL,Utrecht,Eemnes,920,,5,19,2021-06-13T10:00:00
NL,Fryslân,Weststellingwerf,1827,,28,19,2021-06-13T10:00:00
NL,Zuid-Holland,Midden-Delfland,2041,,14,19,2021-06-13T10:00:00
NL,Gelderland,Doesburg,793,,9,19,2021-06-13T10:00:00
NL,Noord-Brabant,Waalre,1605,,17,19,2021-06-13T10:00:00
NL,Noord-Holland,,611,,2,19,2021-06-13T10:00:00
NL,Overijssel,Wierden,3102,,27,20,2021-06-13T10:00:00
NL,Noord-Holland,Weesp,2035,,20,20,2021-06-13T10:00:00
NL,Noord-Brabant,Hilvarenbeek,1624,,20,20,2021-06-13T10:00:00
NL,Gelderland,Hattem,896,,7,21,2021-06-13T10:00:00
NL,Gelderland,Westervoort,1167,,9,21,2021-06-13T10:00:00
NL,Noord-Holland,Zandvoort,1406,,43,21,2021-06-13T10:00:00
NL,Gelderland,Putten,2518,,18,21,2021-06-13T10:00:00
NL,Overijssel,Olst-Wijhe,1343,,10,21,2021-06-13T10:00:00
NL,Zuid-Holland,Hillegom,1779,,17,21,2021-06-13T10:00:00
NL,Utrecht,Woudenberg,1472,,8,22,2021-06-13T10:00:00
NL,Flevoland,Zeewolde,1771,,14,22,2021-06-13T10:00:00
NL,Fryslân,Tytsjerksteradiel,2012,,28,22,2021-06-13T10:00:00
NL,Drenthe,Tynaarlo,1556,,24,22,2021-06-13T10:00:00
NL,Noord-Brabant,Woensdrecht,1965,,26,22,2021-06-13T10:00:00
NL,Zuid-Holland,Westvoorne,1147,,18,22,2021-06-13T10:00:00
NL,Utrecht,Bunnik,1161,,12,22,2021-06-13T10:00:00
NL,Noord-Holland,Heiloo,1710,,15,23,2021-06-13T10:00:00
NL,Zuid-Holland,Oegstgeest,1950,,31,23,2021-06-13T10:00:00
NL,Noord-Brabant,Reusel-De Mierden,1630,,10,23,2021-06-13T10:00:00
NL,Zuid-Holland,Voorschoten,1857,,24,23,2021-06-13T10:00:00
NL,Noord-Brabant,Heeze-Leende,1577,,13,23,2021-06-13T10:00:00
NL,Noord-Holland,Drechterland,2185,,13,24,2021-06-13T10:00:00
NL,Limburg,Vaals,712,,14,24,2021-06-13T10:00:00
NL,Noord-Brabant,Alphen-Chaam,916,,5,24,2021-06-13T10:00:00
NL,Limburg,Bergen (L.),1610,,15,24,2021-06-13T10:00:00
NL,Groningen,Stadskanaal,2529,,20,24,2021-06-13T10:00:00
NL,Noord-Holland,Koggenland,2644,,24,25,2021-06-13T10:00:00
NL,Noord-Holland,Wijdemeren,1954,,18,25,2021-06-13T10:00:00
NL,Limburg,Voerendaal,1042,,11,25,2021-06-13T10:00:00
NL,Groningen,Pekela,1041,,13,25,2021-06-13T10:00:00
NL,Gelderland,West Maas en Waal,1976,,19,25,2021-06-13T10:00:00
NL,Zuid-Holland,Kaag en Braassem,2591,,10,25,2021-06-13T10:00:00
NL,Fryslân,Achtkarspelen,2308,,39,26,2021-06-13T10:00:00
NL,Overijssel,Tubbergen,2978,,18,26,2021-06-13T10:00:00
NL,Overijssel,Dalfsen,2329,,20,26,2021-06-13T10:00:00
NL,Noord-Holland,Heemstede,1936,,60,26,2021-06-13T10:00:00
NL,Noord-Holland,Castricum,3148,,24,27,2021-06-13T10:00:00
NL,Gelderland,Heumen,1417,,19,27,2021-06-13T10:00:00
NL,Noord-Brabant,Sint Anthonis,1224,,11,27,2021-06-13T10:00:00
NL,Limburg,Simpelveld,896,,9,27,2021-06-13T10:00:00
NL,Fryslân,Opsterland,1731,,7,27,2021-06-13T10:00:00
NL,Zuid-Holland,Lisse,2059,,17,28,2021-06-13T10:00:00
NL,Noord-Brabant,Bergeijk,2282,,11,28,2021-06-13T10:00:00
NL,Limburg,Gennep,1790,,19,28,2021-06-13T10:00:00
NL,Gelderland,Duiven,2084,,14,28,2021-06-13T10:00:00
NL,Utrecht,Montfoort,1431,,8,29,2021-06-13T10:00:00
NL,Noord-Holland,Stede Broec,2644,,15,29,2021-06-13T10:00:00
NL,Noord-Holland,Enkhuizen,1924,,11,30,2021-06-13T10:00:00
NL,Limburg,Beek,1532,,12,30,2021-06-13T10:00:00
NL,Limburg,Beesel,1498,,13,30,2021-06-13T10:00:00
NL,Overijssel,Borne,2516,,38,30,2021-06-13T10:00:00
NL,Noord-Brabant,Grave,1450,,24,30,2021-06-13T10:00:00
NL,Zuid-Holland,Brielle,1666,,9,31,2021-06-13T10:00:00
NL,Noord-Brabant,Geertruidenberg,2340,,25,31,2021-06-13T10:00:00
NL,Limburg,Gulpen-Wittem,1157,,19,31,2021-06-13T10:00:00
NL,Zeeland,Veere,1386,,7,31,2021-06-13T10:00:00
NL,Drenthe,Borger-Odoorn,1611,,15,31,2021-06-13T10:00:00
NL,Gelderland,Voorst,1894,,28,31,2021-06-13T10:00:00
NL,Drenthe,Noordenveld,1683,,25,31,2021-06-13T10:00:00
NL,Groningen,Het Hogeland,3524,,20,32,2021-06-13T10:00:00
NL,Gelderland,Aalten,2424,,22,32,2021-06-13T10:00:00
NL,Noord-Brabant,Oirschot,2387,,27,32,2021-06-13T10:00:00
NL,Drenthe,De Wolden,2036,,24,32,2021-06-13T10:00:00
NL,Noord-Brabant,,1226,,8,32,2021-06-13T10:00:00
NL,Zuid-Holland,Sliedrecht,3383,,41,32,2021-06-13T10:00:00
NL,Noord-Holland,Waterland,1783,,15,33,2021-06-13T10:00:00
NL,Noord-Brabant,Steenbergen,2284,,19,33,2021-06-13T10:00:00
NL,Overijssel,Steenwijkerland,3233,,27,33,2021-06-13T10:00:00
NL,Gelderland,Brummen,1489,,18,33,2021-06-13T10:00:00
NL,Noord-Brabant,Asten,1687,,18,33,2021-06-13T10:00:00
NL,Overijssel,Hof van Twente,3651,,29,34,2021-06-13T10:00:00
NL,Overijssel,Haaksbergen,2659,,32,34,2021-06-13T10:00:00
NL,Noord-Holland,Uithoorn,2555,,15,34,2021-06-13T10:00:00
NL,Noord-Brabant,"Nuenen, Gerwen en Nederwetten",2150,,22,34,2021-06-13T10:00:00
NL,Utrecht,Wijk bij Duurstede,1895,,17,34,2021-06-13T10:00:00
NL,Utrecht,Baarn,2222,,28,34,2021-06-13T10:00:00
NL,Drenthe,Meppel,2356,,27,34,2021-06-13T10:00:00
NL,Drenthe,Midden-Drenthe,2064,,30,35,2021-06-13T10:00:00
NL,Flevoland,Noordoostpolder,3519,,28,35,2021-06-13T10:00:00
NL,Gelderland,Oost Gelre,2877,,41,35,2021-06-13T10:00:00
NL,Noord-Holland,Wormerland,1564,,33,35,2021-06-13T10:00:00
NL,Noord-Holland,Langedijk,2569,,15,35,2021-06-13T10:00:00
NL,Groningen,Westerwolde,2323,,21,36,2021-06-13T10:00:00
NL,Noord-Brabant,Zundert,1683,,17,36,2021-06-13T10:00:00
NL,Zuid-Holland,Leiderdorp,2285,,23,36,2021-06-13T10:00:00
NL,Noord-Brabant,Cuijk,2660,,26,37,2021-06-13T10:00:00
NL,Overijssel,Dinkelland,3162,,35,37,2021-06-13T10:00:00
