country,lau,cases,population,deaths,hospitalized,datetime
NL,Loppersum,2,9533,,0,2020-05-03T13:52:00
NL,Achtkarspelen,10,27836,,0,2020-05-03T13:52:00
NL,Schiermonnikoog,0,947,,0,2020-05-03T13:52:00
NL,Terschelling,2,4889,,0,2020-05-03T13:52:00
NL,Vlieland,0,1152,,0,2020-05-03T13:52:00
NL,Ameland,0,3718,,0,2020-05-03T13:52:00
NL,Aa en Hunze,14,25453,,1,2020-05-03T13:52:00
NL,Rozendaal,3,1705,,1,2020-05-03T13:52:00
NL,Hardinxveld-Giessendam,30,18295,,1,2020-05-03T13:52:00
NL,Noord-Beveland,6,7395,,1,2020-05-03T13:52:00
NL,Opmeer,8,11837,,1,2020-05-03T13:52:00
NL,Stadskanaal,5,31688,,2,2020-05-03T13:52:00
NL,Eemnes,14,9247,,2,2020-05-03T13:52:00
NL,Veendam,8,27387,,2,2020-05-03T13:52:00
NL,Dantumadiel,6,18916,,2,2020-05-03T13:52:00
NL,Weststellingwerf,27,25916,,3,2020-05-03T13:52:00
NL,Ooststellingwerf,7,25472,,3,2020-05-03T13:52:00
NL,Zoeterwoude,9,8611,,3,2020-05-03T13:52:00
NL,Kapelle,22,12691,,3,2020-05-03T13:52:00
NL,Appingedam,5,11644,,3,2020-05-03T13:52:00
NL,Landsmeer,22,11492,,3,2020-05-03T13:52:00
NL,Midden-Delfland,16,19344,,4,2020-05-03T13:52:00
NL,Reimerswaal,28,22728,,4,2020-05-03T13:52:00
NL,Tytsjerksteradiel,15,32046,,4,2020-05-03T13:52:00
NL,Borger-Odoorn,9,25558,,4,2020-05-03T13:52:00
NL,Scherpenzeel,22,9880,,4,2020-05-03T13:52:00
NL,Drechterland,43,19717,,4,2020-05-03T13:52:00
NL,Noordenveld,18,31242,,4,2020-05-03T13:52:00
NL,Texel,10,13573,,4,2020-05-03T13:52:00
NL,Pekela,5,12199,,4,2020-05-03T13:52:00
NL,Harlingen,16,15720,,4,2020-05-03T13:52:00
NL,Putten,22,24113,,4,2020-05-03T13:52:00
NL,Beemster,9,10025,,4,2020-05-03T13:52:00
NL,Wierden,45,24440,,4,2020-05-03T13:52:00
NL,Renswoude,18,5448,,5,2020-05-03T13:52:00
NL,Delfzijl,16,24666,,5,2020-05-03T13:52:00
