country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Drenthe,,44,,0,0,2021-08-04T10:00:00
NL,Fryslân,Vlieland,78,,0,0,2021-08-04T10:00:00
NL,Gelderland,Rozendaal,122,,0,1,2021-08-04T10:00:00
NL,Groningen,,61,,0,1,2021-08-04T10:00:00
NL,Fryslân,,66,,0,1,2021-08-04T10:00:00
NL,Fryslân,Schiermonnikoog,48,,2,1,2021-08-04T10:00:00
NL,Flevoland,,36,,0,1,2021-08-04T10:00:00
NL,Fryslân,Ameland,274,,1,3,2021-08-04T10:00:00
NL,Fryslân,Terschelling,288,,2,3,2021-08-04T10:00:00
NL,Zeeland,,74,,1,4,2021-08-04T10:00:00
NL,Gelderland,Scherpenzeel,1161,,12,5,2021-08-04T10:00:00
NL,Overijssel,,465,,3,5,2021-08-04T10:00:00
NL,Noord-Holland,Texel,704,,4,6,2021-08-04T10:00:00
NL,Limburg,,383,,3,7,2021-08-04T10:00:00
NL,Utrecht,Renswoude,667,,5,7,2021-08-04T10:00:00
NL,Drenthe,Aa en Hunze,1586,,20,7,2021-08-04T10:00:00
NL,Noord-Holland,Beemster,1018,,3,9,2021-08-04T10:00:00
NL,Gelderland,,587,,3,10,2021-08-04T10:00:00
NL,Zuid-Holland,Zoeterwoude,938,,1,10,2021-08-04T10:00:00
NL,Noord-Holland,Opmeer,1403,,6,11,2021-08-04T10:00:00
NL,Limburg,Mook en Middelaar,680,,11,11,2021-08-04T10:00:00
NL,Groningen,Veendam,2099,,11,12,2021-08-04T10:00:00
NL,Noord-Holland,Uitgeest,1470,,7,12,2021-08-04T10:00:00
NL,Noord-Brabant,Baarle-Nassau,655,,4,13,2021-08-04T10:00:00
NL,Noord-Holland,Blaricum,1184,,6,13,2021-08-04T10:00:00
NL,Fryslân,Harlingen,933,,6,13,2021-08-04T10:00:00
NL,Utrecht,,262,,2,13,2021-08-04T10:00:00
NL,Noord-Holland,Landsmeer,1319,,6,14,2021-08-04T10:00:00
NL,Overijssel,Ommen,1580,,16,15,2021-08-04T10:00:00
NL,Noord-Holland,Ouder-Amstel,1516,,5,16,2021-08-04T10:00:00
NL,Zeeland,Kapelle,1142,,6,16,2021-08-04T10:00:00
NL,Noord-Holland,Oostzaan,1056,,8,16,2021-08-04T10:00:00
NL,Noord-Holland,Laren,1183,,26,17,2021-08-04T10:00:00
NL,Noord-Brabant,Mill en Sint Hubert,1312,,10,17,2021-08-04T10:00:00
NL,Fryslân,Ooststellingwerf,1639,,6,17,2021-08-04T10:00:00
NL,Drenthe,Westerveld,1046,,22,17,2021-08-04T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,2889,,25,17,2021-08-04T10:00:00
NL,Gelderland,Winterswijk,2296,,17,18,2021-08-04T10:00:00
NL,Fryslân,Dantumadiel,1541,,17,18,2021-08-04T10:00:00
NL,Noord-Holland,Bloemendaal,2082,,17,18,2021-08-04T10:00:00
NL,Overijssel,Staphorst,2444,,21,18,2021-08-04T10:00:00
NL,Zuid-Holland,Midden-Delfland,2264,,14,19,2021-08-04T10:00:00
NL,Noord-Holland,,1070,,2,19,2021-08-04T10:00:00
NL,Gelderland,Doesburg,858,,9,19,2021-08-04T10:00:00
NL,Noord-Holland,Weesp,2276,,22,20,2021-08-04T10:00:00
NL,Utrecht,Eemnes,1066,,6,20,2021-08-04T10:00:00
NL,Fryslân,Weststellingwerf,1956,,29,20,2021-08-04T10:00:00
NL,Zeeland,Noord-Beveland,594,,9,20,2021-08-04T10:00:00
NL,Noord-Brabant,Hilvarenbeek,1761,,20,20,2021-08-04T10:00:00
NL,Gelderland,Putten,2695,,18,21,2021-08-04T10:00:00
NL,Overijssel,Olst-Wijhe,1514,,10,21,2021-08-04T10:00:00
NL,Zuid-Holland,Hillegom,2055,,18,21,2021-08-04T10:00:00
NL,Overijssel,Wierden,3356,,27,21,2021-08-04T10:00:00
NL,Gelderland,Westervoort,1354,,9,21,2021-08-04T10:00:00
NL,Gelderland,Hattem,992,,7,21,2021-08-04T10:00:00
NL,Flevoland,Zeewolde,1967,,14,22,2021-08-04T10:00:00
NL,Utrecht,Bunnik,1304,,12,22,2021-08-04T10:00:00
NL,Utrecht,Woudenberg,1574,,8,22,2021-08-04T10:00:00
NL,Zuid-Holland,Oegstgeest,2242,,31,23,2021-08-04T10:00:00
NL,Noord-Holland,Heiloo,2111,,15,23,2021-08-04T10:00:00
NL,Zuid-Holland,Westvoorne,1263,,19,23,2021-08-04T10:00:00
NL,Noord-Brabant,Heeze-Leende,1705,,13,23,2021-08-04T10:00:00
NL,Zuid-Holland,Voorschoten,2120,,24,23,2021-08-04T10:00:00
NL,Noord-Brabant,Reusel-De Mierden,1749,,10,23,2021-08-04T10:00:00
NL,Fryslân,Tytsjerksteradiel,2159,,28,23,2021-08-04T10:00:00
NL,Noord-Brabant,Woensdrecht,2118,,26,23,2021-08-04T10:00:00
NL,Noord-Brabant,Waalre,1815,,17,23,2021-08-04T10:00:00
NL,Noord-Holland,Koggenland,2896,,24,24,2021-08-04T10:00:00
NL,Groningen,Stadskanaal,2654,,21,24,2021-08-04T10:00:00
NL,Limburg,Vaals,757,,14,24,2021-08-04T10:00:00
NL,Noord-Holland,Zandvoort,1645,,43,24,2021-08-04T10:00:00
NL,Noord-Brabant,Alphen-Chaam,1008,,5,24,2021-08-04T10:00:00
NL,Groningen,Pekela,1079,,13,25,2021-08-04T10:00:00
NL,Gelderland,West Maas en Waal,2181,,19,25,2021-08-04T10:00:00
NL,Drenthe,Tynaarlo,1860,,24,25,2021-08-04T10:00:00
NL,Limburg,Bergen (L.),1702,,15,25,2021-08-04T10:00:00
NL,Noord-Holland,Drechterland,2345,,13,25,2021-08-04T10:00:00
NL,Noord-Holland,Wijdemeren,2243,,18,25,2021-08-04T10:00:00
NL,Zuid-Holland,Kaag en Braassem,2846,,10,25,2021-08-04T10:00:00
NL,Noord-Holland,Heemstede,2394,,60,26,2021-08-04T10:00:00
NL,Overijssel,Dalfsen,2532,,20,26,2021-08-04T10:00:00
NL,Overijssel,Tubbergen,3452,,19,26,2021-08-04T10:00:00
NL,Limburg,Voerendaal,1179,,11,26,2021-08-04T10:00:00
NL,Noord-Brabant,Sint Anthonis,1283,,11,27,2021-08-04T10:00:00
NL,Noord-Holland,Castricum,3564,,24,28,2021-08-04T10:00:00
NL,Fryslân,Achtkarspelen,2493,,39,28,2021-08-04T10:00:00
NL,Noord-Brabant,Bergeijk,2426,,11,28,2021-08-04T10:00:00
NL,Limburg,Simpelveld,975,,9,28,2021-08-04T10:00:00
NL,Gelderland,Heumen,1584,,19,28,2021-08-04T10:00:00
