country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Groningen,Groningen,100895,,69,9999,2022-04-01T10:00:00
NL,Limburg,Maastricht,53621,,263,9999,2022-04-01T10:00:00
NL,Limburg,Kerkrade,18933,,114,9999,2022-04-01T10:00:00
NL,Limburg,Heerlen,37603,,167,9999,2022-04-01T10:00:00
NL,Limburg,Gennep,8682,,32,9999,2022-04-01T10:00:00
NL,Limburg,Brunssum,12819,,72,9999,2022-04-01T10:00:00
NL,Limburg,Bergen (L.),6454,,20,9999,2022-04-01T10:00:00
NL,Limburg,Beesel,6288,,15,9999,2022-04-01T10:00:00
NL,Limburg,Beek,7432,,16,9999,2022-04-01T10:00:00
NL,Limburg,Meerssen,8627,,43,9999,2022-04-01T10:00:00
NL,Limburg,Landgraaf,16795,,101,9999,2022-04-01T10:00:00
NL,Noord-Brabant,Zundert,8844,,19,9999,2022-04-01T10:00:00
NL,Noord-Brabant,Woensdrecht,8544,,26,9999,2022-04-01T10:00:00
NL,Noord-Brabant,Waalwijk,21999,,84,9999,2022-04-01T10:00:00
NL,Noord-Brabant,Waalre,7865,,18,9999,2022-04-01T10:00:00
NL,Noord-Brabant,Vught,15389,,58,9999,2022-04-01T10:00:00
NL,Noord-Brabant,Veldhoven,21056,,56,9999,2022-04-01T10:00:00
NL,Noord-Brabant,Valkenswaard,14258,,74,9999,2022-04-01T10:00:00
NL,Noord-Brabant,Tilburg,106982,,307,9999,2022-04-01T10:00:00
NL,Noord-Holland,Wormerland,6891,,38,9999,2022-04-01T10:00:00
NL,Noord-Holland,Waterland,7444,,18,9999,2022-04-01T10:00:00
NL,Limburg,Mook en Middelaar,3347,,13,9999,2022-04-01T10:00:00
NL,Limburg,Roermond,26533,,81,9999,2022-04-01T10:00:00
NL,Limburg,Maasgouw,10688,,45,9999,2022-04-01T10:00:00
NL,Limburg,Leudal,15722,,61,9999,2022-04-01T10:00:00
NL,Zuid-Holland,Lansingerland,30146,,75,9999,2022-04-01T10:00:00
NL,Noord-Holland,Koggenland,10437,,25,9999,2022-04-01T10:00:00
NL,Gelderland,Oost Gelre,14544,,50,9999,2022-04-01T10:00:00
NL,Utrecht,Utrechtse Heuvelrug,20582,,91,9999,2022-04-01T10:00:00
NL,Zuid-Holland,Teylingen,17355,,28,9999,2022-04-01T10:00:00
NL,Gelderland,Oude IJsselstreek,17920,,58,9999,2022-04-01T10:00:00
NL,Limburg,Nederweert,8505,,29,9999,2022-04-01T10:00:00
NL,Limburg,Horst aan de Maas,22611,,78,9999,2022-04-01T10:00:00
