country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Friesland,Vlieland,21,,0,0,2020-12-31T10:00:00
NL,Friesland,Ameland,121,,0,0,2020-12-31T10:00:00
NL,Drenthe,,15,,0,0,2020-12-31T10:00:00
NL,Friesland,Terschelling,91,,1,1,2020-12-31T10:00:00
NL,Friesland,Schiermonnikoog,7,,0,1,2020-12-31T10:00:00
NL,Groningen,,22,,0,1,2020-12-31T10:00:00
NL,Friesland,,19,,0,1,2020-12-31T10:00:00
NL,Gelderland,Rozendaal,62,,0,1,2020-12-31T10:00:00
NL,Flevoland,,13,,0,1,2020-12-31T10:00:00
NL,Friesland,Achtkarspelen,605,,0,2,2020-12-31T10:00:00
NL,Groningen,Loppersum,194,,0,2,2020-12-31T10:00:00
NL,Zeeland,,7,,1,2,2020-12-31T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,1149,,8,2,2020-12-31T10:00:00
NL,Friesland,Dantumadiel,499,,4,3,2020-12-31T10:00:00
NL,Zeeland,Noord-Beveland,126,,1,3,2020-12-31T10:00:00
NL,Drenthe,Aa en Hunze,570,,1,3,2020-12-31T10:00:00
NL,Noord-Holland,Opmeer,460,,2,3,2020-12-31T10:00:00
NL,Groningen,Veendam,650,,4,4,2020-12-31T10:00:00
NL,Overijssel,,448,,3,5,2020-12-31T10:00:00
NL,Friesland,Harlingen,220,,2,5,2020-12-31T10:00:00
NL,Utrecht,Renswoude,318,,5,5,2020-12-31T10:00:00
NL,Gelderland,Scherpenzeel,614,,8,5,2020-12-31T10:00:00
NL,Noord-Holland,Beemster,326,,2,5,2020-12-31T10:00:00
NL,Noord-Holland,Texel,252,,2,6,2020-12-31T10:00:00
NL,Zeeland,Kapelle,316,,3,6,2020-12-31T10:00:00
NL,Friesland,Weststellingwerf,585,,12,6,2020-12-31T10:00:00
NL,Utrecht,,94,,1,6,2020-12-31T10:00:00
NL,Zuid-Holland,Zoeterwoude,380,,1,6,2020-12-31T10:00:00
NL,Limburg,,147,,3,7,2020-12-31T10:00:00
NL,Noord-Holland,Drechterland,883,,9,8,2020-12-31T10:00:00
NL,Noord-Holland,Uitgeest,671,,6,8,2020-12-31T10:00:00
NL,Noord-Holland,Ouder-Amstel,753,,1,8,2020-12-31T10:00:00
NL,Noord-Holland,Landsmeer,528,,5,8,2020-12-31T10:00:00
NL,Noord-Holland,Blaricum,486,,4,8,2020-12-31T10:00:00
NL,Utrecht,Eemnes,436,,1,8,2020-12-31T10:00:00
NL,Friesland,Tytsjerksteradiel,556,,3,9,2020-12-31T10:00:00
NL,Noord-Brabant,Waalre,758,,10,9,2020-12-31T10:00:00
NL,Groningen,Appingedam,297,,1,9,2020-12-31T10:00:00
NL,Zeeland,Reimerswaal,814,,5,10,2020-12-31T10:00:00
NL,Limburg,Mook en Middelaar,350,,9,10,2020-12-31T10:00:00
NL,Zuid-Holland,Westvoorne,540,,4,10,2020-12-31T10:00:00
NL,Gelderland,,253,,2,10,2020-12-31T10:00:00
NL,Zeeland,Veere,475,,2,10,2020-12-31T10:00:00
NL,Friesland,Ooststellingwerf,500,,1,10,2020-12-31T10:00:00
NL,Overijssel,Ommen,568,,9,11,2020-12-31T10:00:00
NL,Noord-Holland,Bloemendaal,783,,8,11,2020-12-31T10:00:00
NL,Overijssel,Wierden,1855,,18,11,2020-12-31T10:00:00
NL,Drenthe,Westerveld,365,,6,11,2020-12-31T10:00:00
NL,Drenthe,Noordenveld,487,,16,11,2020-12-31T10:00:00
NL,Groningen,Pekela,232,,2,11,2020-12-31T10:00:00
NL,Noord-Brabant,Woensdrecht,856,,21,12,2020-12-31T10:00:00
NL,Limburg,Bergen (L.),660,,5,12,2020-12-31T10:00:00
NL,Zuid-Holland,Hillegom,852,,2,12,2020-12-31T10:00:00
NL,Noord-Brabant,Baarle-Nassau,262,,4,12,2020-12-31T10:00:00
NL,Noord-Holland,Weesp,1191,,16,12,2020-12-31T10:00:00
NL,Groningen,Delfzijl,696,,3,12,2020-12-31T10:00:00
NL,Noord-Holland,Laren,522,,16,12,2020-12-31T10:00:00
NL,Overijssel,Staphorst,988,,6,12,2020-12-31T10:00:00
NL,Overijssel,Olst-Wijhe,530,,8,12,2020-12-31T10:00:00
NL,Zuid-Holland,Sliedrecht,1599,,23,12,2020-12-31T10:00:00
NL,Gelderland,Winterswijk,941,,8,13,2020-12-31T10:00:00
NL,Utrecht,Woudenberg,819,,5,13,2020-12-31T10:00:00
NL,Noord-Holland,Koggenland,879,,12,13,2020-12-31T10:00:00
NL,Drenthe,Tynaarlo,626,,13,13,2020-12-31T10:00:00
NL,Zeeland,Borsele,506,,3,13,2020-12-31T10:00:00
NL,Drenthe,Midden-Drenthe,799,,3,13,2020-12-31T10:00:00
NL,Noord-Holland,Oostzaan,536,,3,13,2020-12-31T10:00:00
NL,Zuid-Holland,Papendrecht,1643,,26,13,2020-12-31T10:00:00
NL,Zuid-Holland,Midden-Delfland,1027,,9,14,2020-12-31T10:00:00
NL,Zuid-Holland,Voorschoten,970,,16,14,2020-12-31T10:00:00
NL,Drenthe,Borger-Odoorn,701,,11,14,2020-12-31T10:00:00
NL,Noord-Brabant,Mill en Sint Hubert,543,,7,14,2020-12-31T10:00:00
NL,Zuid-Holland,Hendrik-Ido-Ambacht,1757,,20,15,2020-12-31T10:00:00
NL,Drenthe,Meppel,970,,10,15,2020-12-31T10:00:00
NL,Utrecht,Wijk bij Duurstede,883,,9,15,2020-12-31T10:00:00
NL,Groningen,Stadskanaal,1207,,8,15,2020-12-31T10:00:00
NL,Gelderland,Doesburg,382,,8,15,2020-12-31T10:00:00
NL,Groningen,Westerwolde,781,,4,15,2020-12-31T10:00:00
NL,Noord-Holland,Zandvoort,679,,19,15,2020-12-31T10:00:00
NL,Friesland,Opsterland,502,,1,15,2020-12-31T10:00:00
NL,Noord-Holland,Heiloo,807,,10,15,2020-12-31T10:00:00
NL,Limburg,Vaals,255,,5,15,2020-12-31T10:00:00
NL,Utrecht,Bunnik,618,,11,16,2020-12-31T10:00:00
NL,Groningen,Het Hogeland,1305,,11,16,2020-12-31T10:00:00
NL,Zuid-Holland,Kaag en Braassem,1168,,3,16,2020-12-31T10:00:00
NL,Friesland,Smallingerland,1028,,14,16,2020-12-31T10:00:00
NL,Gelderland,Putten,1279,,6,16,2020-12-31T10:00:00
NL,Overijssel,Tubbergen,1495,,12,16,2020-12-31T10:00:00
NL,Utrecht,Montfoort,713,,7,17,2020-12-31T10:00:00
NL,Noord-Holland,Wijdemeren,947,,8,17,2020-12-31T10:00:00
NL,Zuid-Holland,Oegstgeest,1133,,20,17,2020-12-31T10:00:00
NL,Overijssel,Hellendoorn,2052,,21,17,2020-12-31T10:00:00
NL,Gelderland,Aalten,1028,,14,17,2020-12-31T10:00:00
NL,Flevoland,Zeewolde,824,,9,17,2020-12-31T10:00:00
NL,Zuid-Holland,Alblasserdam,1279,,16,18,2020-12-31T10:00:00
NL,Friesland,Noardeast-Fryslân,1051,,13,18,2020-12-31T10:00:00
NL,Gelderland,Westervoort,606,,7,18,2020-12-31T10:00:00
NL,Noord-Holland,Castricum,1346,,13,18,2020-12-31T10:00:00
NL,Noord-Brabant,Hilvarenbeek,850,,17,18,2020-12-31T10:00:00
NL,Groningen,Oldambt,841,,13,18,2020-12-31T10:00:00
NL,Limburg,Voerendaal,399,,8,18,2020-12-31T10:00:00
NL,Drenthe,De Wolden,722,,7,18,2020-12-31T10:00:00
NL,Overijssel,Dalfsen,1075,,15,19,2020-12-31T10:00:00
NL,Noord-Holland,,402,,3,19,2020-12-31T10:00:00
NL,Noord-Holland,Aalsmeer,1465,,21,19,2020-12-31T10:00:00
NL,Friesland,Heerenveen,916,,24,19,2020-12-31T10:00:00
NL,Gelderland,Hattem,397,,5,19,2020-12-31T10:00:00
NL,Limburg,Beek,628,,11,19,2020-12-31T10:00:00
NL,Noord-Brabant,Heeze-Leende,795,,13,20,2020-12-31T10:00:00
NL,Noord-Brabant,Reusel-De Mierden,821,,6,20,2020-12-31T10:00:00
NL,Utrecht,Rhenen,1272,,9,20,2020-12-31T10:00:00
NL,Noord-Holland,Stede Broec,972,,6,20,2020-12-31T10:00:00
NL,Zuid-Holland,Lisse,1035,,11,20,2020-12-31T10:00:00
NL,Friesland,Waadhoeke,1067,,22,20,2020-12-31T10:00:00
NL,Zuid-Holland,Wassenaar,1034,,22,21,2020-12-31T10:00:00
NL,Noord-Brabant,Sint Anthonis,562,,11,21,2020-12-31T10:00:00
NL,Noord-Brabant,Oirschot,1017,,20,21,2020-12-31T10:00:00
NL,Overijssel,Steenwijkerland,1202,,13,21,2020-12-31T10:00:00
NL,Noord-Holland,Heemstede,1011,,49,21,2020-12-31T10:00:00
NL,Noord-Brabant,Alphen-Chaam,450,,5,21,2020-12-31T10:00:00
NL,Utrecht,Leusden,1232,,18,21,2020-12-31T10:00:00
NL,Groningen,Westerkwartier,1183,,10,22,2020-12-31T10:00:00
NL,Gelderland,Duiven,1114,,8,22,2020-12-31T10:00:00
NL,Zeeland,Schouwen-Duiveland,819,,17,22,2020-12-31T10:00:00
NL,Limburg,Simpelveld,411,,5,22,2020-12-31T10:00:00
NL,Gelderland,Bronckhorst,1440,,12,22,2020-12-31T10:00:00
NL,Noord-Brabant,Cuijk,1166,,17,22,2020-12-31T10:00:00
NL,Zeeland,Hulst,856,,11,22,2020-12-31T10:00:00
NL,Overijssel,Borne,1257,,15,22,2020-12-31T10:00:00
NL,Noord-Brabant,Geertruidenberg,1035,,19,22,2020-12-31T10:00:00
NL,Gelderland,Voorst,847,,12,23,2020-12-31T10:00:00
NL,Zuid-Holland,Nieuwkoop,1403,,16,23,2020-12-31T10:00:00
NL,Noord-Brabant,Asten,744,,14,23,2020-12-31T10:00:00
NL,Zuid-Holland,Brielle,741,,7,23,2020-12-31T10:00:00
NL,Noord-Holland,Langedijk,1192,,7,23,2020-12-31T10:00:00
NL,Limburg,Gennep,927,,16,24,2020-12-31T10:00:00
NL,Zuid-Holland,Gorinchem,2059,,26,24,2020-12-31T10:00:00
NL,Zeeland,Vlissingen,854,,7,24,2020-12-31T10:00:00
NL,Gelderland,West Maas en Waal,704,,15,24,2020-12-31T10:00:00
NL,Noord-Brabant,,777,,6,24,2020-12-31T10:00:00
NL,Groningen,Midden-Groningen,1334,,18,24,2020-12-31T10:00:00
NL,Noord-Brabant,Steenbergen,1035,,15,24,2020-12-31T10:00:00
NL,Noord-Brabant,"Nuenen, Gerwen en Nederwetten",937,,14,24,2020-12-31T10:00:00
NL,Overijssel,Haaksbergen,1548,,25,24,2020-12-31T10:00:00
NL,Overijssel,Dinkelland,1683,,19,24,2020-12-31T10:00:00
NL,Limburg,Beesel,518,,10,24,2020-12-31T10:00:00
NL,Noord-Holland,Enkhuizen,999,,5,24,2020-12-31T10:00:00
NL,Gelderland,Heumen,748,,13,24,2020-12-31T10:00:00
NL,Noord-Brabant,Bergeijk,1189,,6,24,2020-12-31T10:00:00
NL,Gelderland,Brummen,721,,9,25,2020-12-31T10:00:00
NL,Utrecht,Lopik,720,,9,25,2020-12-31T10:00:00
NL,Noord-Holland,Wormerland,705,,14,25,2020-12-31T10:00:00
NL,Noord-Holland,Beverwijk,1726,,17,25,2020-12-31T10:00:00
NL,Zeeland,Sluis,804,,14,25,2020-12-31T10:00:00
NL,Gelderland,Renkum,1092,,22,25,2020-12-31T10:00:00
NL,Gelderland,Beuningen,1027,,12,25,2020-12-31T10:00:00
NL,Gelderland,Lochem,1079,,24,26,2020-12-31T10:00:00
NL,Noord-Brabant,Haaren,723,,13,26,2020-12-31T10:00:00
NL,Overijssel,Losser,1411,,15,26,2020-12-31T10:00:00
NL,Overijssel,Twenterand,2204,,11,26,2020-12-31T10:00:00
NL,Zuid-Holland,Molenlanden,2339,,21,26,2020-12-31T10:00:00
NL,Flevoland,Noordoostpolder,1827,,21,26,2020-12-31T10:00:00
NL,Limburg,Meerssen,680,,17,26,2020-12-31T10:00:00
NL,Gelderland,Oost Gelre,1342,,30,26,2020-12-31T10:00:00
NL,Noord-Brabant,Bladel,1434,,18,27,2020-12-31T10:00:00
NL,Limburg,Valkenburg aan de Geul,615,,13,27,2020-12-31T10:00:00
NL,Noord-Brabant,Rucphen,1140,,12,27,2020-12-31T10:00:00
NL,Drenthe,Coevorden,1099,,8,27,2020-12-31T10:00:00
NL,Noord-Holland,Uithoorn,1253,,6,27,2020-12-31T10:00:00
NL,Noord-Holland,Medemblik,2032,,10,27,2020-12-31T10:00:00
NL,Noord-Holland,Waterland,861,,14,27,2020-12-31T10:00:00
NL,Overijssel,Raalte,1787,,25,27,2020-12-31T10:00:00
NL,Noord-Holland,Den Helder,1668,,8,27,2020-12-31T10:00:00
NL,Zuid-Holland,Teylingen,1954,,9,27,2020-12-31T10:00:00
NL,Utrecht,Baarn,1112,,21,27,2020-12-31T10:00:00
NL,Gelderland,Maasdriel,1212,,22,28,2020-12-31T10:00:00
NL,Gelderland,Zaltbommel,1756,,31,28,2020-12-31T10:00:00
NL,Noord-Brabant,Grave,749,,23,28,2020-12-31T10:00:00
NL,Overijssel,Hof van Twente,1726,,16,28,2020-12-31T10:00:00
NL,Limburg,Gulpen-Wittem,561,,16,28,2020-12-31T10:00:00
