country,lau,cases,population,deaths,hospitalized,datetime
NL,Schiermonnikoog,0,947,,0,2020-06-08T13:51:00
NL,Vlieland,0,1152,,0,2020-06-08T13:51:00
NL,Achtkarspelen,11,27836,,0,2020-06-08T13:51:00
NL,Ameland,0,3718,,0,2020-06-08T13:51:00
NL,Loppersum,2,9533,,0,2020-06-08T13:51:00
NL,Terschelling,2,4889,,0,2020-06-08T13:51:00
NL,Aa en Hunze,14,25453,,1,2020-06-08T13:51:00
NL,Opmeer,8,11837,,1,2020-06-08T13:51:00
NL,Noord-Beveland,10,7395,,1,2020-06-08T13:51:00
NL,Rozendaal,3,1705,,1,2020-06-08T13:51:00
NL,Veendam,8,27387,,2,2020-06-08T13:51:00
NL,Hardinxveld-Giessendam,33,18295,,2,2020-06-08T13:51:00
NL,Stadskanaal,8,31688,,2,2020-06-08T13:51:00
NL,Dantumadiel,6,18916,,2,2020-06-08T13:51:00
NL,Eemnes,17,9247,,2,2020-06-08T13:51:00
NL,Landsmeer,23,11492,,3,2020-06-08T13:51:00
NL,Zoeterwoude,13,8611,,3,2020-06-08T13:51:00
NL,Kapelle,24,12691,,3,2020-06-08T13:51:00
NL,Ooststellingwerf,7,25472,,3,2020-06-08T13:51:00
NL,Weststellingwerf,28,25916,,3,2020-06-08T13:51:00
NL,Appingedam,5,11644,,3,2020-06-08T13:51:00
NL,Scherpenzeel,32,9880,,4,2020-06-08T13:51:00
NL,Harlingen,17,15720,,4,2020-06-08T13:51:00
NL,Tytsjerksteradiel,15,32046,,4,2020-06-08T13:51:00
NL,Beemster,14,10025,,4,2020-06-08T13:51:00
NL,Drechterland,44,19717,,4,2020-06-08T13:51:00
NL,Midden-Delfland,19,19344,,4,2020-06-08T13:51:00
NL,Reimerswaal,31,22728,,4,2020-06-08T13:51:00
NL,Noordenveld,21,31242,,4,2020-06-08T13:51:00
NL,Pekela,5,12199,,4,2020-06-08T13:51:00
NL,Borger-Odoorn,9,25558,,4,2020-06-08T13:51:00
NL,Woensdrecht,65,21883,,5,2020-06-08T13:51:00
NL,Westerwolde,6,25796,,5,2020-06-08T13:51:00
NL,Uitgeest,23,13649,,5,2020-06-08T13:51:00
NL,Ouder-Amstel,37,14029,,5,2020-06-08T13:51:00
NL,Texel,11,13573,,5,2020-06-08T13:51:00
NL,Wierden,49,24440,,5,2020-06-08T13:51:00
NL,Borsele,27,22738,,5,2020-06-08T13:51:00
NL,Renswoude,19,5448,,5,2020-06-08T13:51:00
NL,Noardeast-Fryslân,26,45251,,6,2020-06-08T13:51:00
NL,Delfzijl,18,24666,,6,2020-06-08T13:51:00
NL,Mook en Middelaar,37,7847,,6,2020-06-08T13:51:00
NL,Midden-Groningen,32,60804,,6,2020-06-08T13:51:00
NL,Kaag en Braassem,28,27300,,6,2020-06-08T13:51:00
NL,Veere,27,21885,,6,2020-06-08T13:51:00
NL,Koggenland,35,22752,,6,2020-06-08T13:51:00
NL,Westvoorne,25,14728,,6,2020-06-08T13:51:00
NL,Midden-Drenthe,22,33182,,6,2020-06-08T13:51:00
NL,Het Hogeland,29,47834,,7,2020-06-08T13:51:00
NL,Waalre,29,17454,,7,2020-06-08T13:51:00
NL,Opsterland,23,29742,,7,2020-06-08T13:51:00
NL,Oldambt,13,38213,,7,2020-06-08T13:51:00
NL,Bloemendaal,52,23570,,7,2020-06-08T13:51:00
NL,Winterswijk,43,28865,,7,2020-06-08T13:51:00
NL,Losser,25,22685,,7,2020-06-08T13:51:00
NL,Bergen (L.),24,13085,,7,2020-06-08T13:51:00
NL,Bodegraven-Reeuwijk,58,34869,,7,2020-06-08T13:51:00
NL,Lisse,26,22957,,7,2020-06-08T13:51:00
NL,Oegstgeest,42,24843,,8,2020-06-08T13:51:00
NL,Hellendoorn,95,35923,,8,2020-06-08T13:51:00
NL,Laren,26,11274,,8,2020-06-08T13:51:00
NL,Sluis,17,23217,,8,2020-06-08T13:51:00
NL,Meppel,44,33902,,8,2020-06-08T13:51:00
NL,Hillegom,33,22208,,8,2020-06-08T13:51:00
NL,Blaricum,28,11536,,8,2020-06-08T13:51:00
NL,Staphorst,59,17144,,8,2020-06-08T13:51:00
NL,Wijdemeren,32,24360,,8,2020-06-08T13:51:00
NL,Leusden,51,30399,,9,2020-06-08T13:51:00
NL,Hilvarenbeek,45,15514,,9,2020-06-08T13:51:00
NL,Hulst,31,27556,,9,2020-06-08T13:51:00
NL,Nieuwkoop,48,28809,,9,2020-06-08T13:51:00
NL,Mill en Sint Hubert,39,10941,,9,2020-06-08T13:51:00
NL,Doesburg,32,11078,,9,2020-06-08T13:51:00
NL,Heiloo,48,23974,,9,2020-06-08T13:51:00
NL,Woudenberg,31,13362,,9,2020-06-08T13:51:00
NL,Vlissingen,50,44365,,9,2020-06-08T13:51:00
NL,Aalsmeer,39,31857,,9,2020-06-08T13:51:00
NL,Aalten,58,27117,,9,2020-06-08T13:51:00
NL,Wijk bij Duurstede,38,23910,,9,2020-06-08T13:51:00
NL,Westerveld,32,19460,,9,2020-06-08T13:51:00
NL,Weesp,79,19729,,9,2020-06-08T13:51:00
NL,Wassenaar,51,26214,,9,2020-06-08T13:51:00
NL,Baarle-Nassau,25,6860,,9,2020-06-08T13:51:00
NL,Voorschoten,61,25603,,9,2020-06-08T13:51:00
NL,Ommen,52,18007,,9,2020-06-08T13:51:00
NL,Tynaarlo,38,33879,,9,2020-06-08T13:51:00
