country,nuts_2,lau,cases,population,deaths,hospitalized,datetime
NL,Fryslân,Ameland,146,,0,0,2021-03-29T10:00:00
NL,Fryslân,Vlieland,45,,0,0,2021-03-29T10:00:00
NL,Drenthe,,40,,0,0,2021-03-29T10:00:00
NL,Groningen,,58,,0,1,2021-03-29T10:00:00
NL,Gelderland,Rozendaal,78,,0,1,2021-03-29T10:00:00
NL,Fryslân,,45,,0,1,2021-03-29T10:00:00
NL,Flevoland,,13,,0,1,2021-03-29T10:00:00
NL,Fryslân,Schiermonnikoog,43,,2,1,2021-03-29T10:00:00
NL,Zeeland,,36,,1,2,2021-03-29T10:00:00
NL,Fryslân,Terschelling,197,,2,3,2021-03-29T10:00:00
NL,Overijssel,,292,,3,4,2021-03-29T10:00:00
NL,Drenthe,Aa en Hunze,1094,,20,5,2021-03-29T10:00:00
NL,Gelderland,Scherpenzeel,868,,12,5,2021-03-29T10:00:00
NL,Noord-Holland,Texel,366,,4,6,2021-03-29T10:00:00
NL,Utrecht,,121,,2,6,2021-03-29T10:00:00
NL,Utrecht,Renswoude,471,,5,6,2021-03-29T10:00:00
NL,Fryslân,Harlingen,544,,3,7,2021-03-29T10:00:00
NL,Noord-Holland,Opmeer,1101,,4,7,2021-03-29T10:00:00
NL,Zuid-Holland,Zoeterwoude,596,,1,7,2021-03-29T10:00:00
NL,Noord-Holland,Beemster,735,,2,7,2021-03-29T10:00:00
NL,Limburg,,226,,3,7,2021-03-29T10:00:00
NL,Groningen,Veendam,1476,,10,9,2021-03-29T10:00:00
NL,Zeeland,Kapelle,657,,6,9,2021-03-29T10:00:00
NL,Gelderland,,351,,3,10,2021-03-29T10:00:00
NL,Fryslân,Dantumadiel,1140,,16,11,2021-03-29T10:00:00
NL,Limburg,Mook en Middelaar,484,,11,11,2021-03-29T10:00:00
NL,Noord-Holland,Landsmeer,954,,5,11,2021-03-29T10:00:00
NL,Noord-Holland,Uitgeest,1030,,7,12,2021-03-29T10:00:00
NL,Fryslân,Weststellingwerf,1250,,27,12,2021-03-29T10:00:00
NL,Noord-Holland,Blaricum,775,,6,12,2021-03-29T10:00:00
NL,Drenthe,Westerveld,726,,20,12,2021-03-29T10:00:00
NL,Noord-Brabant,Baarle-Nassau,375,,4,12,2021-03-29T10:00:00
NL,Zeeland,Noord-Beveland,385,,9,13,2021-03-29T10:00:00
NL,Noord-Holland,Ouder-Amstel,1012,,5,13,2021-03-29T10:00:00
NL,Fryslân,Ooststellingwerf,1029,,6,13,2021-03-29T10:00:00
NL,Noord-Holland,Bloemendaal,1276,,16,13,2021-03-29T10:00:00
NL,Overijssel,Staphorst,1737,,18,14,2021-03-29T10:00:00
NL,Overijssel,Ommen,1166,,15,14,2021-03-29T10:00:00
NL,Zuid-Holland,Hillegom,1367,,17,15,2021-03-29T10:00:00
NL,Gelderland,Winterswijk,1458,,15,15,2021-03-29T10:00:00
NL,Zuid-Holland,Midden-Delfland,1518,,13,16,2021-03-29T10:00:00
NL,Zuid-Holland,Hardinxveld-Giessendam,2111,,23,16,2021-03-29T10:00:00
NL,Noord-Holland,Laren,801,,26,16,2021-03-29T10:00:00
NL,Noord-Holland,Oostzaan,809,,8,16,2021-03-29T10:00:00
NL,Noord-Brabant,Waalre,1184,,13,16,2021-03-29T10:00:00
NL,Gelderland,Doesburg,618,,9,16,2021-03-29T10:00:00
NL,Noord-Brabant,Mill en Sint Hubert,947,,10,17,2021-03-29T10:00:00
