country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2022-01-14T00:00:00
GR,Mount Athos,122,1811.0,0,2022-01-14T00:00:00
GR,Evrytania,2244,20081.0,0,2022-01-14T00:00:00
GR,Imported (They asked to be tested),2321,0.0,0,2022-01-14T00:00:00
GR,Kefalonia,2562,39032.0,0,2022-01-14T00:00:00
GR,Samos,2834,42859.0,0,2022-01-14T00:00:00
GR,Phocis,2974,40343.0,0,2022-01-14T00:00:00
GR,Lefkada,3208,23693.0,0,2022-01-14T00:00:00
GR,Zakynthos,4323,40759.0,3,2022-01-14T00:00:00
GR,Grevena,4416,31757.0,1,2022-01-14T00:00:00
GR,Chios,4711,52674.0,0,2022-01-14T00:00:00
GR,Thesprotia,5339,43587.0,2,2022-01-14T00:00:00
GR,Preveza,5762,57491.0,0,2022-01-14T00:00:00
GR,Arta,6208,67877.0,2,2022-01-14T00:00:00
GR,Lasithi,6440,75381.0,0,2022-01-14T00:00:00
GR,Kastoria,7512,50322.0,16,2022-01-14T00:00:00
GR,Laconia,8006,89138.0,0,2022-01-14T00:00:00
GR,Imported (Detected at the entry points),8273,0.0,0,2022-01-14T00:00:00
GR,Florina,8913,51414.0,2,2022-01-14T00:00:00
GR,Arcadia,10372,86685.0,0,2022-01-14T00:00:00
GR,Rhodope,11044,112039.0,3,2022-01-14T00:00:00
GR,Argolis,11797,97044.0,0,2022-01-14T00:00:00
GR,Kilkis,12241,80419.0,3,2022-01-14T00:00:00
GR,Lesbos,13152,103698.0,13,2022-01-14T00:00:00
GR,Corfu (Kerkyra),13667,104371.0,3,2022-01-14T00:00:00
GR,Cyclades,13735,118027.0,0,2022-01-14T00:00:00
GR,Xanthi,13752,111222.0,14,2022-01-14T00:00:00
GR,Elis,14069,159300.0,2,2022-01-14T00:00:00
GR,Chalkidiki,14182,107719.0,5,2022-01-14T00:00:00
GR,Rethymno,14295,85609.0,0,2022-01-14T00:00:00
GR,Drama,15193,98287.0,7,2022-01-14T00:00:00
GR,Trikala,16024,131085.0,3,2022-01-14T00:00:00
GR,Karditsa,16069,113544.0,1,2022-01-14T00:00:00
GR,Boeotia,16384,117920.0,0,2022-01-14T00:00:00
GR,Messenia,17105,159954.0,0,2022-01-14T00:00:00
GR,Phthiotis,17317,158231.0,0,2022-01-14T00:00:00
GR,Corinthia,18692,145082.0,1,2022-01-14T00:00:00
GR,Kavala,19368,138687.0,8,2022-01-14T00:00:00
GR,Evros,20738,147947.0,25,2022-01-14T00:00:00
GR,Pella,20841,139680.0,11,2022-01-14T00:00:00
GR,Imathia,21726,140611.0,5,2022-01-14T00:00:00
GR,Chania,22020,156585.0,1,2022-01-14T00:00:00
GR,Pieria,22818,126698.0,8,2022-01-14T00:00:00
GR,Ioannina,22978,167901.0,13,2022-01-14T00:00:00
GR,Euboea,22997,210815.0,1,2022-01-14T00:00:00
GR,Aetolia-Acarnania,23090,210802.0,2,2022-01-14T00:00:00
GR,Serres,24157,176430.0,19,2022-01-14T00:00:00
GR,Dodecanese,24560,190988.0,0,2022-01-14T00:00:00
GR,Kozani,27553,150196.0,31,2022-01-14T00:00:00
GR,Magnesia,29816,203808.0,7,2022-01-14T00:00:00
GR,Herakleion,40978,305490.0,2,2022-01-14T00:00:00
GR,Achaea,48845,309694.0,14,2022-01-14T00:00:00
GR,Larissa,53735,284325.0,23,2022-01-14T00:00:00
GR,No Location Provided,58915,10816286.0,21001,2022-01-14T00:00:00
GR,Thessaloniki,213880,1110551.0,184,2022-01-14T00:00:00
GR,Attica,568361,3828434.0,330,2022-01-14T00:00:00
