country,nuts_3,cases,population,deaths,datetime
GR,Cruise Ship,7,0.0,0,2021-03-26T00:00:00
GR,Mount Athos,12,1811.0,0,2021-03-26T00:00:00
GR,Kefalonia,188,39032.0,0,2021-03-26T00:00:00
GR,Lefkada,210,23693.0,0,2021-03-26T00:00:00
GR,Samos,370,42859.0,0,2021-03-26T00:00:00
GR,Phocis,382,40343.0,0,2021-03-26T00:00:00
GR,Preveza,389,57491.0,0,2021-03-26T00:00:00
GR,Evrytania,408,20081.0,0,2021-03-26T00:00:00
GR,Zakynthos,418,40759.0,3,2021-03-26T00:00:00
GR,Lasithi,420,75381.0,0,2021-03-26T00:00:00
GR,Thesprotia,482,43587.0,2,2021-03-26T00:00:00
GR,Arta,544,67877.0,2,2021-03-26T00:00:00
GR,Laconia,613,89138.0,0,2021-03-26T00:00:00
GR,Chios,642,52674.0,0,2021-03-26T00:00:00
GR,Corfu (Kerkyra),743,104371.0,3,2021-03-26T00:00:00
GR,Grevena,831,31757.0,1,2021-03-26T00:00:00
GR,Imported (They asked to be tested),900,0.0,0,2021-03-26T00:00:00
GR,Rethymno,1025,85609.0,0,2021-03-26T00:00:00
GR,Cyclades,1047,118027.0,0,2021-03-26T00:00:00
GR,Arcadia,1065,86685.0,0,2021-03-26T00:00:00
GR,Messenia,1103,159954.0,0,2021-03-26T00:00:00
GR,Kastoria,1126,50322.0,16,2021-03-26T00:00:00
GR,Florina,1247,51414.0,2,2021-03-26T00:00:00
GR,Chania,1336,156585.0,1,2021-03-26T00:00:00
GR,Elis,1354,159300.0,2,2021-03-26T00:00:00
GR,Argolis,1485,97044.0,0,2021-03-26T00:00:00
GR,Dodecanese,1526,190988.0,0,2021-03-26T00:00:00
GR,Phthiotis,2051,158231.0,0,2021-03-26T00:00:00
GR,Boeotia,2191,117920.0,0,2021-03-26T00:00:00
GR,Trikala,2223,131085.0,3,2021-03-26T00:00:00
GR,Aetolia-Acarnania,2236,210802.0,2,2021-03-26T00:00:00
GR,Corinthia,2246,145082.0,1,2021-03-26T00:00:00
GR,Lesbos,2402,103698.0,13,2021-03-26T00:00:00
GR,Rhodope,2446,112039.0,3,2021-03-26T00:00:00
GR,Kilkis,2548,80419.0,3,2021-03-26T00:00:00
GR,Ioannina,2596,167901.0,13,2021-03-26T00:00:00
GR,Karditsa,2683,113544.0,1,2021-03-26T00:00:00
GR,Xanthi,2817,111222.0,14,2021-03-26T00:00:00
GR,Euboea,2833,210815.0,1,2021-03-26T00:00:00
GR,Herakleion,3034,305490.0,2,2021-03-26T00:00:00
GR,Kavala,3106,138687.0,8,2021-03-26T00:00:00
GR,Evros,3153,147947.0,25,2021-03-26T00:00:00
GR,Drama,3158,98287.0,7,2021-03-26T00:00:00
GR,Chalkidiki,3239,107719.0,5,2021-03-26T00:00:00
GR,Imathia,3968,140611.0,5,2021-03-26T00:00:00
GR,Magnesia,4203,203808.0,7,2021-03-26T00:00:00
GR,Pieria,4271,126698.0,8,2021-03-26T00:00:00
GR,Kozani,4314,150196.0,31,2021-03-26T00:00:00
GR,Serres,4737,176430.0,19,2021-03-26T00:00:00
GR,Imported (Detected at the entry points),4793,0.0,0,2021-03-26T00:00:00
GR,No Location Provided,4915,10816286.0,6989,2021-03-26T00:00:00
GR,Pella,5012,139680.0,11,2021-03-26T00:00:00
GR,Achaea,7014,309694.0,14,2021-03-26T00:00:00
GR,Larissa,9408,284325.0,23,2021-03-26T00:00:00
GR,Thessaloniki,41871,1110551.0,184,2021-03-26T00:00:00
GR,Attica,90106,3828434.0,330,2021-03-26T00:00:00
